#,Name,Class,Position,Height,Hometown,High School,team_id,conference_short,conference_name,team_name,division,team_short
8,Rose Crist,Sr.,OH,6-1,"Noblesville, IN",Noblesville,739,BE,Big East Conference,Villanova University,D-I,Villanova
14,Ozzie Ozonoh,Sr.,MB,6-0,"Redlands, CA",Redlands East Valley,739,BE,Big East Conference,Villanova University,D-I,Villanova
15,Dani Ortiz,Sr.,DS,5-8,"Coral Gables, FL",Ransom Everglades School,739,BE,Big East Conference,Villanova University,D-I,Villanova
5,Tara Garvey,Jr.,OH,5-11,"Ancaster, Canada",Bishop Tonnos,739,BE,Big East Conference,Villanova University,D-I,Villanova
10,Abby Harrell,So.,OH,5-10,"Ellensburg, WA",Ellensburg,739,BE,Big East Conference,Villanova University,D-I,Villanova
20,Sophia Stalcup,So.,MB,6-3,"Trabuco Canyon, CA",Santa Margarita Catholic,739,BE,Big East Conference,Villanova University,D-I,Villanova
25,Annika Veurink,So.,MB,6-2,"Eden Prairie, MN",Southwest Christian,739,BE,Big East Conference,Villanova University,D-I,Villanova
29,Marly Smith,So.,OH,5-11,"Manhattan Beach, CA",El Segundo,739,BE,Big East Conference,Villanova University,D-I,Villanova
0,Campbell McKinnon,Fr.,MB,5-10,"Collierville, TN",Collierville,739,BE,Big East Conference,Villanova University,D-I,Villanova
4,Taylor Lewis,Fr.,OH,6-1,"Indianapolis, IN",Cathedral,739,BE,Big East Conference,Villanova University,D-I,Villanova
7,Alyssa Nelson,Fr.,S,5-8,"Wildwood, MO",Lafayette,739,BE,Big East Conference,Villanova University,D-I,Villanova
9,Cat Young,Fr.,OH,5-11,"Flower Mound, TX",Flower Mound,739,BE,Big East Conference,Villanova University,D-I,Villanova
13,Lola Buck-Taylor,Fr.,L/DS,5-7,"Tampa, FL",E Pasco,739,BE,Big East Conference,Villanova University,D-I,Villanova
23,Margot Randall,Fr.,MB,6-2,"Leawood, KS",St. Teresa's Academy,739,BE,Big East Conference,Villanova University,D-I,Villanova
5,Jasmine Knight,Sr.,MB,6-0,"Phoenix, AZ",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
20,Parker Hartzell,Sr.,OPP,6-1,"Alexandria, VA",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
6,Taylor Aguano,Sr.,S,5-8,"Gilbert, AZ",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
10,Katie Paez,So.,L,5-5,"Las Vegas, NV",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
2,Anja Kujundzic,So.,L,5-5,"Ljig, Serbia",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
9,Julieta Portillo,So.,OH,6-4,"Yerba Buena, Argentina",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
17,Akire Jones,So.,MH,6-1,"Round Rock, TX",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
3,Meghan Touhey,Fr.,L,5-9,"Spring City, PA",Owen J. Roberts,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
1,Letizia Galli,Fr.,MB,6-0,"Appiano Gentile, Italy",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
8,Abby Edwards,Fr.,S,5-5,"Chapin, SC",Chapin,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
11,Kalina Pylinska,Jr.,OH,5-10,"Nowy Tomysl, Poland",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
12,Lara Del Core,Fr.,OPP,6-2,"Busto Arsizio, Italy",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
15,Julia Rienks,Jr.,OPP,6-2,"Dronryp, Netherlands",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
21,Alicja Jaryszek,Jr.,OH,6-2,"Buczek, Poland",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
24,Cansin Sendir,Fr.,S,5-10,"Istanbul, Turkey",,740,A-10,Atlantic 10 Conference,Virginia Commonwealth University,D-I,VCU
17,Leandra Mangual-Duran,Sr.,OH,6-0,"Rio Grande, PR",Hagerty,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
15,Jasmine Robinson,Jr.,OH,6-1,"Chesapeake, VA",Western Branch,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
2,Viktoria Wahlgren,Jr.,S,6-1,"Ontario, CA",Dr. Frank J. Hayden Secondary School,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
9,Sierra Cates,Jr.,L/DS,5-9,"Temecula, CA",Great Oak,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
16,Sarah Malinowski,Jr.,OH,6-3,"Chantilly, VA",Freedom,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
26,Jordan Hallman,Jr.,MB,6-3,"Johnson City, TN",Science Hill,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
3,Hailey Pearce,So.,OH,6-3,"Charlotte, NC",Sun Valley,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
23,Kyra Hampton,So.,S,6-1,"Franklin, TN",Battle Ground Academy,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
22,Elizabeth Aylward,So.,OH,6-2,"Nashville, TN",Harpeth Hall,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
25,Tatum Evans,So.,OH,6-0,"Midlothian, VA",Midlothian,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
27,Ella Beyer,So.,OH,6-0,"Forsyth, GA",Lambert,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
4,Isabella Mishler,Fr.,MB,6-3,"Schaumburg, IL",Schaumburg,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
14,Erica Dellesky,Fr.,S,5-10,"Katy, TX",Obra D. Tompkins,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
5,Ella Guilfoy,Fr.,L/DS,5-9,"Indianapolis, IN",Roncalli,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
10,Belle Patrick,Fr.,OH,6-1,"Cary, NC",Green Hope,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
13,Nicole Zake,Fr.,OH,5-10,"Simi Valley, CA",Oaks Christian,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
20,Aisha Keric,Fr.,RS,6-1,"Naples, FL",Barron Collier,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
21,Ece Yildiz,Fr.,L/DS,5-4,"Istanbul, Turkey",,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
24,Layla Collins,Fr.,MB,6-2,"Plainfield, IL",Plainfield Central,742,ACC,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,D-I,Virginia Tech
14,Elayna Duprey,Sr.,OH,5-11,"Alexandria, VA",Flint Hill,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
6,Milan Gomillion,Sr.,L/DS,5-6,"Capitol Heights, MD",Annapolis Area Christian School,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
2,Brooklyn Borum,Sr.,OH,6-0,"Sterling, IL",Sterling,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
3,Abby Tadder,Sr.,MB,6-2,"San Diego, CA",Point Loma,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
5,Ashley Le,Sr.,S,5-9,"Plano, TX",Plano West,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
17,Heyli Velasquez,Sr.,L/DS,5-5,"Wilmington, DE",Ursuline,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
8,Kate Johnson,Jr.,L/DS,5-9,"Gainesville, FL",Buchholz,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
13,Kate Dean,Jr.,MB,6-3,"Tuscola, IL",Tuscola,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
12,Kadynce Boothe,Jr.,OH,6-1,"Kernersville, NC",East Forsyth,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
1,Meredith Reeg,So.,L/DS,5-7,"Raleigh, NC",Cardinal Gibbons,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
33,Lauryn Bowie,So.,RS,6-2,"Westerville, OH",Westerville South,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
4,Nala Cornegy,So.,MB,6-3,"Brooklyn, NY",Episcopal,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
11,Lily Gervase,So.,MB,6-4,"Fuquay Varina, NC",Harnett Central,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
7,Teagan Hogan,Fr.,L/DS,5-11,"Raleigh, NC",Leesville,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
10,Zoey Dood,Fr.,S,6-2,"Grandville, MI",Grandville,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
24,Sarah Brodner,Fr.,OH,6-6,"Jupiter, FL",Jupiter,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
30,Becca Wight,Fr.,RS,6-2,"Worthington, OH",Thomas Worthington,746,ACC,Atlantic Coast Conference,University of Virginia,D-I,Virginia
22,Sahara Maruska,Sr.,OH,5-8,"Houston, TX",St. Agnes Academy,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
2,Olivia Franke,Sr.,MB,6-4,"Mclean, VA",Langley,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
4,Laila Ricks,Sr.,RS,6-0,"Torrance, CA",Redondo Union,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
14,Tina Grkovic,Sr.,MB,6-2,"Belgrade, Serbia",St. George's British International,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
19,Kalani Whillock,Sr.,OH,5-10,"Keller, TX",Keller,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
5,Kendall Phillips,Sr.,DS,5-5,"Virginia Beach, VA",Bayside Health Science Academy,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
10,Emma Farrell,Jr.,DS,5-6,"Norcross, GA",St. Pius X Catholic,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
13,Paige Crawford,Jr.,OH,6-0,"Wimberley, TX",Wimberley,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
17,Rian Baker,Jr.,S,5-10,"Rolling Meadows, IL",Williams Fremd,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
16,Olivia Murphy,So.,OH,6-1,"Indianapolis, IN",Roncalli,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
7,Elena Dragani,So.,S,5-9,"Brookfield, WI",Catholic Memorial,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
3,Dior Charles,So.,MB,6-1,"Los Angeles, CA",Marymount,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
12,Olivia Fish,So.,OH,6-2,"Seymour, IN",Seymour,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
1,Dhru Lalaji,Fr.,DS,5-5,"Atlanta, GA",Pace Academy,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
9,Cy Rae Campbell,Fr.,MH,5-11,"Olathe, KS",Heritage Christian Academy,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
21,Jaime Santer,Sr.,OH,6-1,"Toronto, Canada",York Mills Collegiate Institute,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
18,Becca Bellows,Fr.,S,6-0,"Wheaton, IL",Wheaton Warrenville South,749,ACC,Atlantic Coast Conference,Wake Forest University,D-I,Wake Forest
16,Weronika Wojdyla,Sr.,OH,6-2,"Krakow, Poland",Sparta Karow,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
7,Sage Brustad,Sr.,OH,6-1,"Richland, WA",Richland HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
4,Logann Golden,Sr.,L/DS,5-8,"Castle Rock, WA",Castle Rock HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
5,Jaden Walz,Sr.,S,5-7,"Brooklyn, OH",Brooklyn HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
8,Katy Ryan,Sr.,OPP,6-5,"Rathdrum, ID",Lakeland HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
2,Taryn Vrieling,Jr.,OH,6-0,"Kennewick, WA",Kamiakin HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
1,Kylie Wong,Jr.,L,5-6,"Chandler, AZ",Valley Christian HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
13,Emma Barbero,So.,L,5-7,"Asti, Italy",Liceo Scientifico Sportivo,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
19,Lucie Blazkova,So.,MB,6-3,"Ceská Trebová, Czechia",Gymnázium a SOŠ pedagogická,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
17,Italia Bernal,Fr.,S,6-0,"Mexicali, Mexico",Preparatoria Federal Lázaro Cárdenas,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
11,Keniya Cleveland,Jr.,MB,6-1,"Lakewood, CA",Mayfair HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
6,Haumea Marumoto,Fr.,OH,6-2,"Honolulu, HI",Punahou HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
18,Breccan Scheck,Fr.,MB,6-1,"Glen Ellyn, IL",Glenbard West HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
12,Jade Warren,Sr.,MB,5-11,"Horseshoe Bend, ID",Horseshoe Bend HS,754,Pac-12,Pac-12 Conference,Washington State University,D-I,Washington St.
14,Kiune Fletcher,Sr.,OH,6-1,"El Dorado, Trinidad and Tobago",St. Joseph's Convent,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
15,Sophia Tulino,Sr.,OH,6-0,"Carlsbad, CA",La Costa Canyon,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
18,Madi Endsley,Sr.,OH,6-2,"Temecula, CA",Cathedral Catholic,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
4,Emoni Bush,Jr.,OH,6-3,"Campbell River, Canada",Carihi Secondary,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
1,Audra Wilmes,Jr.,OH,6-1,"West Linn, OR",West Linn,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
20,Lauren Bays,Sr.,L,5-8,"Orange County, CA",Foothill,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
6,Molly Wilson,Jr.,S,5-11,"Murrieta, CA",Murrieta,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
23,Zoria Heard,Jr.,L,5-6,"Rowlett, TX",Sachse,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
19,Elise Hani,So.,MB,6-4,"Kirkland, WA",Lake Washington,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
11,Brooke Huard,Fr.,L,5-8,"Bellevue, WA",Bellevue,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
9,Kierstyn Barton,So.,OH,6-1,"Chandler, AZ",Corona Del Sol,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
12,Katy Wessels,So.,MB,6-2,"Lewiston, ID",Lewiston,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
2,Julia Hunt,Fr.,MB,6-2,"Covington, KY",Holy Cross,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
8,Alexis Haury,Fr.,S,5-10,"Silverton, OR",Silverton,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
24,Addy Benefield,Fr.,OH,6-0,"Redondo Beach, CA",Redondo Union,756,Big Ten,Big Ten Conference,University of Washington,D-I,Washington
6,Kate Payne,Sr.,S,5-8,"Lehi, UT",Skyridge HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
14,Liana Woodley,Sr.,MB,6-2,"Winchester, CA",Chaparral HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
20,Mia Peterson,Jr.,OH,5-11,"Pleasant Grove, UT",Pleasant Grove HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
7,Baylee Bodily,Sr.,OPP,5-11,"Draper, UT",Corner Canyon HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
19,Stacia Barker,So.,MB,6-2,"Evanston, WY",,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
1,Brielle Rueckert,Jr.,MB,6-2,"Orem, UT",Timpview HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
10,Ashley Gneiting,Jr.,OH,6-1,"Pleasant Grove, UT",Pleasant Grove HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
18,Jayda Tupea,Jr.,OH,5-6,"South Jordan, UT",Lone Peak HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
13,Saane Munyer,Jr.,MB,6-1,"Woods Cross, UT",Woods Cross HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
5,Rose Moore,So.,S,6-1,"Lehi, UT",Skyridge HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
3,Ali Wiest,So.,OH,6-0,"Peoria, AZ",Sandra Day O' Connor HS,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
2,Morgan Pratt,Fr.,S,5-7,"Mapleton, UT",Maple Mountain,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
4,Victoria Marthaler,Fr.,OPP,6-1,"Albuquerque, NM",La Cueva,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
12,Maggie Kamp,Fr.,L,5-6,"North Bend, WA",Mount Si,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
9,Marly Pratt,Fr.,L,5-8,"Mapleton, UT",Maple Mountain,758,BSC,Big Sky Conference,Weber State University,D-I,Weber St.
1,Callaway Cason,Sr.,S,5-7,"Villa Rica, GA",,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
7,Victoria Schmer,Sr.,L/DS,5-4,"Chelsea, AL",,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
24,Mary Morgan Formby,Sr.,OH,6-0,"Tuscaloosa, AL",,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
11,Mackenzie Yoakum,Jr.,RS,6-0,"Birmingham, AL",Homewood,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
10,Zoë LaBreche,Sr.,OH,5-10,"Leeds, AL",Chelsea,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
12,Marley Staats,Jr.,OH,6-1,"Georgetown, KY",Great Crossing,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
15,Sanai Young,Jr.,MB,5-11,"Kennesaw, GA",Harrison,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
14,Desha Van Veldhuizen,So.,S,5-10,"Zionsville, IN",Park Tudor,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
13,Ashley Barnes,Jr.,S,5-10,"Crofton, MD",Arundel,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
20,Allison Bowser,So.,OH,5-10,"Stuart, FL",South Fork,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
3,Molly Brunell,Fr.,OH,6-1,"Tucson, AZ",Catalina Foothills,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
5,Maggie Kachmarik,Fr.,DS,5-8,"La Grange, IL",Lyons,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
8,Alex Strating,Fr.,MB,6-0,"Easley, SC",Wren,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
18,Rylee Henderson,Fr.,RS,5-11,"Cypress, TX",Concordia,766,ASUN,Atlantic Sun Conference,University of West Georgia,D-I,West Ga.
6,Lauren DeLo,Sr.,S,6-2,"Anderson, SC",Jenks,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
2,Sydney Reed,Sr.,L,5-6,"Glenelg, MD",Flint Hill,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
20,Hailey Green,Sr.,OH,6-2,"Loveland, OH",Ursuline Academy,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
3,Cassidy Tanton,Jr.,OH,6-0,"Stoneville, NC",Dalton McMichael,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
21,Kristen McBride,Sr.,DS,5-9,"Cincinnati, OH",Mount Notre Dame,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
5,Alexis Finnvold,So.,S,5-11,"Boca Raton, FL",Boca Raton Community,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
10,Quincey Coyle,Jr.,OH,6-0,"Fort Lupton, CO",Mead,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
8,Laila Ibrahim,Jr.,OPP,6-1,"Calgary, Canada",St. Francis,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
17,Lauren Bodily,Jr.,OPP,6-4,"Woods Cross, UT",Woods Cross,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
22,Maddy McGath,So.,MB,6-2,"Brookfield, WI",Brookfield East,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
14,Nina Svetina,Fr.,OH,6-0,"Ljubljana, Slovenia",Gimnazija Šiška,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
4,Eily Painter,Fr.,L,5-4,"Pottsville, PA",Pottsville Area,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
9,Chalina Lederer,Jr.,MB,6-2,"Munich, Germany",Städtische Fachoberschule für Sozialwesen München Nord,768,Big 12,Big 12 Conference,West Virginia University,D-I,West Virginia
4,Ollie Henderson,Sr.,L,5-7,"Simpsonville, SC",Mauldin HS,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
8,Bailey Hartsough,Sr.,OH,5-10,"LaGrange, IN",Lakeland HS,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
12,Sarah Janourova,Sr.,S,5-9,"Prague, Czechia",Sportovni Gymnazium Pripotocni,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
3,Ali Morris,Jr.,OH,5-11,"Knoxville, TN",Grace Christian Academy,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
14,Janelle Blue,Jr.,MB,5-11,"Clover, SC",Clover HS,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
7,Samantha Jo Mikosky,Jr.,MB,6-3,"Bethlehem, PA",Allentown Central Catholic,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
13,Logan Carr,So.,MB,6-3,"Desoto, TX",Lancaster HS,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
18,Katie Boney,So.,S,6-0,"Milton, GA",St. Francis HS,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
22,Zoe Zudans,So.,OH,6-0,"Palm Beach Gardens, FL",Suncoast HS,769,SoCon,Southern Conference,Western Carolina University,D-I,Western Caro.
