team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year
169,Creighton University,30184,Big East Conference,www.creighton.edu/node/165768,gocreighton.com/,NE,D-I,2024-25
30035,Crown College (Minnesota),30115,Upper Midwest Athletic Conference,www.crown.edu,www.athletics.crown.edu,MN,D-III,2024-25
170,Curry College,839,Conference of New England,www.curry.edu,www.curryathletics.com,MA,D-III,2024-25
1059,D'Youville University,11265,East Coast Conference,www.dyc.edu,athletics.dyc.edu,NY,D-II,2024-25
30174,Daemen University,11265,East Coast Conference,www.daemen.edu,daemenwildcats.com/,NY,D-II,2024-25
1044,University of Dallas,835,Southern Collegiate Athletic Conference,www.udallas.edu,www.udallasathletics.com,TX,D-III,2024-25
1045,Dallas Baptist University,868,Lone Star Conference,www.dbu.edu,www.dbupatriots.com,TX,D-II,2024-25
172,Dartmouth College,865,The Ivy League,www.dartmouth.edu,www.dartmouthsports.com,NH,D-I,2024-25
30221,Davenport University,854,Great Lakes Intercollegiate Athletic Conference,www.davenport.edu/,dupanthers.com,MI,D-II,2024-25
173,Davidson College,820,Atlantic 10 Conference,www.davidson.edu,www.davidsonwildcats.com,NC,D-I,2024-25
174,Davis & Elkins College,30183,Mountain East Conference,www.dewv.edu,www.senatornation.com,WV,D-II,2024-25
175,University of Dayton,820,Atlantic 10 Conference,www.udayton.edu,www.daytonflyers.com,OH,D-I,2024-25
30219,Dean College,23257,Great Northeast Athletic Conference,https://www.dean.edu/,www.deanbulldogs.com/landing/index,MA,D-III,2024-25
180,University of Delaware,837,Coastal Athletic Association,www.udel.edu,www.bluehens.com,DE,D-I,2024-25
178,Delaware State University,876,Mid-Eastern Athletic Conf.,www.desu.edu,www.dsuhornets.com/,DE,D-I,2024-25
179,Delaware Valley University,877,Middle Atlantic Conferences,www.delval.edu,www.delval.edu/athletics,PA,D-III,2024-25
30225,State University of New York at Delhi,30026,North Atlantic Conference,www.delhi.edu/,delhibroncos.com/landing/index,NY,D-III,2024-25
181,Delta State University,858,Gulf South Conference,www.deltastate.edu,www.gostatesmen.com,MS,D-II,2024-25
182,Denison University,897,North Coast Athletic Conference,www.denison.edu,www.denisonbigred.com,OH,D-III,2024-25
183,University of Denver,819,The Summit League,www.du.edu,denverpioneers.com,CO,D-I,2024-25
176,DePaul University,30184,Big East Conference,www.depaul.edu,www.depaulbluedemons.com,IL,D-I,2024-25
177,DePauw University,897,North Coast Athletic Conference,www.depauw.edu,depauwtigers.com/landing/index,IN,D-III,2024-25
20,DeSales University,877,Middle Atlantic Conferences,www.desales.edu,athletics.desales.edu,PA,D-III,2024-25
184,University of Detroit Mercy,881,Horizon League,www.udmercy.edu,www.detroittitans.com,MI,D-I,2024-25
185,Dickinson College,9683,Centennial Conference,www.dickinson.edu,www.dickinsonathletics.com,PA,D-III,2024-25
186,University of the District of Columbia,11265,East Coast Conference,www.udc.edu,www.udcfirebirds.com,DC,D-II,2024-25
30118,Dominican University of California,19591,Pacific West Conference,www.dominican.edu,www.dominicanathletics.com,CA,D-II,2024-25
1332,Dominican University (Illinois),30097,Northern Athletics Collegiate Conference,www.dom.edu,www.dustars.com,IL,D-III,2024-25
8956,Dominican University New York,28752,Central Atlantic Collegiate Conference,www.duny.edu,www.chargerathletics.com,NY,D-II,2024-25
189,Drake University,884,Missouri Valley Conference,https://www.drake.edu/,godrakebulldogs.com/,IA,D-I,2024-25
190,Drew University,30101,Landmark Conference,www.drew.edu,www.drewrangers.com,NJ,D-III,2024-25
191,Drexel University,837,Coastal Athletic Association,www.drexel.edu,www.drexeldragons.com,PA,D-I,2024-25
1057,Drury University,855,Great Lakes Valley Conference,www.drury.edu,www.drurypanthers.com/,MO,D-II,2024-25
192,University of Dubuque,864,American Rivers Conference,www.dbq.edu,www.dbq.edu/Athletics/,IA,D-III,2024-25
193,Duke University,821,Atlantic Coast Conference,www.duke.edu,www.goduke.com,NC,D-I,2024-25
194,Duquesne University,820,Atlantic 10 Conference,www.duq.edu,www.GoDuquesne.com,PA,D-I,2024-25
195,Earlham College,9174,Heartland Collegiate Athletic Conference,www.earlham.edu,www.goearlham.com,IN,D-III,2024-25
196,East Carolina University,823,American Athletic Conference,www.ecu.edu,www.ecupirates.com,NC,D-I,2024-25
8965,East Central University,30144,Great American Conference,www.ecok.edu,ecutigers.com,OK,D-II,2024-25
197,East Stroudsburg University of Pennsylvania,906,Pennsylvania State Athletic Conference,www.esu.edu,esuwarriors.com,PA,D-II,2024-25
198,East Tennessee State University,912,Southern Conference,www.etsu.edu,www.etsubucs.com,TN,D-I,2024-25
199,East Texas A&M University,914,Southland Conference,www.tamuc.edu,www.lionathletics.com,TX,D-II,2024-25
1062,East Texas Baptist University,14825,American Southwest Conference,www.etbu.edu,www.goetbutigers.com,TX,D-III,2024-25
200,Eastern Connecticut State University,867,Little East Conference,www.easternct.edu,gowarriorathletics.com,CT,D-III,2024-25
201,Eastern Illinois University,902,Ohio Valley Conference,www.eiu.edu,www.eiupanthers.com,IL,D-I,2024-25
202,Eastern Kentucky University,920,Atlantic Sun Conference,www.eku.edu,www.ekusports.com,KY,D-I,2024-25
203,Eastern Mennonite University,903,Old Dominion Athletic Conf.,www.emu.edu,www.emuroyals.com,VA,D-III,2024-25
204,Eastern Michigan University,875,Mid-American Conference,www.emich.edu,www.emueagles.com,MI,D-I,2024-25
1064,Eastern Nazarene College,30026,North Atlantic Conference,www.enc.edu,www.enc.edu/athletics,MA,D-III,2024-25
206,Eastern New Mexico University,868,Lone Star Conference,www.enmu.edu,www.goeasternathletics.com,NM,D-II,2024-25
8968,Eastern University,877,Middle Atlantic Conferences,www.eastern.edu,www.goeasterneagles.com,PA,D-III,2024-25
207,Eastern Washington University,825,Big Sky Conference,www.ewu.edu/,goeags.com,WA,D-I,2024-25
30270,EC University ,,,,,IN,D-I,2024-25
208,Eckerd College,919,Sunshine State Conference,www.eckerd.edu/,www.eckerdtritons.com,FL,D-II,2024-25
1066,Edgewood College,30097,Northern Athletics Collegiate Conference,www.edgewood.edu,www.EdgewoodCollegeEagles.com,WI,D-III,2024-25
209,"Pennsylvania Western University, Edinboro",906,Pennsylvania State Athletic Conference,www.edinboro.edu,www.gofightingscots.com,PA,D-II,2024-25
30244,Edward Waters University,913,Southern Intercol. Ath. Conf.,www.ewu.edu,www.ewutigerpride.com,FL,D-II,2024-25
210,Elizabeth City State University,832,Central Intercollegiate Athletic Association,www.ecsu.edu,www.ecsuvikings.com,NC,D-II,2024-25
211,Elizabethtown College,30101,Landmark Conference,www.etown.edu,www.etownbluejays.com,PA,D-III,2024-25
212,Elmhurst University,836,College Conference of Illinois & Wisconsin,public.elmhurst.edu/,elmhurstbluejays.com/,IL,D-III,2024-25
213,Elmira College,863,Empire 8,www.elmira.edu,athletics.elmira.edu,NY,D-III,2024-25
532,Elms College,23257,Great Northeast Athletic Conference,www.elms.edu,ecblazers.com,MA,D-III,2024-25
1068,Elon University,837,Coastal Athletic Association,www.elon.edu,www.elonphoenix.com,NC,D-I,2024-25
9680,Embry-Riddle Aeronautical University (Florida),919,Sunshine State Conference,www.erau.edu,www.erauathletics.com,FL,D-II,2024-25
214,Emerson College,890,New England Women's and Men's Athletic Conference,www.emerson.edu,www.emersonlions.com,MA,D-III,2024-25
30193,Emmanuel University (Georgia),4423,Conference Carolinas,www.ec.edu,www.goeclions.com,GA,D-II,2024-25
215,Emmanuel College (Massachusetts),23257,Great Northeast Athletic Conference,www.emmanuel.edu,www.goecsaints.com,MA,D-III,2024-25
216,Emory & Henry University,12850,South Atlantic Conference,www.emoryhenry.edu,www.gowasps.com,VA,D-II,2024-25
217,Emory University,1471,University Athletic Association,www.emory.edu,www.emoryathletics.com,GA,D-III,2024-25
1071,Emporia State University,883,Mid-America Intercollegiate Athletics Association,www.emporia.edu,www.esuhornets.com,KS,D-II,2024-25
8981,Endicott College,839,Conference of New England,www.endicott.edu,www.ecgulls.com,MA,D-III,2024-25
1072,Erskine College,4423,Conference Carolinas,www.erskine.edu,www.erskinesports.com,SC,D-II,2024-25
218,Eureka College,12974,St. Louis Intercollegiate Athletic Conference,www.eureka.edu,www.eurekareddevils.com,IL,D-III,2024-25
219,University of Evansville,884,Missouri Valley Conference,www.evansville.edu,www.gopurpleaces.com,IN,D-I,2024-25
220,Fairfield University,871,Metro Atlantic Athletic Conference,fairfield.edu,fairfieldstags.com,CT,D-I,2024-25
221,"Fairleigh Dickinson University, Florham",877,Middle Atlantic Conferences,www.fdu.edu,www.fdudevils.com,NJ,D-III,2024-25
222,"Fairleigh Dickinson University, Metropolitan Campus",846,Northeast Conference,www.fdu.edu,www.fduknights.com,NJ,D-I,2024-25
1076,Fairmont State University,30183,Mountain East Conference,www.fairmontstate.edu,www.fightingfalcons.com,WV,D-II,2024-25
27892,Farmingdale State College,13054,Skyline Conference,www.farmingdale.edu,www.farmingdalesports.com,NY,D-III,2024-25
223,Fayetteville State University,832,Central Intercollegiate Athletic Association,www.uncfsu.edu,fsubroncos.com,NC,D-II,2024-25
23157,Felician University,28752,Central Atlantic Collegiate Conference,www.felician.edu,www.felicianathletics.com,NJ,D-II,2024-25
224,Ferris State University,854,Great Lakes Intercollegiate Athletic Conference,www.ferris.edu,www.ferrisstatebulldogs.com,MI,D-II,2024-25
225,Ferrum College,903,Old Dominion Athletic Conf.,www.ferrum.edu,www.ferrumpanthers.com,VA,D-III,2024-25
1079,University of Findlay,30182,Great Midwest Athletic Conference,www.findlay.edu,findlayoilers.com,OH,D-II,2024-25
227,Fitchburg State University,870,Massachusetts State Collegiate Athletic Conference,www.fitchburgstate.edu,www.fitchburgfalcons.com,MA,D-III,2024-25
30092,Flagler College,12923,Peach Belt Conference,www.flagler.edu,www.flaglerathletics.com/,FL,D-II,2024-25
235,University of Florida,911,Southeastern Conference,www.ufl.edu,www.floridagators.com,FL,D-I,2024-25
228,Florida A&M University,916,Southwestern Athletic Conf.,www.famu.edu,www.famuathletics.com/,FL,D-I,2024-25
229,Florida Atlantic University,823,American Athletic Conference,www.fau.edu,www.fausports.com,FL,D-I,2024-25
28755,Florida Gulf Coast University,920,Atlantic Sun Conference,https://www.fgcu.edu/,fgcuathletics.com/,FL,D-I,2024-25
230,Florida Institute of Technology,919,Sunshine State Conference,www.fit.edu/,floridatechsports.com/,FL,D-II,2024-25
231,Florida International University,24312,Conference USA,www.fiu.edu,www.fiusports.com,FL,D-I,2024-25
233,Florida Southern College,919,Sunshine State Conference,www.flsouthern.edu,www.fscmocs.com,FL,D-II,2024-25
234,Florida State University,821,Atlantic Coast Conference,www.fsu.edu,www.seminoles.com,FL,D-I,2024-25
11538,Fontbonne University,12974,St. Louis Intercollegiate Athletic Conference,www.fontbonne.edu,www.fontbonnegriffins.com,MO,D-III,2024-25
236,Fordham University,820,Atlantic 10 Conference,www.fordham.edu,www.fordhamsports.com,NY,D-I,2024-25
9011,Fort Hays State University,883,Mid-America Intercollegiate Athletics Association,www.fhsu.edu,www.fhsuathletics.com,KS,D-II,2024-25
1083,Fort Lewis College,13128,Rocky Mountain Athletic Conference,www.fortlewis.edu,www.goskyhawks.com,CO,D-II,2024-25
237,Fort Valley State University,913,Southern Intercol. Ath. Conf.,www.fvsu.edu,fvsusports.com/index.aspx,GA,D-II,2024-25
238,Framingham State University,870,Massachusetts State Collegiate Athletic Conference,www.framingham.edu,www.fsurams.com,MA,D-III,2024-25
1085,Francis Marion University,4423,Conference Carolinas,www.fmarion.edu,www.fmupatriots.com,SC,D-II,2024-25
30069,Franciscan University of Steubenville,907,Presidents' Athletic Conference,www.franciscan.edu,www.franciscanathletics.com,OH,D-III,2024-25
239,Franklin & Marshall College,9683,Centennial Conference,www.fandm.edu,www.godiplomats.com,PA,D-III,2024-25
2694,Franklin College,9174,Heartland Collegiate Athletic Conference,www.franklincollege.edu,franklingrizzlies.com/landing/index,IN,D-III,2024-25
241,Franklin Pierce University,899,Northeast-10 Conference,www.franklinpierce.edu,www.fpuravens.com/landing/index,NH,D-II,2024-25
242,The State University of New York at Fredonia,917,State University of New York Athletic Conference,www.fredonia.edu,www.fredoniabluedevils.com,NY,D-III,2024-25
30147,Fresno Pacific University,19591,Pacific West Conference,www.fresno.edu,fpuathletics.com/,CA,D-II,2024-25
243,Frostburg State University,30183,Mountain East Conference,www.frostburg.edu/,www.frostburgsports.com,MD,D-II,2024-25
244,Furman University,912,Southern Conference,www.furman.edu,www.furmanpaladins.com,SC,D-I,2024-25
245,Gallaudet University,30071,United East Conference,www.gallaudet.edu,www.gallaudetbison.com,DC,D-III,2024-25
246,Gannon University,906,Pennsylvania State Athletic Conference,www.gannon.edu,www.gannonsports.com,PA,D-II,2024-25
1092,Gardner-Webb University,826,Big South Conference,gardner-webb.edu,gwusports.com/,NC,D-I,2024-25
247,State University of New York at Geneseo,863,Empire 8,www.geneseo.edu/,www.geneseoknights.com,NY,D-III,2024-25
30084,Geneva College,907,Presidents' Athletic Conference,www.geneva.edu,athletics.geneva.edu,PA,D-III,2024-25
1094,George Fox University,25300,Northwest Conference,www.georgefox.edu,www.gfubruins.com,OR,D-III,2024-25
248,George Mason University,820,Atlantic 10 Conference,www.gmu.edu,www.gomason.com,VA,D-I,2024-25
249,George Washington University,820,Atlantic 10 Conference,www.gwu.edu,www.gwsports.com/index.html,DC,D-I,2024-25
251,Georgetown University,30184,Big East Conference,georgetown.edu,guhoyas.com,DC,D-I,2024-25
257,University of Georgia,911,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25
1096,Georgia College,12923,Peach Belt Conference,www.gcsu.edu,www.gcsubobcats.com,GA,D-II,2024-25
255,Georgia Institute of Technology,821,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25
253,Georgia Southern University,818,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25
1097,Georgia Southwestern State University,12923,Peach Belt Conference,www.gsw.edu,www.gswcanes.com,GA,D-II,2024-25
254,Georgia State University,818,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25
9004,Georgian Court University,28752,Central Atlantic Collegiate Conference,www.georgian.edu,www.gculions.com,NJ,D-II,2024-25
258,Gettysburg College,9683,Centennial Conference,www.gettysburg.edu,www.gettysburgsports.com,PA,D-III,2024-25
1098,Glenville State University,30183,Mountain East Conference,www.glenville.edu,www.gscpioneers.com,WV,D-II,2024-25
8366,Goldey-Beacom College,28752,Central Atlantic Collegiate Conference,www.gbc.edu,www.gbcathletics.com,DE,D-II,2024-25
260,Gonzaga University,922,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25
1099,Gordon College,839,Conference of New England,www.gordon.edu,athletics.gordon.edu/index.aspx,MA,D-III,2024-25
1467,Goucher College,30101,Landmark Conference,www.goucher.edu,athletics.goucher.edu/landing/index,MD,D-III,2024-25
261,Grambling State University,916,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25
1104,Grand Canyon University,923,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25
262,Grand Valley State University,854,Great Lakes Intercollegiate Athletic Conference,www.gvsu.edu,gvsulakers.com,MI,D-II,2024-25
263,Greensboro College,842,USA South Athletic Conference,www.greensboro.edu,www.greensborocollegesports.com,NC,D-III,2024-25
1111,Greenville University,12974,St. Louis Intercollegiate Athletic Conference,www.greenville.edu,www.greenville.edu/athletics,IL,D-III,2024-25
264,Grinnell College,23119,Midwest Conference,www.grinnell.edu/,pioneers.grinnell.edu/,IA,D-III,2024-25
265,Grove City College,907,Presidents' Athletic Conference,www.gcc.edu,athletics.gcc.edu,PA,D-III,2024-25
1112,Guilford College,903,Old Dominion Athletic Conf.,www.guilford.edu,www.guilford.edu/athletics,NC,D-III,2024-25
266,Gustavus Adolphus College,882,Minnesota Intercollegiate Athletic Conference,www.gustavus.edu,www.gustavus.edu/athletics/,MN,D-III,2024-25
12399,Gwynedd Mercy University,30233,Atlantic East Conference,www.gmercyu.edu,gwyneddathletics.com/,PA,D-III,2024-25
267,Hamilton College,12817,New England Small College Athletic Conference,www.hamilton.edu,www.hamilton.edu/athletics,NY,D-III,2024-25
268,Hamline University,882,Minnesota Intercollegiate Athletic Conference,www.hamline.edu,www.hamlineathletics.com,MN,D-III,2024-25
269,Hampden-Sydney College,903,Old Dominion Athletic Conf.,www.hsc.edu/,www.hscathletics.com,VA,D-III,2024-25
270,Hampton University,837,Coastal Athletic Association,hamptonu.edu,hamptonpirates.com,VA,D-I,2024-25
1115,Hanover College,9174,Heartland Collegiate Athletic Conference,www.hanover.edu,https://athletics.hanover.edu/landing/index,IN,D-III,2024-25
271,Hardin-Simmons University,14825,American Southwest Conference,www.hsutx.edu,hsuathletics.com,TX,D-III,2024-25
1116,Harding University,30144,Great American Conference,www.harding.edu,www.hardingsports.com,AR,D-II,2024-25
272,University of Hartford,839,Conference of New England,www.hartford.edu,hartfordhawks.com,CT,D-I,2024-25
273,Hartwick College,863,Empire 8,www.hartwick.edu,www.hartwickhawks.com,NY,D-III,2024-25
275,Harvard University,865,The Ivy League,harvard.edu,gocrimson.com,MA,D-I,2024-25
276,Haverford College,9683,Centennial Conference,www.haverford.edu,www.haverfordathletics.com,PA,D-III,2024-25
277,"University of Hawaii, Manoa",904,Big West Conference,manoa.hawaii.edu,hawaiiathletics.com,HI,D-I,2024-25
2697,University of Hawaii at Hilo,19591,Pacific West Conference,www.uhh.hawaii.edu,hiloathletics.com,HI,D-II,2024-25
2696,Hawaii Pacific University,19591,Pacific West Conference,www.hpu.edu,www.hpusharks.com/,HI,D-II,2024-25
278,Heidelberg University,901,Ohio Athletic Conference,www.heidelberg.edu,bergathletics.com,OH,D-III,2024-25
1123,Henderson State University,30144,Great American Conference,hsu.edu,hsusports.com,AR,D-II,2024-25
1124,Hendrix College,30169,Southern Athletic Association,www.hendrix.edu,www.hendrixwarriors.com,AR,D-III,2024-25
19651,High Point University,826,Big South Conference,www.highpoint.edu,www.highpointpanthers.com,NC,D-I,2024-25
8398,Hilbert College,30022,Allegheny Mountain Collegiate Conference,www.hilbert.edu,www.hilberthawks.com,NY,D-III,2024-25
280,Hillsdale College,30182,Great Midwest Athletic Conference,www.hillsdale.edu,www.hillsdalechargers.com,MI,D-II,2024-25
281,Hiram College,897,North Coast Athletic Conference,www.hiram.edu,www.hiramterriers.com,OH,D-III,2024-25
282,Hobart and William Smith Colleges,24197,Liberty League,www.hws.edu,www.hwsathletics.com,NY,D-III,2024-25
283,Hofstra University,837,Coastal Athletic Association,www.hofstra.edu,www.gohofstra.com,NY,D-I,2024-25
284,Hollins University,903,Old Dominion Athletic Conf.,www.hollins.edu,www.hollinssports.com,VA,D-III,2024-25
285,College of the Holy Cross,838,Patriot League,www.holycross.edu,goholycross.com/,MA,D-I,2024-25
1126,Holy Family University,28752,Central Atlantic Collegiate Conference,www.holyfamily.edu,athletics.holyfamily.edu,PA,D-II,2024-25
8404,Hood College,877,Middle Atlantic Conferences,www.hood.edu,www.hoodathletics.com,MD,D-III,2024-25
286,Hope College,873,Michigan Intercol. Ath. Assn.,www.hope.edu,athletics.hope.edu,MI,D-III,2024-25
30160,Houghton University,863,Empire 8,www.houghton.edu,athletics.houghton.edu,NY,D-III,2024-25
288,University of Houston,25354,Big 12 Conference,www.uh.edu,www.uhcougars.com,TX,D-I,2024-25
287,Houston Christian University,914,Southland Conference,www.hc.edu,www.hcuhuskies.com,TX,D-I,2024-25
2741,Howard Payne University,14825,American Southwest Conference,www.hputx.edu,www.hpusports.com,TX,D-III,2024-25
290,Howard University,876,Mid-Eastern Athletic Conf.,www.howard.edu,www.hubison.com,DC,D-I,2024-25
292,Hunter College,834,City University of New York Athletic Conference,www.hunter.cuny.edu/,www.hunter.cuny.edu/athletics,NY,D-III,2024-25
1130,Huntingdon College,30251,Collegiate Conference of the South,www.huntingdon.edu,www.huntingdonhawks.com,AL,D-III,2024-25
1133,Husson University,30026,North Atlantic Conference,www.husson.edu,www.hussoneagles.com,ME,D-III,2024-25
295,University of Idaho,825,Big Sky Conference,www.uidaho.edu/,www.govandals.com,ID,D-I,2024-25
294,Idaho State University,825,Big Sky Conference,www.isu.edu,www.isubengals.com,ID,D-I,2024-25
297,Illinois College,23119,Midwest Conference,www.ic.edu,www.illinoiscollegeathletics.com/,IL,D-III,2024-25
30172,Illinois Institute of Technology,30097,Northern Athletics Collegiate Conference,www.iit.edu,www.illinoistechathletics.com,IL,D-III,2024-25
299,Illinois State University,884,Missouri Valley Conference,IllinoisState.edu,GoRedbirds.com,IL,D-I,2024-25
300,Illinois Wesleyan University,836,College Conference of Illinois & Wisconsin,www.iwu.edu/,www.iwusports.com,IL,D-III,2024-25
302,University of Illinois Chicago,884,Missouri Valley Conference,www.uic.edu,www.uicflames.com,IL,D-I,2024-25
30050,University of Illinois Springfield,855,Great Lakes Valley Conference,www.uis.edu,www.uisprairiestars.com,IL,D-II,2024-25
301,University of Illinois Urbana-Champaign,827,Big Ten Conference,illinois.edu,www.fightingillini.com,IL,D-I,2024-25
303,Immaculata University,30233,Atlantic East Conference,www.immaculata.edu,www.gomightymacs.com,PA,D-III,2024-25
2743,University of the Incarnate Word,914,Southland Conference,www.uiw.edu,uiwcardinals.com,TX,D-I,2024-25
2699,Indiana University Indianapolis,881,Horizon League,indianapolis.iu.edu/,iuindyjags.com/,IN,D-I,2024-25
305,Indiana State University,884,Missouri Valley Conference,www.indstate.edu,www.gosycamores.com,IN,D-I,2024-25
307,Indiana University of Pennsylvania,906,Pennsylvania State Athletic Conference,iup.edu,iupathletics.com,PA,D-II,2024-25
306,"Indiana University, Bloomington",827,Big Ten Conference,www.iub.edu,www.iuhoosiers.com,IN,D-I,2024-25
309,University of Indianapolis,855,Great Lakes Valley Conference,www.uindy.edu,uindyathletics.com,IN,D-II,2024-25
310,Iona University,871,Metro Atlantic Athletic Conference,www.iona.edu,www.ionagaels.com,NY,D-I,2024-25
312,University of Iowa,827,Big Ten Conference,www.uiowa.edu,www.hawkeyesports.com,IA,D-I,2024-25
311,Iowa State University,25354,Big 12 Conference,www.iastate.edu,www.cyclones.com,IA,D-I,2024-25
313,Ithaca College,24197,Liberty League,www.ithaca.edu/,athletics.ithaca.edu,NY,D-III,2024-25
314,Jackson State University,916,Southwestern Athletic Conf.,www.jsums.edu/,www.gojsutigers.com,MS,D-I,2024-25
315,Jacksonville State University,24312,Conference USA,www.jsu.edu,www.jaxstatesports.com,AL,D-I,2024-25
316,Jacksonville University,920,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25
317,James Madison University,818,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25
320,John Carroll University,901,Ohio Athletic Conference,www.jcu.edu,www.jcusports.com,OH,D-III,2024-25
321,John Jay College of Criminal Justice,834,City University of New York Athletic Conference,www.jjay.cuny.edu/,www.johnjayathletics.com,NY,D-III,2024-25
322,Johns Hopkins University,9683,Centennial Conference,www.jhu.edu/,www.hopkinssports.com,MD,D-III,2024-25
22626,Johnson & Wales University (Providence),23257,Great Northeast Athletic Conference,www.jwu.edu,providence.jwuathletics.com,RI,D-III,2024-25
323,Johnson C. Smith University,832,Central Intercollegiate Athletic Association,www.jcsu.edu,www.goldenbullsports.com,NC,D-II,2024-25
325,Juniata College,30101,Landmark Conference,www.juniata.edu/,www.juniatasports.net,PA,D-III,2024-25
326,Kalamazoo College,873,Michigan Intercol. Ath. Assn.,www.kzoo.edu/,hornets.kzoo.edu/landing/index/,MI,D-III,2024-25
328,University of Kansas,25354,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25
327,Kansas State University,25354,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25
329,Kean University,891,New Jersey Athletic Conference,www.kean.edu,www.keanathletics.com,NJ,D-III,2024-25
330,Keene State College,867,Little East Conference,www.keene.edu,www.keeneowls.com,NH,D-III,2024-25
1157,Kennesaw State University,24312,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25
331,Kent State University,875,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25
334,University of Kentucky,911,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25
332,Kentucky State University,913,Southern Intercol. Ath. Conf.,www.kysu.edu/,ksuthorobreds.com,KY,D-II,2024-25
333,Kentucky Wesleyan College,30182,Great Midwest Athletic Conference,https://kwc.edu/,https://kwcpanthers.com/,KY,D-II,2024-25
335,Kenyon College,897,North Coast Athletic Conference,www.kenyon.edu,athletics.kenyon.edu,OH,D-III,2024-25
1159,Keuka College,863,Empire 8,www.keuka.edu/,www.keukaathletics.com,NY,D-III,2024-25
30047,Keystone College,30071,United East Conference,www.keystone.edu,www.gokcgiants.com,PA,D-III,2024-25
30051,King University,4423,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25
336,King's College (Pennsylvania),877,Middle Atlantic Conferences,www.kings.edu/,www.kings.edu/athletics,PA,D-III,2024-25
337,Knox College,23119,Midwest Conference,www.knox.edu,prairiefire.knox.edu,IL,D-III,2024-25
339,Kutztown University of Pennsylvania,906,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25
1163,La Roche University,30022,Allegheny Mountain Collegiate Conference,www.laroche.edu,larochesports.com,PA,D-III,2024-25
340,La Salle University,820,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25
341,University of La Verne,910,Southern California Intercollegiate Athletic Conf.,www.laverne.edu,www.leopardathletics.com,CA,D-III,2024-25
342,Lafayette College,838,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25
1162,LaGrange College,30251,Collegiate Conference of the South,www.lagrange.edu,www.lagrangepanthers.com,GA,D-III,2024-25
2746,Lake Erie College,30182,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25
344,Lake Forest College,23119,Midwest Conference,www.lakeforest.edu,www.goforesters.com,IL,D-III,2024-25
345,Lake Superior State University,854,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25
1164,Lakeland University,30097,Northern Athletics Collegiate Conference,www.lakeland.edu/,lakelandmuskies.com/,WI,D-III,2024-25
346,Lamar University,914,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25
30085,Lancaster Bible College,30071,United East Conference,www.lbc.edu,www.lbcchargers.com,PA,D-III,2024-25
1167,Lander University,12923,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25
347,Lane College,913,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25
8486,Lasell University,23257,Great Northeast Athletic Conference,www.lasell.edu,laserpride.lasell.edu,MA,D-III,2024-25
348,Lawrence University,23119,Midwest Conference,www.lawrence.edu/,vikings.lawrence.edu/index.aspx,WI,D-III,2024-25
349,Le Moyne College,846,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25
351,Lebanon Valley College,877,Middle Atlantic Conferences,www.lvc.edu,www.godutchmen.com,PA,D-III,2024-25
30013,Lee University,858,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25
13302,Lees-McRae College,4423,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25
352,Lehigh University,838,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25
279,Lehman College,834,City University of New York Athletic Conference,www.lehman.edu,www.lehmanathletics.com,NY,D-III,2024-25
350,LeMoyne-Owen College,913,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25
