"10/04/2024 06:00 PM","University at Buffalo, the State University of New York","Kent State University","Alumni Arena"
"10/05/2024 04:00 PM","University at Buffalo, the State University of New York","Kent State University","Alumni Arena"
"10/11/2024 06:30 PM","Miami University (Ohio)","University at Buffalo, the State University of New York","Millett Hall"
"10/18/2024 06:00 PM","University at Buffalo, the State University of New York","University of Toledo","Alumni Arena"
"10/25/2024 06:00 PM","Central Michigan University","University at Buffalo, the State University of New York","McGuirk Arena"
"10/26/2024 04:00 PM","Central Michigan University","University at Buffalo, the State University of New York","McGuirk Arena"
"11/01/2024 06:00 PM","University at Buffalo, the State University of New York","Northern Illinois University","Alumni Arena"
"11/02/2024 04:00 PM","University at Buffalo, the State University of New York","Northern Illinois University","Alumni Arena"
"11/08/2024 06:00 PM","Ohio University","University at Buffalo, the State University of New York","Convocation Center"
"11/09/2024 04:00 PM","Ohio University","University at Buffalo, the State University of New York","Convocation Center"
"11/15/2024 06:00 PM","University at Buffalo, the State University of New York","Eastern Michigan University","Alumni Arena"
"11/16/2024 04:00 PM","University at Buffalo, the State University of New York","Eastern Michigan University","Alumni Arena"
"08/30/2024 04:00 PM","Arizona State University","Butler University","Desert Financial Arena"
"09/01/2024 04:00 PM","Lipscomb University","Butler University","Allen Arena"
"09/04/2024 07:00 PM","Indiana University Indianapolis","Butler University","IUPUI Gymnasium"
"09/06/2024 07:00 PM","Butler University","Indiana State University","Hinkle Fieldhouse"
"09/07/2024 05:00 PM","Indiana State University","Butler University","ISU Arena"
"09/13/2024 07:30 PM","University of the Pacific","Butler University","Alex G. Spanos Center"
"09/14/2024 10:00 PM","Grand Canyon University","Butler University","GCU Arena"
"09/15/2024 02:00 PM","Portland State University","Butler University","Viking Pavilion"
"09/21/2024 03:00 PM","Butler University","Wright State University","Hinkle Fieldhouse"
"09/27/2024 07:00 PM","Butler University","DePaul University","Hinkle Fieldhouse"
"09/28/2024 04:00 PM","Xavier University","Butler University","Cintas Center"
"10/04/2024 07:00 PM","Butler University","Creighton University","Hinkle Fieldhouse"
"10/06/2024 02:00 PM","Marquette University","Butler University","Al McGuire Center"
"10/11/2024 07:00 PM","Butler University","University of Connecticut","Hinkle Fieldhouse"
"10/13/2024 01:00 PM","Butler University","Providence College","Hinkle Fieldhouse"
"10/18/2024 07:00 PM","Butler University","Seton Hall University","Hinkle Fieldhouse"
"10/19/2024 05:00 PM","Butler University","Georgetown University","Hinkle Fieldhouse"
"10/25/2024 07:00 PM","St. John's University (New York)","Butler University","Carnesecca Arena"
"10/26/2024 07:00 PM","Villanova University","Butler University","Jake Nevin Fieldhouse"
"11/01/2024 05:00 PM","Providence College","Butler University","Alumni Hall"
"11/02/2024 04:00 PM","University of Connecticut","Butler University","Harry A. Gampel Pavilion"
"11/06/2024 07:00 PM","Butler University","Marquette University","Hinkle Fieldhouse"
"11/08/2024 07:00 PM","Creighton University","Butler University","D.J. Sokol Arena"
"11/16/2024 02:30 PM","Butler University","Villanova University","Hinkle Fieldhouse"
"11/17/2024 01:00 PM","Butler University","St. John's University (New York)","Hinkle Fieldhouse"
"11/22/2024 07:00 PM","Georgetown University","Butler University","McDonough Arena"
"11/23/2024 05:00 PM","Seton Hall University","Butler University","Walsh Gymnasium"
"08/30/2024 07:00 PM","Cairn University","Penn State University, Abington","Mason Activity Center"
"09/04/2024 07:00 PM","Marywood University","Cairn University","Insalaco Arena"
"09/12/2024 07:00 PM","Penn State Brandywine","Cairn University","Brandywine Commons Gym"
"09/14/2024 03:00 PM","Cairn University","Centenary University (New Jersey)","Mason Activity Center"
"09/14/2024 03:00 PM","Cairn University","Washington College (Maryland)","Mason Activity Center"
"09/26/2024 07:00 PM","Cairn University","Immaculata University","Mason Activity Center"
"10/01/2024 07:00 PM","Cairn University","Wilson College","Mason Activity Center"
"10/03/2024 07:00 PM","Cairn University","Delaware Valley University","Mason Activity Center"
"10/05/2024 01:00 PM","Pennsylvania College of Technology","Cairn University","Bardo Gymnasium"
"10/09/2024 07:00 PM","Penn State Berks College","Cairn University","Beaver Community Center"
"10/12/2024 02:00 PM(2)","Cairn University","Notre Dame of Maryland University","Mason Activity Center"
"10/12/2024 12:00 PM(1)","Cairn University","Notre Dame of Maryland University","Mason Activity Center"
"10/15/2024 07:00 PM","Cairn University","Rosemont College","Mason Activity Center"
"10/17/2024 07:00 PM","Cairn University","New Jersey City University","Mason Activity Center"
"10/19/2024 01:00 PM","St. Mary's College of Maryland","Cairn University","Michael P. O'Brien Athletics & Recreation Center Arena"
"10/25/2024 07:00 PM","Cairn University","Gallaudet University","Mason Activity Center"
"10/29/2024 07:00 PM","Penn State Brandywine","Cairn University","Brandywine Commons Gym"
"10/31/2024 07:00 PM","Cairn University","Lancaster Bible College","Mason Activity Center"
"09/05/2024 03:00 PM","St. Cloud State University","California State Polytechnic University, Pomona","Halenbeck Hall"
"09/05/2024 08:00 PM","Chaminade University","California State Polytechnic University, Pomona","McCabe Gym"
"09/06/2024 08:00 PM","Seattle Pacific University","California State Polytechnic University, Pomona","Royal Brougham Pavilion"
"09/07/2024 08:00 PM","Biola University","California State Polytechnic University, Pomona","Chase Gymnasium"
"09/12/2024 10:00 PM","Central Washington University","California State Polytechnic University, Pomona","Nicholson Pavilion"
"09/13/2024 07:30 PM","Simon Fraser University","California State Polytechnic University, Pomona","West Gym"
"09/14/2024 02:00 PM","Western Washington University","California State Polytechnic University, Pomona","WECU Court at Carver Gym"
"09/20/2024 08:00 PM","California State Polytechnic University, Pomona","California State University, San Bernardino","Kellogg Arena"
"09/21/2024 08:00 PM","California State Polytechnic University, Pomona","San Francisco State University","Kellogg Arena"
"09/27/2024 07:00 PM","California State University, Dominguez Hills","California State Polytechnic University, Pomona",Torodome
"09/28/2024 06:00 PM","California State University, Los Angeles","California State Polytechnic University, Pomona","University Gym"
"10/03/2024 08:00 PM","California State Polytechnic University, Humboldt","California State Polytechnic University, Pomona","Lumberjack Arena"
"10/05/2024 04:00 PM","Sonoma State University","California State Polytechnic University, Pomona","The Wolves' Den"
"10/11/2024 06:00 PM","California State Polytechnic University, Pomona","California State University, East Bay","Kellogg Arena"
"10/12/2024 06:00 PM","California State Polytechnic University, Pomona","California State University, Monterey Bay","Kellogg Arena"
"10/18/2024 08:00 PM","California State University, San Marcos","California State Polytechnic University, Pomona","The Sports Center"
"10/19/2024 06:00 PM","California State Polytechnic University, Pomona","California State University, San Marcos","Kellogg Arena"
"10/25/2024 08:00 PM","California State University, Stanislaus","California State Polytechnic University, Pomona","Fitzpatrick Arena"
"10/26/2024 04:00 PM","California State University, Chico","California State Polytechnic University, Pomona","Art Acker Gym"
"11/01/2024 04:00 PM","California State Polytechnic University, Pomona","Sonoma State University","Kellogg Arena"
"11/02/2024 06:00 PM","California State Polytechnic University, Pomona","California State Polytechnic University, Humboldt","Kellogg Arena"
"11/08/2024 08:00 PM","California State Polytechnic University, Pomona","California State University, Los Angeles","Kellogg Arena"
"11/09/2024 06:00 PM","California State Polytechnic University, Pomona","California State University, Dominguez Hills","Kellogg Arena"
"11/14/2024 10:00 PM","California State University, San Bernardino","California State Polytechnic University, Pomona","Coussoulis Arena"
"11/16/2024 04:00 PM","San Francisco State University","California State Polytechnic University, Pomona","San Francisco State Main Gym"
"09/13/2024 03:00 PM","Molloy University","Caldwell University","Quealy Gymnasium"
"09/13/2024 05:00 PM","Saint Anselm College","Caldwell University","Stoutenburgh Gymnasium"
"09/14/2024 02:00 PM","East Stroudsburg University of Pennsylvania","Caldwell University","Koehler Fieldhouse"
"09/14/2024 04:00 PM","St. Thomas Aquinas College","Caldwell University","Aquinas Hall"
"09/21/2024 01:00 PM","Caldwell University","West Chester University of Pennsylvania","George R. Newman Center"
"09/24/2024 06:00 PM","Post University","Caldwell University","Drubner Center"
"09/28/2024 11:00 AM","Southern Connecticut State University","Caldwell University","Pelz Gym"
"09/30/2024 07:00 PM","Kutztown University of Pennsylvania","Caldwell University","Keystone Arena"
"10/02/2024 05:00 PM","Caldwell University","Felician University","George R. Newman Center"
"10/05/2024 12:00 PM","Caldwell University","Wilmington University (Delaware)","George R. Newman Center"
"10/12/2024 12:00 PM","Chestnut Hill College","Caldwell University","Sorgenti Arena"
"10/15/2024 07:00 PM","Caldwell University","Pace University","George R. Newman Center"
"10/16/2024 07:00 PM","Caldwell University","Dominican University New York","George R. Newman Center"
"10/19/2024 11:00 AM","Holy Family University","Caldwell University","Campus Center"
"10/22/2024 05:00 PM","Caldwell University","Post University","George R. Newman Center"
"10/24/2024 07:00 PM","St. Thomas Aquinas College","Caldwell University","Aquinas Hall"
"10/26/2024 11:00 AM","Caldwell University","Goldey-Beacom College","George R. Newman Center"
"10/29/2024 07:00 PM","Caldwell University","Mercy University","George R. Newman Center"
"11/02/2024 04:30 PM","Caldwell University","Georgian Court University","George R. Newman Center"
"11/07/2024 07:00 PM","Felician University","Caldwell University","Joal & Joseph Job Gymnasium"
"11/09/2024 12:00 PM","Thomas Jefferson University","Caldwell University","Gallagher Athletic Center"
"11/16/2024 12:00 PM","Dominican University New York","Caldwell University","Hennessy Center"
"08/30/2024 07:00 PM","Lipscomb University","California Baptist University","Allen Arena"
"09/01/2024 01:00 PM","Arizona State University","California Baptist University","Desert Financial Arena"
"09/06/2024 04:00 PM","University of Delaware","California Baptist University","Bob Carpenter Center"
"09/07/2024 07:30 PM","University of Iowa","California Baptist University","Xtream Arena"
"09/08/2024 12:00 PM","San Jose State University","California Baptist University","Spartan Gym"
"09/12/2024 08:30 PM","California Baptist University","University of California, Riverside","Van Dyne Gym"
"09/13/2024 09:00 PM","California Baptist University","University of Nevada, Reno","Van Dyne Gym"
"09/14/2024 04:00 PM","California Baptist University","San Diego State University","Van Dyne Gym"
"09/17/2024 09:00 PM","California State University, Northridge","California Baptist University","Premier America Credit Union Arena"
"09/20/2024 09:00 PM","California Baptist University","California State University, Fullerton","Van Dyne Gym"
"09/21/2024 09:00 PM","California Baptist University","University of California, Irvine","Van Dyne Gym"
"09/26/2024 08:30 PM","California Baptist University","Utah Valley University","Van Dyne Gym"
"09/28/2024 04:00 PM","California Baptist University","University of Texas at Arlington","Van Dyne Gym"
"10/07/2024 09:00 PM","Grand Canyon University","California Baptist University","GCU Arena"
"10/10/2024 08:30 PM","Southern Utah University","California Baptist University","America First Event Center"
"10/12/2024 03:00 PM","Utah Tech University","California Baptist University","Burns Arena"
"10/17/2024 08:00 PM","California Baptist University","Tarleton State University","Van Dyne Gym"
"10/19/2024 03:00 PM","Utah Valley University","California Baptist University","Lockhart Arena"
"10/24/2024 10:00 PM","California Baptist University","Southern Utah University","Van Dyne Gym"
"10/26/2024 04:00 PM","California Baptist University","Seattle University","Van Dyne Gym"
"10/31/2024 07:00 PM","Tarleton State University","California Baptist University","Wisdom Volleyball Gym"
"11/02/2024 01:00 PM","University of Texas at Arlington","California Baptist University","College Park Center"
"11/07/2024 09:00 PM","Seattle University","California Baptist University","Redhawk Center"
"11/09/2024 04:00 PM","California Baptist University","Utah Tech University","Van Dyne Gym"
"11/11/2024 10:00 PM","California Baptist University","Grand Canyon University","Van Dyne Gym"
"08/31/2024 01:00 PM","Union College (New York)","California Lutheran University","Viniar Athletic Center"
"08/31/2024 09:30 PM","Massachusetts College of Liberal Arts","California Lutheran University","Amsler Campus Center"
"09/06/2024 04:00 PM","Johns Hopkins University","California Lutheran University","Newton H. White Center"
"09/06/2024 08:00 PM","Washington University in St. Louis","California Lutheran University","WashU Field House"
"09/07/2024 02:00 PM","Colorado College","California Lutheran University","El Pomar Sports Center"
"09/13/2024 08:00 PM","California Lutheran University","East Texas Baptist University","Gilbert Arena"
"09/14/2024 04:00 PM","California Lutheran University","University of California, Santa Cruz","Gilbert Arena"
"09/14/2024 10:00 PM","California Lutheran University","University of Puget Sound","Gilbert Arena"
"09/27/2024 10:00 PM","California Lutheran University","Whittier College","Gilbert Arena"
"09/28/2024 07:00 PM","Chapman University","California Lutheran University","Hutton Sports Center"
"10/04/2024 10:00 PM","California Lutheran University","University of La Verne","Gilbert Arena"
"10/05/2024 07:00 PM","University of Redlands","California Lutheran University","Currier Gym"
"10/08/2024 10:00 PM","California Lutheran University","Claremont McKenna-Harvey Mudd-Scripps Colleges","Gilbert Arena"
"10/11/2024 10:00 PM","Pomona-Pitzer Colleges","California Lutheran University","Voelkel Gymnasium"
"10/12/2024 09:00 PM","California Lutheran University","Occidental College","Gilbert Arena"
"10/15/2024 10:00 PM","California Institute of Technology","California Lutheran University","Braun Athletic Center"
"10/17/2024 10:00 PM","California Lutheran University","DePauw University","Gilbert Arena"
"10/25/2024 10:00 PM","University of La Verne","California Lutheran University","Sports Science Athletic Pavilion"
"10/26/2024 09:00 PM","California Lutheran University","University of Redlands","Gilbert Arena"
"10/29/2024 10:00 PM","Claremont McKenna-Harvey Mudd-Scripps Colleges","California Lutheran University","Roberts Pavilion"
"11/01/2024 10:00 PM","California Lutheran University","Pomona-Pitzer Colleges","Gilbert Arena"
"11/02/2024 09:00 PM","Occidental College","California Lutheran University","Rush Gymnasium"
"11/05/2024 10:00 PM","California Lutheran University","California Institute of Technology","Gilbert Arena"
"11/08/2024 10:00 PM","Whittier College","California Lutheran University","Graham Athletic Center"
"11/09/2024 09:00 PM","California Lutheran University","Chapman University","Gilbert Arena"
"08/30/2024 09:00 PM","California Polytechnic State University","California State University, Sacramento","Mott Athletics Center"
"08/31/2024 01:00 PM","California Polytechnic State University","Saint Mary's College of California","Mott Athletics Center"
"09/06/2024 05:00 PM","Florida State University","California Polytechnic State University","Tully Gymnasium"
"09/07/2024 03:00 PM","Troy University","California Polytechnic State University","Trojan Arena"
"09/12/2024 09:00 PM","University of Nevada, Las Vegas","California Polytechnic State University","Cox Pavilion"
"09/13/2024 06:00 PM","University of North Texas","California Polytechnic State University","North Texas Volleyball Center"
"09/19/2024 08:00 PM","Wichita State University","California Polytechnic State University","Charles Koch Arena"
"09/20/2024 03:00 PM","University of Nebraska Omaha","California Polytechnic State University","Baxter Arena"
"09/21/2024 01:00 PM","University of Northern Colorado","California Polytechnic State University","Bank of Colorado Arena"
"09/27/2024 10:00 PM","California State University, Northridge","California Polytechnic State University","Premier America Credit Union Arena"
"09/28/2024 07:00 PM","California State University, Bakersfield","California Polytechnic State University","Icardo Center"
"10/04/2024 09:00 PM","California Polytechnic State University","University of California, Davis","Mott Athletics Center"
"10/05/2024 05:00 PM","California Polytechnic State University","University of California, Riverside","Mott Athletics Center"
"10/11/2024 09:00 PM","University of California, Irvine","California Polytechnic State University","Bren Events Center"
"10/12/2024 07:00 PM","California State University, Fullerton","California Polytechnic State University","Titan Gym"
"10/17/2024 10:00 PM","California Polytechnic State University","University of California, Santa Barbara","Mott Athletics Center"
"10/18/2024 10:00 PM","California Polytechnic State University","University of Hawaii, Manoa","Mott Athletics Center"
"10/24/2024 10:00 PM","Long Beach State University","California Polytechnic State University","Walter Pyramid"
"10/26/2024 05:00 PM","California Polytechnic State University","University of California, San Diego","Mott Athletics Center"
"10/29/2024 10:00 PM","University of California, Santa Barbara","California Polytechnic State University",Thunderdome
"11/03/2024 01:00 AM","University of Hawaii, Manoa","California Polytechnic State University","SimpliFi Arena at Stan Sheriff Center"
"11/08/2024 09:00 PM","California Polytechnic State University","California State University, Bakersfield","Mott Athletics Center"
"11/09/2024 11:00 PM","California Polytechnic State University","California State University, Northridge","Mott Athletics Center"
"11/15/2024 10:00 PM","California Polytechnic State University","California State University, Fullerton","Mott Athletics Center"
"11/16/2024 09:00 PM","California Polytechnic State University","University of California, Irvine","Mott Athletics Center"
"11/21/2024 09:00 PM","University of California, Riverside","California Polytechnic State University","SRC Arena"
"11/23/2024 05:00 PM","University of California, Davis","California Polytechnic State University","University Credit Union Center"
"09/06/2024 03:00 PM","California State University, Monterey Bay","Menlo College","Otter Sports Center"
"09/06/2024 09:00 PM","California State University, Monterey Bay","Westmont College","Otter Sports Center"
"09/07/2024 05:00 PM","California State University, Monterey Bay","University of Nebraska at Kearney","Otter Sports Center"
"09/07/2024 09:00 PM","California State University, Monterey Bay","University of California, Merced","Otter Sports Center"
"09/13/2024 07:00 PM","Western Oregon University","California State University, Monterey Bay","Physical Education Building"
"09/13/2024 12:00 PM","Westmont College","California State University, Monterey Bay","Murchison Gymnasium"
"09/14/2024 05:00 PM","Azusa Pacific University","California State University, Monterey Bay","Felix Event Center"
"09/20/2024 08:00 PM","California State University, Monterey Bay","California State University, Stanislaus","Otter Sports Center"
"09/21/2024 08:00 PM","California State University, Monterey Bay","California State University, Chico","Otter Sports Center"
"09/26/2024 08:00 PM","San Francisco State University","California State University, Monterey Bay","San Francisco State Main Gym"
"09/28/2024 10:00 PM","California State University, San Bernardino","California State University, Monterey Bay","Coussoulis Arena"
"10/04/2024 08:00 PM","California State University, Monterey Bay","California State University, Los Angeles","Otter Sports Center"
"10/05/2024 08:00 PM","California State University, Monterey Bay","California State University, Dominguez Hills","Otter Sports Center"
"10/11/2024 08:00 PM","California State University, San Marcos","California State University, Monterey Bay","The Sports Center"
"10/17/2024 08:00 PM","California State University, East Bay","California State University, Monterey Bay","Pioneer Gymnasium"
"10/19/2024 08:00 PM","California State University, Monterey Bay","California State University, East Bay","Otter Sports Center"
"10/25/2024 08:00 PM","California State University, Monterey Bay","California State Polytechnic University, Humboldt","Otter Sports Center"
"10/26/2024 08:00 PM","California State University, Monterey Bay","Sonoma State University","Otter Sports Center"
"11/01/2024 08:00 PM","California State University, Dominguez Hills","California State University, Monterey Bay",Torodome
"11/02/2024 06:00 PM","California State University, Los Angeles","California State University, Monterey Bay","University Gym"
"11/08/2024 08:00 PM","California State University, Monterey Bay","California State University, San Bernardino","Otter Sports Center"
"11/09/2024 08:00 PM","California State University, Monterey Bay","San Francisco State University","Otter Sports Center"
"11/15/2024 08:00 PM","California State University, Chico","California State University, Monterey Bay","Art Acker Gym"
"11/16/2024 05:00 PM","California State University, Stanislaus","California State University, Monterey Bay","Fitzpatrick Arena"
"08/30/2024 07:00 PM","Eastern Washington University","California State University, Bakersfield","Reese Court"
"08/30/2024 12:00 PM","University of Missouri-Kansas City","California State University, Bakersfield","Swinney Center"
"08/31/2024 04:00 PM","Utah Valley University","California State University, Bakersfield","Lockhart Arena"
"09/05/2024 01:30 PM","California State University, Bakersfield","Oregon State University","Icardo Center"
"09/06/2024 01:00 PM","California State University, Bakersfield","Seattle University","Icardo Center"
"09/07/2024 05:00 PM","California State University, Bakersfield","University of Nevada, Reno","Icardo Center"
"09/13/2024 12:30 PM","Idaho State University","California State University, Bakersfield","Reed Gym"
"09/14/2024 01:30 PM","Gonzaga University","California State University, Bakersfield","Charlotte Y. Martin Centre"
"09/20/2024 06:00 PM","California State University, Sacramento","California State University, Bakersfield","The Nest"
"09/21/2024 06:00 PM","University of the Pacific","California State University, Bakersfield","Alex G. Spanos Center"
"09/22/2024 06:00 PM","California State University, Fresno","California State University, Bakersfield","Save Mart Center"
"09/27/2024 09:00 PM","California State University, Bakersfield","University of California, Santa Barbara","Icardo Center"
"10/04/2024 09:00 PM","California State University, Fullerton","California State University, Bakersfield","Titan Gym"
"10/05/2024 07:00 PM","University of California, Irvine","California State University, Bakersfield","Bren Events Center"
"10/11/2024 09:00 PM","California State University, Bakersfield","University of California, San Diego","Icardo Center"
"10/12/2024 07:00 PM","California State University, Bakersfield","Long Beach State University","Icardo Center"
"10/17/2024 10:00 PM","California State University, Bakersfield","University of California, Davis","Icardo Center"
"10/19/2024 07:00 PM","University of California, Riverside","California State University, Bakersfield","SRC Arena"
"10/22/2024 09:00 PM","California State University, Bakersfield","University of Hawaii, Manoa","Icardo Center"
"10/24/2024 09:00 PM","California State University, Northridge","California State University, Bakersfield","Premier America Credit Union Arena"
"11/01/2024 09:00 PM","California State University, Bakersfield","University of California, Irvine","Icardo Center"
"11/02/2024 07:00 PM","California State University, Bakersfield","California State University, Fullerton","Icardo Center"
"11/09/2024 10:00 PM","University of California, Santa Barbara","California State University, Bakersfield",Thunderdome
"11/15/2024 09:00 PM","California State University, Bakersfield","University of California, Riverside","Icardo Center"
"11/17/2024 05:00 PM","University of California, Davis","California State University, Bakersfield","University Credit Union Center"
"11/22/2024 10:00 PM","Long Beach State University","California State University, Bakersfield","Walter Pyramid"
"11/23/2024 09:00 PM","University of California, San Diego","California State University, Bakersfield","LionTree Arena"
"09/06/2024 05:00 PM","Fresno Pacific University","California State University, Chico","Special Events Center"
"09/06/2024 12:00 PM","Academy of Art University","California State University, Chico","Kezar Pavilion"
"09/07/2024 12:00 PM","Dominican University of California","California State University, Chico","Conlan Center"
"09/12/2024 06:00 PM","University of California, Merced","California State University, Chico","Greg and Cathie Hostetler Court"
"09/13/2024 03:00 PM","Menlo College","California State University, Chico","Haynes-Prim Pavilion"
"09/13/2024 10:30 PM","Dominican University of California","California State University, Chico","Conlan Center"
"09/14/2024 12:00 PM","Jessup University ","California State University, Chico","Warrior Arena"
"09/20/2024 08:00 PM","California State University, East Bay","California State University, Chico","Pioneer Gymnasium"
"09/27/2024 08:00 PM","California State University, Chico","California State Polytechnic University, Humboldt","Art Acker Gym"
"09/28/2024 08:00 PM","California State University, Chico","Sonoma State University","Art Acker Gym"
"10/04/2024 08:00 PM","California State University, Chico","California State University, San Bernardino","Art Acker Gym"
"10/05/2024 08:00 PM","California State University, Chico","San Francisco State University","Art Acker Gym"
"10/11/2024 08:00 PM","California State University, Dominguez Hills","California State University, Chico",Torodome
"10/12/2024 04:00 PM","California State University, Los Angeles","California State University, Chico","University Gym"
"10/16/2024 04:00 PM","California State University, Stanislaus","California State University, Chico","Fitzpatrick Arena"
"10/18/2024 08:00 PM","California State University, Chico","California State University, Stanislaus","Art Acker Gym"
"10/25/2024 08:00 PM","California State University, Chico","California State University, San Marcos","Art Acker Gym"
"10/31/2024 08:00 PM","San Francisco State University","California State University, Chico","San Francisco State Main Gym"
"11/02/2024 08:00 PM","California State University, San Bernardino","California State University, Chico","Coussoulis Arena"
"11/07/2024 10:00 PM","Sonoma State University","California State University, Chico","The Wolves' Den"
"11/09/2024 06:00 PM","California State Polytechnic University, Humboldt","California State University, Chico","Lumberjack Arena"
"11/16/2024 08:00 PM","California State University, Chico","California State University, East Bay","Art Acker Gym"
"09/05/2024 07:00 PM","University of Alaska Fairbanks","California State University, Dominguez Hills","Patty Center"
"09/07/2024 02:30 PM","Ursuline College","California State University, Dominguez Hills","Sister Diana Stano Athletic Center"
"09/07/2024 10:00 PM","Concordia University Irvine","California State University, Dominguez Hills","CU Arena"
"09/12/2024 07:00 PM","Minnesota State University Moorhead","California State University, Dominguez Hills","Alex Nemzek Fieldhouse"
"09/13/2024 04:30 PM","Adams State University","California State University, Dominguez Hills","Plachy Hall"
"09/14/2024 08:30 PM","Colorado Mesa University","California State University, Dominguez Hills","Brownson Arena"
"09/14/2024 10:30 AM","Angelo State University","California State University, Dominguez Hills","Junell Center/Stephens Arena"
"09/19/2024 10:00 PM","California State Polytechnic University, Humboldt","California State University, Dominguez Hills","Lumberjack Arena"
"09/21/2024 04:00 PM","Sonoma State University","California State University, Dominguez Hills","The Wolves' Den"
"09/28/2024 06:00 PM","California State University, Dominguez Hills","California State University, San Marcos",Torodome
"10/04/2024 08:00 PM","California State University, East Bay","California State University, Dominguez Hills","Pioneer Gymnasium"
"10/12/2024 06:00 PM","California State University, Dominguez Hills","California State University, Stanislaus",Torodome
"10/18/2024 08:00 PM","California State University, Los Angeles","California State University, Dominguez Hills","University Gym"
"10/19/2024 08:00 PM","California State University, Dominguez Hills","California State University, Los Angeles",Torodome
"10/24/2024 08:00 PM","San Francisco State University","California State University, Dominguez Hills","San Francisco State Main Gym"
"10/26/2024 10:00 PM","California State University, San Bernardino","California State University, Dominguez Hills","Coussoulis Arena"
"11/02/2024 08:00 PM","California State University, Dominguez Hills","California State University, East Bay",Torodome
"11/08/2024 08:00 PM","California State University, San Marcos","California State University, Dominguez Hills","The Sports Center"
"11/15/2024 08:00 PM","California State University, Dominguez Hills","Sonoma State University",Torodome
"11/16/2024 08:00 PM","California State University, Dominguez Hills","California State Polytechnic University, Humboldt",Torodome
"09/05/2024 07:00 PM","University of Minnesota, Crookston","California State University, East Bay","Lysaker Gymnasium"
"09/06/2024 01:15 PM","Lubbock Christian University","California State University, East Bay","Rip Griffin Center"
"09/06/2024 07:00 PM","Lake Superior State University","California State University, East Bay","James Norris Center"
"09/07/2024 12:30 PM","Eastern New Mexico University","California State University, East Bay","Steve Loy Family Foundation Arena"
"09/12/2024 08:00 PM","California State University, East Bay","University of Hawaii at Hilo","Pioneer Gymnasium"
"09/13/2024 02:30 PM","California State University, East Bay","Fresno Pacific University","Pioneer Gymnasium"
"09/13/2024 10:00 PM","California State University, East Bay","Colorado State University Pueblo","Pioneer Gymnasium"
"09/14/2024 07:00 PM","California State University, East Bay","Concordia University Irvine","Pioneer Gymnasium"
"09/21/2024 08:00 PM","California State University, East Bay","California State University, Stanislaus","Pioneer Gymnasium"
"09/26/2024 10:00 PM","California State University, San Bernardino","California State University, East Bay","Coussoulis Arena"
"09/28/2024 04:00 PM","San Francisco State University","California State University, East Bay","San Francisco State Main Gym"
"10/05/2024 04:00 PM","California State University, East Bay","California State University, Los Angeles","Pioneer Gymnasium"
"10/12/2024 04:00 PM","California State University, San Marcos","California State University, East Bay","The Sports Center"
"10/25/2024 08:00 PM","California State University, East Bay","Sonoma State University","Pioneer Gymnasium"
"10/26/2024 08:00 PM","California State University, East Bay","California State Polytechnic University, Humboldt","Pioneer Gymnasium"
"11/01/2024 08:00 PM","California State University, Los Angeles","California State University, East Bay","University Gym"
"11/07/2024 08:00 PM","California State University, East Bay","San Francisco State University","Pioneer Gymnasium"
"11/09/2024 04:00 PM","California State University, East Bay","California State University, San Bernardino","Pioneer Gymnasium"
"11/15/2024 08:00 PM","California State University, Stanislaus","California State University, East Bay","Fitzpatrick Arena"
"08/30/2024 06:30 PM","Oregon State University","California State University, Fresno","Gill Coliseum"
"08/31/2024 06:30 PM","University of Montana","California State University, Fresno","Dahlberg Arena"
"09/01/2024 05:00 PM","Grand Canyon University","California State University, Fresno","GCU Arena"
"09/06/2024 05:00 PM","University of Washington","California State University, Fresno","Alaska Airlines Arena"
"09/07/2024 08:00 PM","University of Colorado, Boulder","California State University, Fresno","CU Events Center"
"09/08/2024 01:00 PM","University of Georgia","California State University, Fresno","Stegeman Coliseum"
"09/13/2024 02:00 PM","Southern Utah University","California State University, Fresno","America First Event Center"
"09/14/2024 09:00 PM","Santa Clara University","California State University, Fresno","Leavey Center"
"09/20/2024 09:00 PM","California State University, Fresno","University of the Pacific","Save Mart Center"
"09/21/2024 09:00 PM","California State University, Fresno","California State University, Sacramento","Save Mart Center"
"09/24/2024 09:00 PM","California State University, Fresno","San Jose State University","Save Mart Center"
"10/03/2024 08:30 PM","University of Wyoming","California State University, Fresno","UniWyo Sports Complex"
"10/05/2024 03:00 PM","Colorado State University","California State University, Fresno","Moby Arena"
"10/10/2024 09:00 PM","California State University, Fresno","University of Nevada, Las Vegas","Save Mart Center"
"10/12/2024 TBA","California State University, Fresno","San Diego State University","Save Mart Center"
"10/17/2024 08:00 PM","U.S. Air Force Academy","California State University, Fresno","Falcon Court at East Gym"
"10/19/2024 03:00 PM","University of New Mexico","California State University, Fresno","Johnson Center"
"10/24/2024 09:00 PM","California State University, Fresno","University of Nevada, Reno","Save Mart Center"
"10/26/2024 03:00 PM","Utah State University","California State University, Fresno","Kirby Court at Wayne Estes Center"
"10/31/2024 09:00 PM","California State University, Fresno","University of New Mexico","Save Mart Center"
"11/02/2024 TBA","California State University, Fresno","U.S. Air Force Academy","Save Mart Center"
"11/07/2024 09:00 PM","San Diego State University","California State University, Fresno","Peterson Gym"
"11/09/2024 03:30 PM","University of Nevada, Las Vegas","California State University, Fresno","Cox Pavilion"
