player_id,full_name,college,hometown,height,jersey_number,headshot_image,pro_experience,player_positions,team
10,Leketor Member-Meneh,Pittsburgh,"St. Louis, Missouri",5'7,1,https://provolleyball.com/imgproxy/LjkdWn3r-zAKgMWtDKGiWu8q2zsKMW3DKR4mhEyldiU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yNC82NGM3YThhMS00ZDBkLTQ0MGItYjliOS00ZGFhZDQzNzRjZmYuanBn.jpg,,Outside Hitter,Indy Ignite
61,Blake Mohler,Purdue,"Ocean Springs, Mississippi",6'2,7,https://provolleyball.com/imgproxy/9EPVKrY9rFThmz1fPjGUq8zXaizk1YsVHjiB64ERDEs/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy8wMjVlYWM1Ni03ZmMxLTRlNGMtYThiNS02MWQ2MTI0ZDBkNTkuanBn.jpg,,Middle Blocker,Indy Ignite
205,Kylie Murr,Minnesota,,5'6,4,https://provolleyball.com/imgproxy/_O9YRtfdGuJNcjh80OmZKa-l4c4Pf_Cscazd24z7N64/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yOS8wOWExMGZkMi01YjliLTQxMDUtOThjOC00ZjVkYzdiZWE0YjkucG5n.png,,Libero,Indy Ignite
141,Chiamaka Nwokolo,Pitt,"Columbus, Ohio",6'0,18,https://provolleyball.com/imgproxy/SinzzNRZ1NfauBgTbqutOaSrO7zaoBXK4FTf6b54lJc/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yNC9hZjVhMDRkMC00NjMyLTRmMmYtYTYyZi1jZWNlYTBjYjA2M2QuanBn.jpg,,Middle Blocker,Indy Ignite
207,Madison Schermerhorn,Purdue,,5'10,2,https://provolleyball.com/imgproxy/2lDyteHd8rvxAkeuoA8GJshH3dRrPO4H_pT-AeXomsY/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yOS9lYTU2YjI1Ny02YmM0LTRjYTQtYmMwMy0xZjZlYzg1MTM5M2IucG5n.png,,Libero,Indy Ignite
65,Carly Skjodt,Michigan,"Indianapolis, Indiana",6'1,18,https://provolleyball.com/imgproxy/ZsKgZRfeMuvZJlBb8ln0cKvl-FBLj8MWqysr-Fhaz0w/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy9lNjk4ODFhOC1kNjc2LTQ2NmYtOWY2NS1lZTYxZmZmOWZlYmYuanBn.jpg,,Outside Hitter,Indy Ignite
221,Azhani Tealer,Kentucky,,5'10,21,https://provolleyball.com/imgproxy/jcdTCWFuXZWfFFjQrrWuzQ_YwcIXxXoM_c_EvUgKqAE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy8zYzM5ZDkzZC1jM2RmLTQzNWQtOTAzZC01MTgyMGFmN2E3MjYuanBn.jpg,,Opposite Hitter,Indy Ignite
402,Phoebe Awoleye,Minnesota / LMU / Georgia,"Marietta, Ga.",6'2,17,https://provolleyball.com/imgproxy/GZlDaP9SfTl3TgbtwI-h7fkbfU9WpjXLcMxyVUajyDU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy83OTRmMDYwOC05MjczLTQzMDYtYjM1NC02YWZiZmQzY2RhY2MucG5n.png,,Middle Blocker,Omaha Supernovas
396,Ally Batenhorst,USC / Nebraska,"Houston, Texas",6'5,14,https://provolleyball.com/imgproxy/qQyeCeldOYfs-YoliLSBnERcnsMbbX_STy9KICbU8BU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy85ODdjZWZhYS04MTYxLTQzMDItYjM2Ni00NzFlYTY3OWEyZTEucG5n.png,,Outside Hitter,Omaha Supernovas
28,Kayla Caffey,"Texas, Nebraska, Missouri","Chicago, Illinois",6'0,28,https://provolleyball.com/imgproxy/043SFJeS56rCn211e_xqCXCvFKM55-F8LGEMJ2Jkw-w/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy8wNmQ1YjA2MS03Zjc1LTQ1YmItYmM1Zi0zNTYzYjU4MmRmZDAucG5n.png,,Middle Blocker,Omaha Supernovas
203,Reagan Cooper,"Texas Tech, Kansas","Rowlett, Texas",6'2,8,https://provolleyball.com/imgproxy/4udD9Wi5yKPeriste_qgCpEIAmRjfGAw-3dQATOYGOU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy8wZjI2NDIyMy1kNTEzLTRiY2MtODgwNi1kYzNiNjkyNWNiODAucG5n.png,,Outside Hitter,Omaha Supernovas
154,Sophie Davis,James Madison,"Fort Lauderdale, Florida",6'2,24,https://provolleyball.com/imgproxy/v-B-BUELQaNbs7TosxH1Ua4remX3Lu_DFvA40cMkR0U/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy9hNTM1ZjQ4OS04YzFmLTQ5ZDQtOTQyMC01MGFlNWZlOWE0YjkucG5n.png,,Middle Blocker,Omaha Supernovas
34,Camila Gómez,"Texas A&M, Miami Dade","Cali, Colombia",5'2,31,https://provolleyball.com/imgproxy/uu1HFWhFgS__BWn-uZY1JhxMIiyt0yP66xhpxZjusz8/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wNi8zMC9kMGRkM2UxNC00MTM0LTRjOGItYTYyYS0zNTBjZDY0ZDg1YzkuanBn.jpg,,Libero,Omaha Supernovas
272,Briana Holman,Nebraska,"DeSoto, Texas",6'1,nan,https://provolleyball.com/imgproxy/J-EEvJLc2yYYwaDu8iJ06Wejd6A3TTXUv241dDI9zZY/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy82MGM4ZGU1MS00NzIwLTQ4MTktYWEwNi01ZTM1MzgxNDg2ZjMucG5n.png,,Middle Blocker,Omaha Supernovas
18,Kaitlyn Hord,"Penn State, Nebraska","Lexington, Kentucky",6'4,23,https://provolleyball.com/imgproxy/D2KSCleY3VM1USwP96dkjH0L5gu3BkWAEX7HEjM64gg/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy9lYjMxYTg4NS05ODFjLTRiZGEtYjE5YS1hZWIxMDAxMGY4NTMucG5n.png,,Middle Blocker,Omaha Supernovas
397,Emily Londot,Ohio State,"Utica, Ohio",6'3,27,https://provolleyball.com/imgproxy/LoOjD3zsHJxLRdLYmMrCWFw-VTior9alv0oDfqcHtVo/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8xMS9iZGZmZWQ2NC0xMjkxLTRiZTgtYTQ0Ni1iY2NlYmQxYTA3ZmUucG5n.png,,Opposite Hitter,Omaha Supernovas
279,Jovana Mirosavljević,,"Nova Pazova, Serbia",6'0,nan,https://provolleyball.com/imgproxy/nN46xuvW1Tdl_KuJs0sYy-xr-yN_8ZW1vjWBfr4j-uA/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy9kNzMwNDU2OC0yYjA0LTQ5NzctOTkwOS1jZmZiZGUyMDk3NDMucG5n.png,,Outside Hitter,Omaha Supernovas
45,Brooke Nuneviller,Oregon,"Chandler, Arizona",5'10,5,https://provolleyball.com/imgproxy/J9uyIkzQNtBCRUXV_idUU9Zkb_D07posemUn27lxrXQ/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy85YjQ4MjNhNy1mNTZhLTQ4NmMtOWE3Ni04NDAwYTRjMDIwMjEucG5n.png,,Outside Hitter,Omaha Supernovas
401,Toyosi Onabanjo,Kansas / Iowa,"Houston, Texas",6'1,21,https://provolleyball.com/imgproxy/HZGDjjrvElgMCbBtmLhb-PZ_amN4bf6rmjMygWKCE5k/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy81ZmMxYTgzOC0yYzM5LTQ1NzQtODQzMi0wOGNkOTMzMmFlZjkucG5n.png,,Middle Blocker,Omaha Supernovas
273,Kelsie Payne,Kansas,"Austin, Texas",6'3,nan,https://provolleyball.com/imgproxy/n37nm6mdkBRSk4Shal9XRXdl0lkgIf-of5oy2l7CZUc/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy82MTQzOTRmYy1kZWNiLTQ2MGYtYTM2NC1iNTg1MTRlMDk2ZjYucG5n.png,,Opposite Hitter,Omaha Supernovas
160,Mac Podraza,"Penn State, Ohio State","Sunbury, Ohio",6'2,15,https://provolleyball.com/imgproxy/SD_faUquYNxaZosMSOXiqbKX2Zn02eeuH6EvvAmaDbw/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy84ZjBmYTFhNC1lZDUwLTRkNzMtOTkzZi0xYjgyNTMzM2Q1MmIucG5n.png,,Setter,Omaha Supernovas
49,Natalia Valentin-Anderson,Florida International,"Caguas, Puerto Rico",5'10,1,https://provolleyball.com/imgproxy/tQgkgzvfeQmcmgPHxEBgeemAWMfW9kHjv0-FqtAKZew/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy81ZGIzNTM5Mi01ZDYyLTQ3YTItODdlMS1hNzNmY2FlMjk4NDQucG5n.png,,Setter,Omaha Supernovas
403,Valeria Vazquez Gomez,Pittsburgh,"Manati, Puerto Rico",6'1,4,https://provolleyball.com/imgproxy/88SbHgc4WS2TI4Vwh1j3jCs5wYXqa3VZO4rmUEEebJk/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yNy80YjExYzY5YS05Mzg1LTQwYzgtOTMwZC1kZGM4N2MwMGMyZjcucG5n.png,,Outside Hitter,Omaha Supernovas
16,Allison Whitten,"Morehead, Creighton","Simpsonville, SC",5'7,10,https://provolleyball.com/imgproxy/11IcLrqg659OthT4JLMpv_WrANx7a3C3atQAQqOPGtE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8yMy9iOTYyYWI3My1lZGFhLTQzZWMtYmU5Zi0yMjlhYmNiZjdhMmMucG5n.png,,Libero,Omaha Supernovas
161,Adora Anae,Utah,"Laie, Hawaii",6'1,14,https://provolleyball.com/imgproxy/mdt4KAR5ugt-jLYnFMfdkPAjY2ZPwv8qs2fPW4MKC9I/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy81MzE1YTY2Ny1lZmMzLTQxNDEtOGJmZi00ZmI2OTgzODc5MzQuanBn.jpg,,Outside Hitter,Orlando Valkyries
55,Kazmiere Brown,Kentucky,"Waterloo, Iowa",6'4,11,https://provolleyball.com/imgproxy/aBaCkFgnMFH8r-xLTHjcI2Ii-9CNRMPG2oKaZy8GQP0/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy9mODFhMDMxYy00Yzk4LTQ2MzYtOWY4Zi02ZWI3NzgzNzM2MmMuanBn.jpg,,Middle Blocker,Orlando Valkyries
56,Paula Cerame,Indiana,"San Juan, Puerto Rico",5'8,20,https://provolleyball.com/imgproxy/KYYZexUyMsQJXrR9oLd-7K0eKTWbCQHkpHUwpxARwTc/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy80N2ZkNzVlNS0zZDVmLTQ1YTUtOTEyMi0xODUwYjIzZDNmODYuanBn.jpg,,Libero,Orlando Valkyries
57,Aurea Cruz,Florida,"Levittown, Toa Baja, Puerto Rico",5'10,8,https://provolleyball.com/imgproxy/IfJQmLXR0zHtHk-CuE_lo3qEH_OlhDjjtRHjx-q1Zjs/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy9iMDAzYTRiYy0wMWFhLTRmYjEtYmFkOS1iNmNjYWNlMDY1OTMuanBn.jpg,,Outside Hitter,Orlando Valkyries
262,Skylar Fields,USC,"Houston, TX",6'3,27,https://provolleyball.com/imgproxy/qSzZV1TkNAVX9f4z5xBQvLzLso4v78Z0eu4kdCtfAS8/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wNC8wOS9iN2I1NWFmNC03YmNhLTQ5M2YtYTA2Ny01ZjJiOWRiMzg3NjQuanBn.jpg,,"Outside Hitter, Opposite Hitter",Orlando Valkyries
220,Jill Gillen,Arkansas,"Stilwell, Kan.",5'7,10,https://provolleyball.com/imgproxy/RTipv0KtmqHEceK9_Ql98NbCfHCCjOjn_BqZ9DWK3U8/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy8zZDgzNTcwZS1hNGQyLTQ0ZjktODUyYS1kY2Y0NDkwMmY2NTIuanBn.jpg,,Outside Hitter,Orlando Valkyries
59,Carly Graham,Rice,"Spring, Texas",6'0,22,https://provolleyball.com/imgproxy/Bp5abBu7olKwE3evoL6_kC0Qum9NaBVM1HjHxdKQkPE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy84ZGNlZTcyZi1jZGU5LTQ5ZWItYTFmYi04ZDliNzc1MmFiYjAuanBn.jpg,,Setter,Orlando Valkyries
222,Abby Hansen,University of Central Florida,,6'5,19,https://provolleyball.com/imgproxy/WIOIjRgOCOFKIgoCNLphgyeEepAG9nStYhWE_wTTafc/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy9iZTFmZDJkNy0yMzMzLTRlZGYtODc0OC1lM2IwODY1NjBmZjYuanBn.jpg,,Middle Blocker,Orlando Valkyries
227,Maddie McLaughlin,Arizona State,,6'2,3,https://provolleyball.com/imgproxy/zB7Ds9epwt00RWY5jZWvKFAV9l_vluOuJLImtB9q-ek/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMy8wOS80Y2VjYTI0Yy1kZTVhLTQ0OTQtYmM4Zi1iODMzOWMyYzZmYmIuanBn.jpg,,Middle Blocker,Orlando Valkyries
61,Blake Mohler,Purdue,"Ocean Springs, Mississippi",6'2,7,https://provolleyball.com/imgproxy/9EPVKrY9rFThmz1fPjGUq8zXaizk1YsVHjiB64ERDEs/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy8wMjVlYWM1Ni03ZmMxLTRlNGMtYThiNS02MWQ2MTI0ZDBkNTkuanBn.jpg,,Middle Blocker,Orlando Valkyries
223,Georgia Murphy,Oregon,,5'6,5,https://provolleyball.com/imgproxy/M-0xAqeqj76Bt3Mex9AbvdPoSkE_yAomp79hwMXyUvI/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy80Y2EyN2IzZS01NGI4LTQyNzUtYTNhZi1kMjFmMjFjMThlZGYuanBn.jpg,,Libero,Orlando Valkyries
63,Wilma Rivera,Louisville,"Carolina, Puerto Rico",5'8,12,https://provolleyball.com/imgproxy/SaV0xPduCQtZStSCxoZ5IzEaOtU7VZBaOl4Hh7bOz_g/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy82ZDcyNTViYS0zNjQ3LTQzOTEtYWNjNS0wYTY0OGM1MDI0ZTIuanBn.jpg,,Setter,Orlando Valkyries
270,Courtney Schwan,Washington,"Auburn, WA",6'1,24,https://provolleyball.com/imgproxy/b199odauJBa0nfXAAGCIOeJFc95nVrIggGSnKMfMMJs/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wNS8wMS84NTI1MDUwZi04YjJhLTQ0OWItOTBmZi0yODZlMmI4MmYxNWEuanBn.jpg,,Outside Hitter,Orlando Valkyries
65,Carly Skjodt,Michigan,"Indianapolis, Indiana",6'1,18,https://provolleyball.com/imgproxy/ZsKgZRfeMuvZJlBb8ln0cKvl-FBLj8MWqysr-Fhaz0w/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy9lNjk4ODFhOC1kNjc2LTQ2NmYtOWY2NS1lZTYxZmZmOWZlYmYuanBn.jpg,,Outside Hitter,Orlando Valkyries
221,Azhani Tealer,Kentucky,,5'10,21,https://provolleyball.com/imgproxy/jcdTCWFuXZWfFFjQrrWuzQ_YwcIXxXoM_c_EvUgKqAE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy8zYzM5ZDkzZC1jM2RmLTQzNWQtOTAzZC01MTgyMGFmN2E3MjYuanBn.jpg,,Opposite Hitter,Orlando Valkyries
66,M'Kaela White,James Madison,"Riverdale, Maryland",6'4,9,https://provolleyball.com/imgproxy/lIRmHbgiuj8E8F7UW2kJX7ToP-yAb5EdUyroaHrQmog/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy84YTA1ZmRmNi1hYmU0LTQzMzYtYTEzNC0yNWI1NWJhZjAzYzkuanBn.jpg,,Middle Blocker,Orlando Valkyries
224,Kalyah Williams,USC,"Long Beach, CA",6'0,13,https://provolleyball.com/imgproxy/RqmL9o_T6i0i1PxHut3EfVzh0tDoplz8jjbQPkYZYdI/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy82YmEzNmIzOC1mNjM0LTQyMzYtYTU1MS05NmE4Y2U2ZWI5ZGMuanBn.jpg,,Opposite Hitter,Orlando Valkyries
394,Yeliz Başa,,"Istanbul, Türkiye",6'2,11,https://provolleyball.com/imgproxy/9qzRQjiO-KrNw-TaS_E5I8-Y0gXfAB6uwUeje_5swa4/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8wNi8wYjlhYjQ1ZC04MGUzLTQ3YjAtOTRjZC0wMzQ2Y2U3MjFlZmMuanBn.jpg,,Opposite Hitter,San Diego Mojo
285,Rosir Calderón,,"Havana, Cuba",6'3,nan,https://provolleyball.com/imgproxy/Hz_MZT88_xCfmpVXG-yNzC7ezqGt36mu0YNHw-6KWUQ/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wNy8xMS9hNjBmMGU2OS0yMWY1LTQ0MmItYTVhOC1mMTkxZDExZWYyYmYud2VicA.webp,,Outside Hitter,San Diego Mojo
318,Anna Church,Kansas,"Fairway, Kan.",5'8,nan,https://provolleyball.com/imgproxy/Y5uaZFzjWkeQSI0JKGs0KOI4OIqE__kmqPw0k4AUAk0/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wNy8xNS9mMmEzMThiMy1lZDg2LTRhZDAtOGJjNy03ZTk1NzQ5NTJiNmYucG5n.png,,Libero,San Diego Mojo
94,Kylie Cole,NC State,"Coppell, Texas",6'1,6,https://provolleyball.com/imgproxy/gP1RhD5w6IXVNmZQnEokqbjOsekvUglD9uhpHqG7LUY/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyMy8xMS8wOS8yNmUyNGJkZi0wNDYyLTRkY2YtYmFkZi05MGM3ZTMxZmQ1NzIuanBn.jpg,,Setter,San Diego Mojo
4,Kendra Dahlke,Arizona,"Bonsall, California",6'0,3,https://provolleyball.com/imgproxy/fCSylbIKKcFaIFRBDJVHeknTuap5RpWqoBSelR8wQUA/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8zMS82YjI0YmQ3Ni00NTYzLTQ2YWItOTY5ZC1lODA3ZDk4ZDBjYzMucG5n.png,,Outside Hitter,San Diego Mojo
393,Erin Fairs,Louisville,"Houston, Texas",5'10,51,https://provolleyball.com/imgproxy/FA9NUXp8yeprSMXeGboQ3aK_qZ5svDCrx2fiBF3X1iU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMi8wNi80ODdlNjQwZi1hMDc2LTRiZjYtOTE0ZS01MWIzOTlmMTBlZDkuanBlZw.jpeg,,Outside Hitter,San Diego Mojo
19,Rainelle Jones,Maryland,"Oxon Hill, Maryland",6'3,1,https://provolleyball.com/imgproxy/2Vx3hqbEe8q6KyG_L-Xa5_vB6TXxh-9BqJTPnZToQ3c/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8xOS83ZjQyYmUzNC0xZDlhLTQ0NTctYmJlYS03MjQxOTdiYTEwNGUucG5n.png,,Middle Blocker,San Diego Mojo
321,DaYeong Lee,,"Iksan, South Korea",5'10,nan,https://provolleyball.com/imgproxy/3vqvsTETyHeCLVcyEh3oqcfegDejxE7Z-xWVRwBI2jM/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wOS8wMy9iZTE5MDUxOS1hNjNhLTRlODQtOGEwZS05ODdmMjUzZGIzNzkuanBlZw.jpeg,,Setter,San Diego Mojo
21,Kayla Lund,Pittsburgh,"Pasadena, California",6'0,28,https://provolleyball.com/imgproxy/wFAeZcmXv-TFogej_H7U03tFMIWLzqEN-GQPsfrO85Q/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8xOS80NDA4M2RkZC1jNjc4LTQ0OTctOTRmMi03YTQ0MTVkY2RkMTkucG5n.png,,Outside Hitter,San Diego Mojo
