date,match,results,box_score_url,div
09/28/2024,Bridgeport (CACC) vs American Int'l (NE10),"[0-3] (17-25, 18-25, 17-25)",https://stats.ncaa.org/contests/5673088/box_score,D-II
09/28/2024,Western Ore. (Great Northwest) vs Alas. Anchorage (Great Northwest),"[3-1] (25-20, 27-25, 23-25, 25-22)",https://stats.ncaa.org/contests/5673782/box_score,D-II
09/28/2024,Lewis (GLVC) vs Drury (GLVC),"[3-1] (25-21, 24-26, 25-18, 25-11)",https://stats.ncaa.org/contests/5673646/box_score,D-II
09/28/2024,Truman St. (GLVC) vs Upper Iowa (GLVC),"[2-3] (18-25, 25-20, 25-23, 13-25, 10-15)",https://stats.ncaa.org/contests/5673668/box_score,D-II
09/28/2024,Palm Beach Atl. (Sunshine State) vs Lynn (Sunshine State),"[2-3] (18-25, 10-25, 25-22, 26-24, 8-15)",https://stats.ncaa.org/contests/5673713/box_score,D-II
09/28/2024,Edward Waters (SIAC) vs Florida Col. (nan),[0-0] (),https://stats.ncaa.org/contests/5673737/box_score,D-II
09/28/2024,Cal Poly Pomona (CCAA) vs Cal State LA (CCAA),"[3-0] (25-14, 25-22, 25-15)",https://stats.ncaa.org/contests/5673639/box_score,D-II
09/28/2024,Mississippi Col. (Gulf South) vs AUM (Gulf South),"[3-0] (25-22, 25-19, 25-17)",https://stats.ncaa.org/contests/5673586/box_score,D-II
09/28/2024,Pace (NE10) vs Bloomfield (CACC),"[3-0] (25-9, 25-18, 25-11)",https://stats.ncaa.org/contests/5673448/box_score,D-II
09/28/2024,Colorado Mesa (RMAC) vs Colo. Sch. of Mines (RMAC),"[3-0] (25-13, 25-20, 25-23)",https://stats.ncaa.org/contests/5673750/box_score,D-II
09/28/2024,Montevallo (Gulf South) vs Lee (Gulf South),"[3-2] (25-20, 25-23, 13-25, 21-25, 15-13)",https://stats.ncaa.org/contests/5673677/box_score,D-II
09/28/2024,Texas-Dallas (Lone Star) vs East Tex. Baptist (ASC),"[0-3] (15-25, 19-25, 23-25)",https://stats.ncaa.org/contests/5673397/box_score,D-II
09/28/2024,Westmont (PacWest) vs Biola (PacWest),"[3-2] (22-25, 15-25, 25-19, 25-18, 15-12)",https://stats.ncaa.org/contests/5673633/box_score,D-II
09/28/2024,Wayne St. (MI) (GLIAC) vs Lake Superior St. (GLIAC),"[3-0] (25-19, 25-17, 25-18)",https://stats.ncaa.org/contests/5673694/box_score,D-II
09/28/2024,Emporia St. (Mid-America Intercollegiate) vs Northwest Mo. St. (Mid-America Intercollegiate),"[3-1] (23-25, 25-18, 25-19, 27-25)",https://stats.ncaa.org/contests/5673771/box_score,D-II
09/28/2024,Claflin (CIAA) vs JWU (Charlotte) (nan),"[1-3] (22-25, 25-11, 25-27, 21-25)",https://stats.ncaa.org/contests/5735969/box_score,D-II
09/28/2024,Colo. Christian (RMAC) vs Western Colo. (RMAC),"[3-1] (25-15, 25-11, 16-25, 25-14)",https://stats.ncaa.org/contests/5673756/box_score,D-II
09/28/2024,UIndy (GLVC) vs Southwest Baptist (GLVC),"[3-1] (25-16, 22-25, 25-21, 25-18)",https://stats.ncaa.org/contests/5673630/box_score,D-II
09/28/2024,Alabama Huntsville (Gulf South) vs Trevecca Nazarene (Gulf South),"[3-0] (25-19, 25-22, 26-24)",https://stats.ncaa.org/contests/5673529/box_score,D-II
09/28/2024,St. Mary's (TX) (Lone Star) vs Sul Ross St. (Lone Star),"[3-0] (25-18, 25-23, 25-12)",https://stats.ncaa.org/contests/5673584/box_score,D-II
09/28/2024,St. Cloud St. (NSIC) vs Bemidji St. (NSIC),"[3-0] (25-10, 25-18, 25-17)",https://stats.ncaa.org/contests/5673762/box_score,D-II
09/28/2024,Northwood (G-MAC) vs Hillsdale (G-MAC),"[0-3] (31-33, 12-25, 19-25)",https://stats.ncaa.org/contests/5673507/box_score,D-II
09/28/2024,Cal St. East Bay (CCAA) vs San Fran. St. (CCAA),"[1-3] (9-25, 25-16, 16-25, 21-25)",https://stats.ncaa.org/contests/5673527/box_score,D-II
09/28/2024,Thomas More (G-MAC) vs Ursuline (G-MAC),"[3-0] (25-16, 25-17, 25-18)",https://stats.ncaa.org/contests/5673572/box_score,D-II
09/28/2024,Mercy (ECC) vs Daemen (ECC),"[1-3] (15-25, 25-19, 16-25, 21-25)",https://stats.ncaa.org/contests/5673490/box_score,D-II
09/28/2024,Washburn (Mid-America Intercollegiate) vs Missouri Western (Mid-America Intercollegiate),"[2-3] (25-23, 27-29, 21-25, 25-17, 16-18)",https://stats.ncaa.org/contests/5673777/box_score,D-II
09/28/2024,Point Loma (PacWest) vs Fresno Pacific (PacWest),"[3-0] (25-22, 25-18, 25-23)",https://stats.ncaa.org/contests/5673607/box_score,D-II
09/28/2024,Tex. A&M-Kingsville (Lone Star) vs Tex. A&M Int'l (Lone Star),"[2-3] (17-25, 25-18, 20-25, 25-18, 13-15)",https://stats.ncaa.org/contests/5673578/box_score,D-II
09/28/2024,Mary (NSIC) vs Wayne St. (NE) (NSIC),"[0-3] (19-25, 11-25, 11-25)",https://stats.ncaa.org/contests/5673489/box_score,D-II
09/28/2024,Saint Martin's (Great Northwest) vs Alas. Fairbanks (Great Northwest),"[3-1] (21-25, 25-18, 25-21, 25-21)",https://stats.ncaa.org/contests/5673560/box_score,D-II
09/28/2024,West Tex. A&M (Lone Star) vs Tex. Permian Basin (Lone Star),"[3-0] (25-12, 25-15, 28-26)",https://stats.ncaa.org/contests/5673562/box_score,D-II
09/28/2024,King (TN) (Conference Carolinas) vs Emmanuel (GA) (Conference Carolinas),"[0-3] (16-25, 19-25, 5-25)",https://stats.ncaa.org/contests/5673615/box_score,D-II
09/28/2024,West Virginia St. (MEC) vs Central St. (OH) (SIAC),[0-0] (),https://stats.ncaa.org/contests/5681166/box_score,D-II
09/28/2024,Chadron St. (RMAC) vs Fort Lewis (RMAC),"[0-3] (29-31, 21-25, 24-26)",https://stats.ncaa.org/contests/5673786/box_score,D-II
09/28/2024,Northern St. (NSIC) vs Augustana (SD) (NSIC),"[3-2] (25-20, 23-25, 17-25, 25-20, 15-8)",https://stats.ncaa.org/contests/5673576/box_score,D-II
09/28/2024,Lenoir-Rhyne (SAC) vs Flagler (Peach Belt),[0-0] (),https://stats.ncaa.org/contests/5673532/box_score,D-II
09/28/2024,Missouri S&T (GLVC) vs Quincy (GLVC),"[1-3] (25-22, 19-25, 21-25, 11-25)",https://stats.ncaa.org/contests/5673663/box_score,D-II
09/28/2024,Holy Family (CACC) vs New Haven (NE10),"[0-3] (12-25, 7-25, 16-25)",https://stats.ncaa.org/contests/5673575/box_score,D-II
09/28/2024,Emory & Henry (SAC) vs North Greenville (Conference Carolinas),[0-0] (),https://stats.ncaa.org/contests/5673672/box_score,D-II
09/28/2024,Christian Brothers (Gulf South) vs West Florida (Gulf South),"[1-3] (7-25, 20-25, 25-22, 11-25)",https://stats.ncaa.org/contests/5673512/box_score,D-II
09/28/2024,St. Thomas Aquinas (ECC) vs D'Youville (ECC),"[0-3] (10-25, 14-25, 10-25)",https://stats.ncaa.org/contests/5673453/box_score,D-II
09/28/2024,Felician (CACC) vs Wilmington (DE) (CACC),"[1-3] (21-25, 25-14, 22-25, 22-25)",https://stats.ncaa.org/contests/5673385/box_score,D-II
09/28/2024,Anderson (SC) (SAC) vs Wingate (SAC),"[0-3] (17-25, 16-25, 16-25)",https://stats.ncaa.org/contests/5673338/box_score,D-II
09/28/2024,Shorter (Conference Carolinas) vs Mount Olive (Conference Carolinas),"[3-2] (19-25, 19-25, 25-20, 25-22, 17-15)",https://stats.ncaa.org/contests/5673614/box_score,D-II
09/28/2024,Cal St. Monterey Bay (CCAA) vs CSUSB (CCAA),"[1-3] (16-25, 23-25, 26-24, 21-25)",https://stats.ncaa.org/contests/5673787/box_score,D-II
09/28/2024,Cal St. San Marcos (CCAA) vs Cal St. Dom. Hills (CCAA),"[0-3] (18-25, 13-25, 19-25)",https://stats.ncaa.org/contests/5673661/box_score,D-II
09/28/2024,Grand Valley St. (GLIAC) vs Saginaw Valley (GLIAC),"[3-0] (25-20, 25-19, 25-19)",https://stats.ncaa.org/contests/5673608/box_score,D-II
09/28/2024,Gannon (PSAC) vs Seton Hill (PSAC),"[3-2] (25-16, 25-27, 22-25, 25-21, 15-12)",https://stats.ncaa.org/contests/5673459/box_score,D-II
09/28/2024,Stonehill (NEC) vs Assumption (NE10),"[3-0] (31-29, 25-19, 25-16)",https://stats.ncaa.org/contests/5673392/box_score,D-II
09/28/2024,Chestnut Hill (CACC) vs Shippensburg (PSAC),"[1-3] (15-25, 25-18, 13-25, 17-25)",https://stats.ncaa.org/contests/5673486/box_score,D-II
09/28/2024,Edinboro (PSAC) vs California (PA) (PSAC),"[3-1] (20-25, 25-19, 25-22, 25-21)",https://stats.ncaa.org/contests/5673751/box_score,D-II
09/28/2024,Mo.-St. Louis (GLVC) vs William Jewell (GLVC),"[3-1] (17-25, 25-19, 25-17, 25-16)",https://stats.ncaa.org/contests/5673709/box_score,D-II
09/28/2024,Winona St. (NSIC) vs Minnesota St. (NSIC),"[0-3] (18-25, 23-25, 18-25)",https://stats.ncaa.org/contests/5673567/box_score,D-II
09/28/2024,MSU Moorhead (NSIC) vs Southwest Minn. St. (NSIC),"[0-3] (15-25, 22-25, 22-25)",https://stats.ncaa.org/contests/5673611/box_score,D-II
09/28/2024,Newman (Mid-America Intercollegiate) vs Ark.-Fort Smith (Mid-America Intercollegiate),"[0-3] (16-25, 16-25, 17-25)",https://stats.ncaa.org/contests/5673438/box_score,D-II
09/28/2024,Minot St. (NSIC) vs Sioux Falls (NSIC),"[0-3] (18-25, 26-28, 14-25)",https://stats.ncaa.org/contests/5673587/box_score,D-II
09/28/2024,Ferris St. (GLIAC) vs Northern Mich. (GLIAC),"[3-1] (22-25, 25-10, 29-27, 25-19)",https://stats.ncaa.org/contests/5673693/box_score,D-II
09/28/2024,Lees-McRae (Conference Carolinas) vs Young Harris (Conference Carolinas),[0-0] (),https://stats.ncaa.org/contests/5673604/box_score,D-II
09/28/2024,Cameron (Lone Star) vs UT Tyler (Lone Star),"[1-3] (25-23, 17-25, 15-25, 13-25)",https://stats.ncaa.org/contests/5673581/box_score,D-II
09/29/2024,St. Thomas Aquinas (ECC) vs Daemen (ECC),"[1-3] (16-25, 25-22, 22-25, 16-25)",https://stats.ncaa.org/contests/5673798/box_score,D-II
09/29/2024,King (TN) (Conference Carolinas) vs Young Harris (Conference Carolinas),"[3-1] (23-24, 24-15, 25-24, 24-11)",https://stats.ncaa.org/contests/5673231/box_score,D-II
09/29/2024,Mercy (ECC) vs D'Youville (ECC),"[1-3] (23-25, 16-25, 30-28, 15-25)",https://stats.ncaa.org/contests/5673804/box_score,D-II
09/29/2024,Chaminade (PacWest) vs San Fran. St. (CCAA),"[1-3] (20-25, 25-18, 16-25, 16-25)",https://stats.ncaa.org/contests/5673860/box_score,D-II
09/29/2024,Hawaii Pacific (PacWest) vs Menlo (PacWest),"[2-3] (18-25, 25-20, 25-27, 25-12, 13-15)",https://stats.ncaa.org/contests/5673830/box_score,D-II
09/29/2024,Thomas More (G-MAC) vs Lake Erie (G-MAC),"[1-3] (24-26, 23-25, 25-20, 20-25)",https://stats.ncaa.org/contests/5673825/box_score,D-II
09/29/2024,Queens (NY) (ECC) vs Roberts Wesleyan (ECC),"[3-2] (21-25, 18-25, 25-12, 25-22, 15-7)",https://stats.ncaa.org/contests/5673801/box_score,D-II
09/29/2024,Hawaii Hilo (PacWest) vs Dominican (CA) (PacWest),"[3-0] (25-22, 27-25, 25-22)",https://stats.ncaa.org/contests/5673845/box_score,D-II
09/29/2024,Flagler (Peach Belt) vs Georgia College (Peach Belt),"[3-0] (25-20, 25-17, 25-21)",https://stats.ncaa.org/contests/5673846/box_score,D-II
09/29/2024,Chowan (Conference Carolinas) vs Southern Wesleyan (Conference Carolinas),[0-0] (),https://stats.ncaa.org/contests/5734510/box_score,D-II
09/29/2024,Chaminade (PacWest) vs Academy of Art (PacWest),"[3-1] (25-23, 25-18, 23-25, 25-14)",https://stats.ncaa.org/contests/5673810/box_score,D-II
09/30/2024,Benedict (SIAC) vs Morris (nan),"[3-0] (25-9, 25-5, 25-6)",https://stats.ncaa.org/contests/5673868/box_score,D-II
09/30/2024,Talladega (nan) vs Miles (SIAC),"[3-1] (24-26, 25-15, 25-20, 25-9)",https://stats.ncaa.org/contests/5737295/box_score,D-II
09/30/2024,Chestnut Hill (CACC) vs Southern Conn. St. (NE10),"[3-1] (20-25, 25-18, 25-18, 25-22)",https://stats.ncaa.org/contests/5673861/box_score,D-II
09/30/2024,Caldwell (CACC) vs Kutztown (PSAC),"[1-3] (18-25, 25-22, 12-25, 11-25)",https://stats.ncaa.org/contests/5673879/box_score,D-II
09/30/2024,Bluefield St. (CIAA) vs Virginia Union (CIAA),"[3-1] (17-25, 24-20, 25-21, 25-21)",https://stats.ncaa.org/contests/5673872/box_score,D-II
09/30/2024,Rust (nan) vs Tuskegee (SIAC),[0-0] (),https://stats.ncaa.org/contests/5673865/box_score,D-II
09/30/2024,Elizabeth City St. (CIAA) vs Bowie St. (CIAA),"[3-0] (34-32, 27-25, 25-21)",https://stats.ncaa.org/contests/5673874/box_score,D-II
09/30/2024,Pace (NE10) vs Georgian Court (CACC),"[2-3] (25-19, 25-17, 11-25, 17-25, 16-18)",https://stats.ncaa.org/contests/5670866/box_score,D-II
09/30/2024,Shaw (CIAA) vs Johnson C. Smith (CIAA),"[3-0] (25-13, 25-14, 25-14)",https://stats.ncaa.org/contests/5673875/box_score,D-II
09/30/2024,Indiana (PA) (PSAC) vs Walsh (G-MAC),"[1-3] (19-25, 19-25, 25-23, 20-25)",https://stats.ncaa.org/contests/5673869/box_score,D-II
09/30/2024,Bridgeport (CACC) vs Adelphi (NE10),"[1-3] (25-23, 20-25, 24-26, 22-25)",https://stats.ncaa.org/contests/5673881/box_score,D-II
10/01/2024,Catawba (SAC) vs Carson-Newman (SAC),"[0-3] (11-25, 17-25, 17-25)",https://stats.ncaa.org/contests/5673993/box_score,D-II
10/01/2024,Nova Southeastern (Sunshine State) vs Embry-Riddle (FL) (Sunshine State),"[0-3] (11-25, 19-25, 19-25)",https://stats.ncaa.org/contests/5673968/box_score,D-II
10/01/2024,Fairmont St. (MEC) vs Wheeling (MEC),"[2-3] (25-19, 16-25, 27-25, 21-25, 5-15)",https://stats.ncaa.org/contests/5673983/box_score,D-II
10/01/2024,Ouachita Baptist (GAC) vs Henderson St. (GAC),"[2-3] (25-20, 26-24, 19-25, 23-25, 9-15)",https://stats.ncaa.org/contests/5673944/box_score,D-II
10/01/2024,Ursuline (G-MAC) vs Malone (G-MAC),"[0-3] (21-25, 24-26, 15-25)",https://stats.ncaa.org/contests/5673977/box_score,D-II
10/01/2024,Newberry (SAC) vs Limestone (SAC),"[3-1] (17-25, 25-19, 25-16, 25-22)",https://stats.ncaa.org/contests/5673956/box_score,D-II
10/01/2024,Chaminade (PacWest) vs Menlo (PacWest),"[3-1] (25-14, 18-25, 25-13, 25-18)",https://stats.ncaa.org/contests/5673918/box_score,D-II
10/01/2024,Augusta (Peach Belt) vs USC Aiken (Peach Belt),[0-0] (),https://stats.ncaa.org/contests/5673911/box_score,D-II
10/01/2024,Lander (Peach Belt) vs Francis Marion (Conference Carolinas),[0-0] (),https://stats.ncaa.org/contests/5673900/box_score,D-II
10/01/2024,Lee (Gulf South) vs Union (TN) (Gulf South),"[3-1] (23-25, 25-17, 25-23, 25-22)",https://stats.ncaa.org/contests/5673887/box_score,D-II
10/01/2024,Coker (SAC) vs Mars Hill (SAC),[0-0] (),https://stats.ncaa.org/contests/5673914/box_score,D-II
10/01/2024,West Liberty (MEC) vs Salem (WV) (Independent),"[3-0] (25-17, 25-17, 25-18)",https://stats.ncaa.org/contests/5673959/box_score,D-II
10/01/2024,Slippery Rock (PSAC) vs Seton Hill (PSAC),"[0-3] (24-26, 13-25, 16-25)",https://stats.ncaa.org/contests/5674018/box_score,D-II
10/01/2024,Johnson C. Smith (CIAA) vs CarolinaU (nan),[0-0] (),https://stats.ncaa.org/contests/5673888/box_score,D-II
10/01/2024,Concord (MEC) vs West Virginia St. (MEC),"[0-3] (18-25, 16-25, 15-25)",https://stats.ncaa.org/contests/5673981/box_score,D-II
10/01/2024,New Haven (NE10) vs Molloy (ECC),"[2-3] (25-13, 20-25, 25-16, 23-25, 11-15)",https://stats.ncaa.org/contests/5673985/box_score,D-II
10/01/2024,Eckerd (Sunshine State) vs Saint Leo (Sunshine State),"[3-0] (25-16, 25-18, 25-15)",https://stats.ncaa.org/contests/5674025/box_score,D-II
10/01/2024,Hawaii Pacific (PacWest) vs Dominican (CA) (PacWest),"[3-2] (23-25, 22-25, 25-19, 25-15, 15-10)",https://stats.ncaa.org/contests/5673967/box_score,D-II
10/01/2024,N.M. Highlands (RMAC) vs Adams St. (RMAC),"[0-3] (15-25, 13-25, 20-25)",https://stats.ncaa.org/contests/5673894/box_score,D-II
10/01/2024,West Ala. (Gulf South) vs Alabama Huntsville (Gulf South),"[0-3] (23-25, 11-25, 18-25)",https://stats.ncaa.org/contests/5673924/box_score,D-II
10/01/2024,Point Loma (PacWest) vs Vanguard (PacWest),"[3-0] (25-12, 25-23, 25-17)",https://stats.ncaa.org/contests/5673923/box_score,D-II
10/01/2024,Shaw (CIAA) vs Claflin (CIAA),"[3-0] (25-16, 25-18, 25-14)",https://stats.ncaa.org/contests/5673039/box_score,D-II
10/01/2024,Trevecca Nazarene (Gulf South) vs Christian Brothers (Gulf South),"[3-1] (16-25, 25-19, 25-18, 25-11)",https://stats.ncaa.org/contests/5673940/box_score,D-II
10/01/2024,Lander (Peach Belt) vs Mount Olive (Conference Carolinas),[0-0] (),https://stats.ncaa.org/contests/5673884/box_score,D-II
10/01/2024,Minn. Duluth (NSIC) vs St. Cloud St. (NSIC),"[0-3] (9-25, 21-25, 25-27)",https://stats.ncaa.org/contests/5673904/box_score,D-II
10/01/2024,UNC Pembroke (Conference Carolinas) vs Barton (Conference Carolinas),"[3-1] (25-19, 26-28, 25-17, 25-22)",https://stats.ncaa.org/contests/5674008/box_score,D-II
10/01/2024,Emmanuel (GA) (Conference Carolinas) vs Shorter (Conference Carolinas),"[3-1] (23-25, 25-22, 25-21, 25-17)",https://stats.ncaa.org/contests/5674024/box_score,D-II
10/01/2024,Charleston (WV) (MEC) vs West Va. Wesleyan (MEC),"[3-1] (28-26, 22-25, 25-14, 29-27)",https://stats.ncaa.org/contests/5673976/box_score,D-II
10/01/2024,Frostburg St. (MEC) vs Point Park (MEC),"[1-3] (17-25, 25-23, 20-25, 22-25)",https://stats.ncaa.org/contests/5673980/box_score,D-II
10/01/2024,Emory & Henry (SAC) vs UVA Wise (SAC),"[0-3] (22-25, 21-25, 24-26)",https://stats.ncaa.org/contests/5673951/box_score,D-II
10/01/2024,Ark.-Monticello (GAC) vs Southern Ark. (GAC),"[0-3] (23-25, 21-25, 15-25)",https://stats.ncaa.org/contests/5673921/box_score,D-II
10/01/2024,Southern Nazarene (GAC) vs Southeastern Okla. (GAC),"[1-3] (22-25, 25-20, 21-25, 12-25)",https://stats.ncaa.org/contests/5673926/box_score,D-II
10/01/2024,Southern N.H. (NE10) vs St. Anselm (NE10),"[3-0] (25-22, 30-28, 25-18)",https://stats.ncaa.org/contests/5674000/box_score,D-II
10/01/2024,Tuskegee (SIAC) vs Stillman (nan),[0-0] (),https://stats.ncaa.org/contests/5673919/box_score,D-II
10/01/2024,Okla. Baptist (GAC) vs East Central (GAC),"[1-3] (25-27, 25-14, 18-25, 28-30)",https://stats.ncaa.org/contests/5673989/box_score,D-II
10/01/2024,Harding (GAC) vs Arkansas Tech (GAC),"[3-1] (23-25, 25-22, 27-25, 25-14)",https://stats.ncaa.org/contests/5673931/box_score,D-II
10/01/2024,Southwestern Okla. (GAC) vs Northwestern Okla. (GAC),"[3-2] (23-25, 22-25, 25-11, 25-18, 15-8)",https://stats.ncaa.org/contests/5673920/box_score,D-II
10/01/2024,Glenville St. (MEC) vs Davis & Elkins (MEC),"[3-2] (25-19, 16-25, 19-25, 25-19, 15-10)",https://stats.ncaa.org/contests/5674010/box_score,D-II
10/01/2024,South Dakota Mines (RMAC) vs Chadron St. (RMAC),"[2-3] (25-21, 22-25, 31-29, 16-25, 13-15)",https://stats.ncaa.org/contests/5673938/box_score,D-II
10/01/2024,William Jewell (GLVC) vs Newman (Mid-America Intercollegiate),"[1-3] (18-25, 9-25, 25-19, 21-25)",https://stats.ncaa.org/contests/5673901/box_score,D-II
10/01/2024,UC-Colo. Springs (RMAC) vs CSU Pueblo (RMAC),"[0-3] (20-25, 19-25, 15-25)",https://stats.ncaa.org/contests/5673974/box_score,D-II
10/01/2024,Wilmington (DE) (CACC) vs Holy Family (CACC),"[3-0] (25-22, 28-26, 25-19)",https://stats.ncaa.org/contests/5673902/box_score,D-II
10/01/2024,Hawaii Hilo (PacWest) vs Academy of Art (PacWest),"[3-1] (25-23, 25-21, 20-25, 25-22)",https://stats.ncaa.org/contests/5673946/box_score,D-II
10/01/2024,Mississippi Col. (Gulf South) vs Montevallo (Gulf South),"[3-1] (22-25, 25-22, 25-21, 25-19)",https://stats.ncaa.org/contests/5673890/box_score,D-II
10/01/2024,Mount Olive (Conference Carolinas) vs Francis Marion (Conference Carolinas),"[3-1] (23-25, 25-19, 25-15, 25-19)",https://stats.ncaa.org/contests/5673882/box_score,D-II
10/01/2024,Colo. Christian (RMAC) vs MSU Denver (RMAC),"[0-3] (17-25, 19-25, 23-25)",https://stats.ncaa.org/contests/5673934/box_score,D-II
10/01/2024,Colorado Mesa (RMAC) vs Westminster (UT) (RMAC),"[3-1] (25-21, 26-24, 15-25, 25-17)",https://stats.ncaa.org/contests/5673903/box_score,D-II
10/01/2024,Ferris St. (GLIAC) vs Northwood (G-MAC),"[3-1] (25-19, 25-14, 19-25, 25-20)",https://stats.ncaa.org/contests/5673912/box_score,D-II
10/01/2024,Valdosta St. (Gulf South) vs AUM (Gulf South),"[3-2] (20-25, 22-25, 25-18, 25-21, 15-13)",https://stats.ncaa.org/contests/5673886/box_score,D-II
10/02/2024,Tusculum (SAC) vs Lincoln Memorial (SAC),"[1-3] (25-15, 12-25, 17-25, 18-25)",https://stats.ncaa.org/contests/5674098/box_score,D-II
10/02/2024,Post (CACC) vs Dominican (NY) (CACC),"[3-1] (23-25, 25-18, 25-15, 25-22)",https://stats.ncaa.org/contests/5674082/box_score,D-II
10/02/2024,Clark Atlanta (SIAC) vs Georgia College (Peach Belt),"[1-3] (12-25, 24-26, 25-22, 13-25)",https://stats.ncaa.org/contests/5674042/box_score,D-II
10/02/2024,Wingate (SAC) vs Lenoir-Rhyne (SAC),"[3-1] (19-25, 25-22, 25-16, 25-22)",https://stats.ncaa.org/contests/5674027/box_score,D-II
10/02/2024,Queens (NY) (ECC) vs Pace (NE10),"[3-0] (25-16, 25-22, 25-20)",https://stats.ncaa.org/contests/5674078/box_score,D-II
10/02/2024,Lincoln (PA) (CIAA) vs West Chester (PSAC),"[0-3] (12-25, 10-25, 17-25)",https://stats.ncaa.org/contests/5674074/box_score,D-II
10/02/2024,Bloomfield (CACC) vs Bridgeport (CACC),"[0-3] (13-25, 17-25, 16-25)",https://stats.ncaa.org/contests/5674092/box_score,D-II
10/02/2024,Felician (CACC) vs Caldwell (CACC),"[3-2] (23-25, 22-25, 25-22, 25-21, 15-13)",https://stats.ncaa.org/contests/5674036/box_score,D-II
10/02/2024,Mercy (ECC) vs Southern Conn. St. (NE10),"[3-0] (25-18, 25-20, 25-21)",https://stats.ncaa.org/contests/5674093/box_score,D-II
10/02/2024,Georgian Court (CACC) vs Goldey-Beacom (CACC),"[3-0] (25-19, 26-24, 25-18)",https://stats.ncaa.org/contests/5674075/box_score,D-II
10/02/2024,Texas Woman's (Lone Star) vs UT Tyler (Lone Star),"[0-3] (22-25, 16-25, 8-25)",https://stats.ncaa.org/contests/5674048/box_score,D-II
10/02/2024,Jefferson (CACC) vs Chestnut Hill (CACC),"[0-3] (24-26, 12-25, 20-25)",https://stats.ncaa.org/contests/5674094/box_score,D-II
10/02/2024,Midwestern St. (Lone Star) vs DBU (Lone Star),"[0-3] (15-25, 17-25, 22-25)",https://stats.ncaa.org/contests/5674046/box_score,D-II
10/03/2024,Southeastern Okla. (GAC) vs Southwestern Okla. (GAC),"[1-3] (25-22, 18-25, 14-25, 19-25)",https://stats.ncaa.org/contests/5674127/box_score,D-II
10/03/2024,Biola (PacWest) vs Vanguard (PacWest),"[1-3] (25-21, 23-25, 27-29, 22-25)",https://stats.ncaa.org/contests/5674181/box_score,D-II
10/03/2024,Ill. Springfield (GLVC) vs Truman St. (GLVC),"[3-2] (22-25, 25-20, 25-19, 19-25, 15-9)",https://stats.ncaa.org/contests/5674202/box_score,D-II
10/03/2024,Southern Ark. (GAC) vs Harding (GAC),"[0-3] (23-25, 26-28, 17-25)",https://stats.ncaa.org/contests/5674128/box_score,D-II
10/03/2024,Grand Valley St. (GLIAC) vs Wayne St. (MI) (GLIAC),"[3-2] (21-25, 19-25, 25-22, 25-22, 15-13)",https://stats.ncaa.org/contests/5674165/box_score,D-II
10/03/2024,Hawaii Pacific (PacWest) vs Fresno Pacific (PacWest),"[0-3] (14-25, 18-25, 19-25)",https://stats.ncaa.org/contests/5674141/box_score,D-II
10/03/2024,Christian Brothers (Gulf South) vs Union (TN) (Gulf South),"[1-3] (18-25, 18-25, 27-25, 17-25)",https://stats.ncaa.org/contests/5674137/box_score,D-II
10/03/2024,Chaminade (PacWest) vs Jessup (PacWest),"[3-0] (25-15, 31-29, 25-23)",https://stats.ncaa.org/contests/5674119/box_score,D-II
10/03/2024,East Central (GAC) vs Southern Nazarene (GAC),"[3-1] (25-16, 25-15, 23-25, 25-19)",https://stats.ncaa.org/contests/5674144/box_score,D-II
10/03/2024,New Haven (NE10) vs Wilmington (DE) (CACC),"[3-0] (25-8, 25-20, 25-19)",https://stats.ncaa.org/contests/5674157/box_score,D-II
10/03/2024,Western Wash. (Great Northwest) vs Saint Martin's (Great Northwest),"[3-0] (25-17, 29-27, 25-23)",https://stats.ncaa.org/contests/5674183/box_score,D-II
10/03/2024,Pittsburg St. (Mid-America Intercollegiate) vs Washburn (Mid-America Intercollegiate),"[1-3] (16-25, 15-25, 28-26, 15-25)",https://stats.ncaa.org/contests/5674126/box_score,D-II
10/03/2024,Westmont (PacWest) vs CUI (PacWest),"[2-3] (19-25, 15-25, 25-23, 25-18, 9-15)",https://stats.ncaa.org/contests/5674130/box_score,D-II
10/03/2024,Franklin Pierce (NE10) vs Assumption (NE10),"[0-3] (19-25, 19-25, 22-25)",https://stats.ncaa.org/contests/5674121/box_score,D-II
10/03/2024,Northwestern Okla. (GAC) vs Okla. Baptist (GAC),"[0-3] (13-25, 13-25, 27-29)",https://stats.ncaa.org/contests/5674154/box_score,D-II
10/03/2024,Simon Fraser (Great Northwest) vs Western Ore. (Great Northwest),"[3-1] (29-27, 21-25, 25-15, 25-23)",https://stats.ncaa.org/contests/5674160/box_score,D-II
10/03/2024,South Dakota Mines (RMAC) vs Black Hills St. (RMAC),"[3-0] (25-15, 25-21, 25-15)",https://stats.ncaa.org/contests/5674142/box_score,D-II
10/03/2024,Cal St. San Marcos (CCAA) vs Sonoma St. (CCAA),"[1-3] (20-25, 22-25, 25-23, 23-25)",https://stats.ncaa.org/contests/5674197/box_score,D-II
10/03/2024,Notre Dame (MD) (United East) vs Bowie St. (CIAA),"[0-3] (26-28, 15-25, 21-25)",https://stats.ncaa.org/contests/5674204/box_score,D-II
10/03/2024,Henderson St. (GAC) vs Ark.-Monticello (GAC),"[3-0] (25-17, 26-24, 25-21)",https://stats.ncaa.org/contests/5674139/box_score,D-II
