,date,match,results,box_score_url,div
3546,10/08/2024,St. Scholastica (MIAC) vs Wis.-Stout (WIAC),"[3-2] (27-25, 12-25, 12-25, 25-23, 17-15)",https://stats.ncaa.org/contests/5675063/box_score,D-III
3547,10/08/2024,Alverno (NACC) vs Beloit (MWC),"[1-3] (25-17, 22-25, 30-32, 27-29)",https://stats.ncaa.org/contests/5675064/box_score,D-III
3548,10/08/2024,Carlow (AMCC) vs Penn St.-Fayette (nan),"[3-2] (25-17, 23-25, 22-25, 29-27, 15-8)",https://stats.ncaa.org/contests/5675066/box_score,D-III
3549,10/08/2024,Lawrence (MWC) vs Wis.-Oshkosh (WIAC),"[0-3] (7-25, 7-25, 24-26)",https://stats.ncaa.org/contests/5675068/box_score,D-III
3550,10/08/2024,Illinois Col. (MWC) vs Greenville (SLIAC),"[3-1] (23-25, 25-19, 25-22, 28-26)",https://stats.ncaa.org/contests/5675069/box_score,D-III
3551,10/08/2024,Penn St.-Altoona (AMCC) vs Pitt.-Greensburg (AMCC),"[3-0] (25-23, 25-20, 25-14)",https://stats.ncaa.org/contests/5675070/box_score,D-III
3552,10/08/2024,Wm. Paterson (NJAC) vs Rowan (NJAC),"[0-3] (18-25, 23-25, 20-25)",https://stats.ncaa.org/contests/5675071/box_score,D-III
3553,10/08/2024,Smith (NEWMAC) vs Springfield (NEWMAC),"[1-3] (25-20, 21-25, 19-25, 18-25)",https://stats.ncaa.org/contests/5675072/box_score,D-III
3554,10/08/2024,Kean (NJAC) vs Stockton (NJAC),"[0-3] (18-25, 14-25, 21-25)",https://stats.ncaa.org/contests/5675074/box_score,D-III
3555,10/08/2024,Medgar Evers (CUNYAC) vs John Jay (CUNYAC),"[0-3] (5-25, 7-25, 15-25)",https://stats.ncaa.org/contests/5675075/box_score,D-III
3556,10/08/2024,Mount Aloysius (AMCC) vs La Roche (AMCC),"[3-2] (25-20, 18-25, 19-25, 25-15, 15-4)",https://stats.ncaa.org/contests/5675078/box_score,D-III
3557,10/08/2024,Montclair St. (NJAC) vs Rutgers-Camden (NJAC),"[3-1] (20-25, 25-16, 25-18, 25-15)",https://stats.ncaa.org/contests/5675081/box_score,D-III
3558,10/08/2024,Alfred St. (AMCC) vs Hilbert (AMCC),"[3-0] (26-24, 25-14, 25-21)",https://stats.ncaa.org/contests/5675082/box_score,D-III
3559,10/08/2024,Crown (MN) (UMAC) vs Carleton (MIAC),"[0-3] (13-25, 17-25, 15-25)",https://stats.ncaa.org/contests/5675084/box_score,D-III
3560,10/08/2024,Lake Forest (MWC) vs Dominican (IL) (NACC),"[0-3] (18-25, 19-25, 21-25)",https://stats.ncaa.org/contests/5675085/box_score,D-III
3561,10/08/2024,Ohio Christian (nan) vs Oberlin (NCAC),"[0-3] (22-25, 17-25, 23-25)",https://stats.ncaa.org/contests/5675086/box_score,D-III
3562,10/08/2024,Claremont-M-S (SCIAC) vs Cal Lutheran (SCIAC),"[3-1] (25-12, 25-15, 23-25, 25-13)",https://stats.ncaa.org/contests/5675088/box_score,D-III
3563,10/08/2024,Pitt.-Bradford (AMCC) vs Penn St.-Behrend (AMCC),"[0-3] (16-25, 20-25, 23-25)",https://stats.ncaa.org/contests/5675089/box_score,D-III
3564,10/08/2024,Willamette (NWC) vs Pacific (OR) (NWC),"[3-0] (30-28, 25-11, 29-27)",https://stats.ncaa.org/contests/5675090/box_score,D-III
3565,10/08/2024,Mount Holyoke (NEWMAC) vs Babson (NEWMAC),"[1-3] (25-22, 23-25, 17-25, 18-25)",https://stats.ncaa.org/contests/5675091/box_score,D-III
3566,10/08/2024,Brooklyn (CUNYAC) vs CCNY (CUNYAC),"[3-0] (25-17, 25-14, 25-10)",https://stats.ncaa.org/contests/5675093/box_score,D-III
3567,10/08/2024,Clark (MA) (NEWMAC) vs Wheaton (MA) (NEWMAC),"[3-2] (23-25, 20-25, 25-23, 26-24, 15-11)",https://stats.ncaa.org/contests/5675096/box_score,D-III
3568,10/08/2024,Earlham (HCAC) vs Ohio Wesleyan (NCAC),"[3-0] (25-22, 25-14, 25-23)",https://stats.ncaa.org/contests/5675098/box_score,D-III
3569,10/08/2024,Coast Guard (NEWMAC) vs Wellesley (NEWMAC),"[2-3] (26-24, 18-25, 16-25, 25-18, 11-15)",https://stats.ncaa.org/contests/5675099/box_score,D-III
3570,10/08/2024,Rockford (NACC) vs Maranatha Baptist (Independent),"[3-0] (25-9, 25-13, 25-21)",https://stats.ncaa.org/contests/5675100/box_score,D-III
3571,10/08/2024,Regis (MA) (Great Northeast) vs Salve Regina (NEWMAC),"[3-2] (25-22, 16-25, 26-24, 24-26, 15-13)",https://stats.ncaa.org/contests/5675102/box_score,D-III
3572,10/08/2024,Redlands (SCIAC) vs La Verne (SCIAC),"[0-3] (14-25, 13-25, 20-25)",https://stats.ncaa.org/contests/5675103/box_score,D-III
3573,10/08/2024,Mass. Maritime (MASCAC) vs Rhode Island Col. (Little East),"[0-3] (8-25, 21-25, 14-25)",https://stats.ncaa.org/contests/5675104/box_score,D-III
3574,10/08/2024,Ramapo (NJAC) vs Rutgers-Newark (NJAC),"[1-3] (13-25, 18-25, 25-17, 18-25)",https://stats.ncaa.org/contests/5675107/box_score,D-III
3575,10/08/2024,Asbury (Independent) vs Maryville (TN) (CCS),"[3-0] (25-19, 25-20, 25-22)",https://stats.ncaa.org/contests/5675108/box_score,D-III
3576,10/08/2024,Occidental (SCIAC) vs Whittier (SCIAC),"[0-3] (12-25, 19-25, 14-25)",https://stats.ncaa.org/contests/5675109/box_score,D-III
3577,10/08/2024,Pomona-Pitzer (SCIAC) vs Chapman (SCIAC),"[3-2] (23-25, 25-22, 25-19, 23-25, 15-12)",https://stats.ncaa.org/contests/5675110/box_score,D-III
3578,10/08/2024,Huntingdon (CCS) vs Belhaven (CCS),"[1-3] (18-25, 22-25, 25-11, 25-27)",https://stats.ncaa.org/contests/5675161/box_score,D-III
3579,10/08/2024,Mary Baldwin (USA South) vs Southern Va. (USA South),"[0-3] (8-25, 27-29, 7-25)",https://stats.ncaa.org/contests/5682659/box_score,D-III
3580,10/08/2024,MIT (NEWMAC) vs Emerson (NEWMAC),"[3-0] (25-11, 25-17, 25-16)",https://stats.ncaa.org/contests/5682710/box_score,D-III
3581,10/08/2024,New England Col. (Great Northeast) vs JWU (Providence) (Great Northeast),"[0-3] (13-25, 14-25, 25-27)",https://stats.ncaa.org/contests/5682747/box_score,D-III
3582,10/08/2024,CarolinaU (nan) vs Guilford (ODAC),"[3-2] (20-25, 25-17, 16-25, 25-19, 15-13)",https://stats.ncaa.org/contests/5756583/box_score,D-III
3583,10/09/2024,Old Westbury (Skyline) vs Purchase (Skyline),"[2-3] (25-10, 21-25, 22-25, 25-15, 13-15)",https://stats.ncaa.org/contests/5675111/box_score,D-III
3584,10/09/2024,Southern Me. (Little East) vs Plymouth St. (Little East),"[0-3] (17-25, 9-25, 15-25)",https://stats.ncaa.org/contests/5675116/box_score,D-III
3585,10/09/2024,Franklin (HCAC) vs UHSP (nan),"[3-1] (17-25, 25-23, 25-9, 25-12)",https://stats.ncaa.org/contests/5675117/box_score,D-III
3587,10/09/2024,Ursinus (Centennial) vs Muhlenberg (Centennial),"[0-3] (13-25, 18-25, 23-25)",https://stats.ncaa.org/contests/5675124/box_score,D-III
3588,10/09/2024,U New England (CNE) vs Curry (CNE),"[3-0] (25-18, 25-7, 25-13)",https://stats.ncaa.org/contests/5675130/box_score,D-III
3589,10/09/2024,St. Joseph's (ME) (Great Northeast) vs Bates (NESCAC),"[1-3] (20-25, 25-22, 14-25, 11-25)",https://stats.ncaa.org/contests/5675133/box_score,D-III
3590,10/09/2024,Farmingdale St. (Skyline) vs UMSV (Skyline),"[3-0] (25-15, 25-10, 25-23)",https://stats.ncaa.org/contests/5675135/box_score,D-III
3591,10/09/2024,Mt. St. Mary (NY) (Skyline) vs Manhattanville (Skyline),"[0-3] (11-25, 15-25, 16-25)",https://stats.ncaa.org/contests/5675139/box_score,D-III
3592,10/09/2024,Salem St. (MASCAC) vs Colby-Sawyer (Great Northeast),"[0-3] (18-25, 18-25, 15-25)",https://stats.ncaa.org/contests/5675141/box_score,D-III
3593,10/09/2024,Lesley (North Atlantic) vs Bridgewater St. (MASCAC),"[0-3] (8-25, 4-25, 8-25)",https://stats.ncaa.org/contests/5675144/box_score,D-III
3594,10/09/2024,Ithaca (Liberty League) vs Scranton (Landmark),"[3-0] (25-17, 25-22, 25-22)",https://stats.ncaa.org/contests/5675147/box_score,D-III
3595,10/09/2024,Grove City (PAC) vs Bethany (WV) (PAC),"[3-2] (25-21, 21-25, 22-25, 25-10, 15-11)",https://stats.ncaa.org/contests/5675149/box_score,D-III
3596,10/09/2024,Penn St. Brandywine (Independent) vs Penn College (United East),"[3-0] (27-25, 25-14, 25-17)",https://stats.ncaa.org/contests/5675150/box_score,D-III
3597,10/09/2024,Fort Valley St. (SIAC) vs Wesleyan (GA) (CCS),"[3-0] (25-16, 25-12, 25-16)",https://stats.ncaa.org/contests/5675154/box_score,D-III
3598,10/09/2024,UMass Dartmouth (Little East) vs UMass Boston (Little East),"[3-1] (25-17, 25-10, 19-25, 25-16)",https://stats.ncaa.org/contests/5675155/box_score,D-III
3599,10/09/2024,Averett (ODAC) vs Roanoke (ODAC),"[2-3] (25-27, 19-25, 25-19, 25-18, 5-15)",https://stats.ncaa.org/contests/5675158/box_score,D-III
3600,10/09/2024,Albion (Michigan Intercol. Ath. Assn.) vs Olivet (Michigan Intercol. Ath. Assn.),"[3-1] (23-25, 25-22, 25-16, 25-13)",https://stats.ncaa.org/contests/5675159/box_score,D-III
3601,10/09/2024,Adrian (Michigan Intercol. Ath. Assn.) vs Hope (Michigan Intercol. Ath. Assn.),"[0-3] (22-25, 15-25, 12-25)",https://stats.ncaa.org/contests/5675160/box_score,D-III
3602,10/09/2024,Wash. & Lee (ODAC) vs Bridgewater (VA) (ODAC),"[3-1] (26-24, 21-25, 25-19, 25-20)",https://stats.ncaa.org/contests/5675162/box_score,D-III
3603,10/09/2024,Mt. St. Joseph (HCAC) vs Anderson (IN) (HCAC),"[3-2] (17-25, 25-15, 22-25, 26-24, 15-9)",https://stats.ncaa.org/contests/5675164/box_score,D-III
3604,10/09/2024,Endicott (CNE) vs Nichols (CNE),"[3-0] (25-23, 25-14, 25-16)",https://stats.ncaa.org/contests/5675165/box_score,D-III
3605,10/09/2024,Saint Vincent (PAC) vs Wash. & Jeff. (PAC),"[3-2] (22-25, 25-13, 25-27, 25-22, 17-15)",https://stats.ncaa.org/contests/5675166/box_score,D-III
3606,10/09/2024,Pfeiffer (USA South) vs Greensboro (USA South),"[0-3] (20-25, 16-25, 14-25)",https://stats.ncaa.org/contests/5675168/box_score,D-III
3607,10/09/2024,Waynesburg (PAC) vs Geneva (PAC),"[0-3] (11-25, 25-27, 19-25)",https://stats.ncaa.org/contests/5675169/box_score,D-III
3608,10/09/2024,Northwestern-St. Paul (UMAC) vs Wis.-Eau Claire (WIAC),"[1-3] (20-25, 20-25, 25-19, 20-25)",https://stats.ncaa.org/contests/5675170/box_score,D-III
3609,10/09/2024,North Park (CCIW) vs North Central (IL) (CCIW),"[1-3] (22-25, 28-26, 19-25, 12-25)",https://stats.ncaa.org/contests/5675171/box_score,D-III
3610,10/09/2024,Stevenson (MACs) vs Eastern (MACs),"[0-3] (15-25, 11-25, 17-25)",https://stats.ncaa.org/contests/5675172/box_score,D-III
3611,10/09/2024,Alfred (Empire 8) vs Rochester (NY) (UAA),"[0-3] (21-25, 20-25, 17-25)",https://stats.ncaa.org/contests/5675175/box_score,D-III
3612,10/09/2024,Bryn Athyn (United East) vs Notre Dame (MD) (United East),"[0-3] (19-25, 13-25, 14-25)",https://stats.ncaa.org/contests/5675176/box_score,D-III
3613,10/09/2024,Methodist (USA South) vs N.C. Wesleyan (USA South),"[3-1] (23-25, 25-13, 25-14, 25-14)",https://stats.ncaa.org/contests/5675179/box_score,D-III
3614,10/09/2024,Denison (NCAC) vs Wooster (NCAC),"[3-1] (21-25, 25-16, 25-15, 25-18)",https://stats.ncaa.org/contests/5675180/box_score,D-III
3615,10/09/2024,LaGrange (CCS) vs Middle Ga. St. (nan),"[0-3] (17-25, 20-25, 18-25)",https://stats.ncaa.org/contests/5675181/box_score,D-III
3616,10/09/2024,Keene St. (Little East) vs Westfield St. (MASCAC),"[1-3] (22-25, 17-25, 25-22, 10-25)",https://stats.ncaa.org/contests/5675182/box_score,D-III
3617,10/09/2024,Ohio Northern (OAC) vs Baldwin Wallace (OAC),"[1-3] (25-15, 21-25, 14-25, 19-25)",https://stats.ncaa.org/contests/5675183/box_score,D-III
3618,10/09/2024,Wilmington (OH) (OAC) vs Muskingum (OAC),"[0-3] (12-25, 22-25, 10-25)",https://stats.ncaa.org/contests/5675184/box_score,D-III
3619,10/09/2024,Trine (Michigan Intercol. Ath. Assn.) vs St. Mary's (IN) (Michigan Intercol. Ath. Assn.),"[3-1] (25-22, 22-25, 25-14, 25-20)",https://stats.ncaa.org/contests/5675185/box_score,D-III
3620,10/09/2024,Marymount (VA) (Atlantic East) vs Mary Washington (C2C),"[0-3] (12-25, 22-25, 17-25)",https://stats.ncaa.org/contests/5675186/box_score,D-III
3621,10/09/2024,Hood (MACs) vs Alvernia (MACs),"[3-2] (23-25, 20-25, 25-18, 25-22, 15-12)",https://stats.ncaa.org/contests/5675187/box_score,D-III
3622,10/09/2024,DeSales (MACs) vs King's (PA) (MACs),"[3-0] (25-16, 25-17, 25-18)",https://stats.ncaa.org/contests/5675188/box_score,D-III
3623,10/09/2024,Agnes Scott (CCS) vs Piedmont (CCS),"[0-3] (10-25, 20-25, 16-25)",https://stats.ncaa.org/contests/5675189/box_score,D-III
3624,10/09/2024,Bethel (MN) (MIAC) vs Hamline (MIAC),"[3-0] (25-13, 25-21, 25-18)",https://stats.ncaa.org/contests/5675191/box_score,D-III
3625,10/09/2024,Transylvania (HCAC) vs Spalding (SLIAC),"[3-0] (25-11, 25-10, 25-18)",https://stats.ncaa.org/contests/5675193/box_score,D-III
3626,10/09/2024,William Peace (USA South) vs Meredith (USA South),"[0-3] (15-25, 22-25, 22-25)",https://stats.ncaa.org/contests/5675194/box_score,D-III
3627,10/09/2024,Lebanon Valley (MACs) vs Arcadia (MACs),"[3-1] (25-17, 25-19, 19-25, 25-20)",https://stats.ncaa.org/contests/5675195/box_score,D-III
3628,10/09/2024,Wilkes (Landmark) vs Marywood (Atlantic East),"[3-0] (25-19, 25-15, 25-15)",https://stats.ncaa.org/contests/5675196/box_score,D-III
3629,10/09/2024,Stevens (MACs) vs FDU-Florham (MACs),"[3-0] (25-16, 25-15, 25-12)",https://stats.ncaa.org/contests/5675197/box_score,D-III
3630,10/09/2024,St. Mary's (MD) (United East) vs Rosemont (United East),"[3-0] (25-17, 25-11, 25-13)",https://stats.ncaa.org/contests/5675198/box_score,D-III
3631,10/09/2024,Emmanuel (MA) (Great Northeast) vs Rivier (Great Northeast),"[2-3] (25-18, 19-25, 25-22, 20-25, 13-15)",https://stats.ncaa.org/contests/5675199/box_score,D-III
3632,10/09/2024,Wilson (United East) vs Saint Elizabeth (United East),"[2-3] (22-25, 26-24, 25-20, 7-25, 14-16)",https://stats.ncaa.org/contests/5675200/box_score,D-III
3633,10/09/2024,Mitchell (Great Northeast) vs Elms (Great Northeast),"[3-2] (25-10, 25-19, 14-25, 17-25, 18-16)",https://stats.ncaa.org/contests/5675201/box_score,D-III
3634,10/09/2024,Carthage (CCIW) vs Ill. Wesleyan (CCIW),"[0-3] (19-25, 21-25, 23-25)",https://stats.ncaa.org/contests/5675202/box_score,D-III
3635,10/09/2024,Otterbein (OAC) vs Marietta (OAC),"[1-3] (22-25, 16-25, 26-24, 21-25)",https://stats.ncaa.org/contests/5675203/box_score,D-III
3636,10/09/2024,McDaniel (Centennial) vs Washington Col. (Centennial),"[0-3] (19-25, 21-25, 15-25)",https://stats.ncaa.org/contests/5675204/box_score,D-III
3637,10/09/2024,Kalamazoo (Michigan Intercol. Ath. Assn.) vs Alma (Michigan Intercol. Ath. Assn.),"[1-3] (13-25, 19-25, 25-15, 10-25)",https://stats.ncaa.org/contests/5675205/box_score,D-III
3638,10/09/2024,Mount Union (OAC) vs John Carroll (OAC),"[3-1] (29-27, 25-16, 22-25, 26-24)",https://stats.ncaa.org/contests/5675206/box_score,D-III
3639,10/09/2024,Millikin (CCIW) vs Wheaton (IL) (CCIW),"[3-1] (21-25, 25-11, 25-22, 25-18)",https://stats.ncaa.org/contests/5675207/box_score,D-III
3640,10/09/2024,Loras (American Rivers) vs Wis.-Platteville (WIAC),"[0-3] (12-25, 16-25, 19-25)",https://stats.ncaa.org/contests/5675208/box_score,D-III
3641,10/09/2024,Bluffton (HCAC) vs Wittenberg (NCAC),"[1-3] (22-25, 25-19, 22-25, 15-25)",https://stats.ncaa.org/contests/5675209/box_score,D-III
3642,10/09/2024,Bard (Liberty League) vs SUNY Delhi (North Atlantic),"[3-0] (25-22, 25-15, 25-20)",https://stats.ncaa.org/contests/5675210/box_score,D-III
3644,10/09/2024,Westminster (PA) (PAC) vs Thiel (PAC),"[3-0] (25-20, 25-18, 25-16)",https://stats.ncaa.org/contests/5675212/box_score,D-III
3645,10/09/2024,Capital (OAC) vs Heidelberg (OAC),"[0-3] (19-25, 21-25, 23-25)",https://stats.ncaa.org/contests/5675213/box_score,D-III
3646,10/09/2024,Widener (MACs) vs Messiah (MACs),"[0-3] (17-25, 16-25, 16-25)",https://stats.ncaa.org/contests/5675214/box_score,D-III
3647,10/09/2024,Benedictine (IL) (NACC) vs IIT (NACC),"[3-1] (27-25, 21-25, 25-18, 25-15)",https://stats.ncaa.org/contests/5675215/box_score,D-III
3648,10/09/2024,Hartford (CNE) vs Gordon (CNE),"[0-3] (10-25, 21-25, 12-25)",https://stats.ncaa.org/contests/5675216/box_score,D-III
3649,10/09/2024,Keystone (United East) vs Valley Forge (United East),"[3-0] (25-8, 25-5, 25-18)",https://stats.ncaa.org/contests/5675218/box_score,D-III
3650,10/09/2024,Cairn (United East) vs Penn St.-Berks (United East),"[3-0] (25-23, 25-13, 25-19)",https://stats.ncaa.org/contests/5675220/box_score,D-III
3651,10/09/2024,Southeastern Okla. (GAC) vs Austin (SCAC),"[3-1] (25-23, 19-25, 26-24, 25-23)",https://stats.ncaa.org/contests/5675222/box_score,D-III
3652,10/09/2024,Western New Eng. (CNE) vs Suffolk (CNE),"[2-3] (22-25, 10-25, 25-16, 25-22, 10-15)",https://stats.ncaa.org/contests/5675223/box_score,D-III
3653,10/09/2024,Roger Williams (CNE) vs Wentworth (CNE),"[2-3] (25-20, 27-25, 24-26, 28-30, 9-15)",https://stats.ncaa.org/contests/5675224/box_score,D-III
3654,10/09/2024,Westminster (MO) (SLIAC) vs WashU (UAA),"[1-3] (16-25, 15-25, 25-23, 12-25)",https://stats.ncaa.org/contests/5675225/box_score,D-III
3655,10/09/2024,Simmons (Great Northeast) vs Lasell (Great Northeast),"[0-3] (23-25, 11-25, 19-25)",https://stats.ncaa.org/contests/5675226/box_score,D-III
3656,10/09/2024,Eastern Conn. St. (Little East) vs Rhode Island Col. (Little East),"[3-2] (26-24, 23-25, 12-25, 25-18, 15-13)",https://stats.ncaa.org/contests/5675227/box_score,D-III
3657,10/09/2024,Delaware Valley (MACs) vs Misericordia (MACs),"[1-3] (9-25, 19-25, 25-23, 16-25)",https://stats.ncaa.org/contests/5675228/box_score,D-III
3658,10/09/2024,Gettysburg (Centennial) vs Johns Hopkins (Centennial),"[0-3] (9-25, 17-25, 11-25)",https://stats.ncaa.org/contests/5675229/box_score,D-III
3659,10/09/2024,Dickinson (Centennial) vs Franklin & Marshall (Centennial),"[0-3] (21-25, 15-25, 15-25)",https://stats.ncaa.org/contests/5675230/box_score,D-III
3660,10/09/2024,Penn St.-Abington (United East) vs Lancaster Bible (United East),"[0-3] (18-25, 10-25, 18-25)",https://stats.ncaa.org/contests/5675232/box_score,D-III
3661,10/09/2024,Merchant Marine (Skyline) vs St. Joseph's (L.I.) (Skyline),"[3-0] (25-13, 25-22, 28-26)",https://stats.ncaa.org/contests/5675233/box_score,D-III
3662,10/09/2024,Swarthmore (Centennial) vs Bryn Mawr (Centennial),"[3-0] (25-19, 25-11, 25-14)",https://stats.ncaa.org/contests/5675234/box_score,D-III
3663,10/09/2024,Albright (MACs) vs York (PA) (MACs),"[1-3] (25-18, 12-25, 14-25, 22-25)",https://stats.ncaa.org/contests/5675235/box_score,D-III
3664,10/09/2024,Cedar Crest (United East) vs Gallaudet (United East),"[0-3] (6-25, 13-25, 5-25)",https://stats.ncaa.org/contests/5675236/box_score,D-III
3665,10/09/2024,East. Mennonite (ODAC) vs Shenandoah (ODAC),"[1-3] (16-25, 25-27, 25-22, 18-25)",https://stats.ncaa.org/contests/5681193/box_score,D-III
3666,10/09/2024,Va. Wesleyan (ODAC) vs Lynchburg (ODAC),"[3-2] (16-25, 25-20, 22-25, 25-18, 15-12)",https://stats.ncaa.org/contests/5682676/box_score,D-III
3667,10/09/2024,Schreiner (SCAC) vs Huston-Tillotson (nan),"[3-0] (25-22, 28-26, 25-22)",https://stats.ncaa.org/contests/5809589/box_score,D-III
3668,10/09/2024,Franklin (HCAC) vs St. Mary-Woods (nan),"[0-3] (6-25, 15-25, 21-25)",https://stats.ncaa.org/contests/5809893/box_score,D-III
3669,10/10/2024,SUNY Maritime (Skyline) vs St. Joseph's (Brkln) (Skyline),"[0-3] (20-25, 15-25, 22-25)",https://stats.ncaa.org/contests/5675112/box_score,D-III
3670,10/10/2024,Concordia Chicago (NACC) vs Edgewood (NACC),"[0-3] (21-25, 15-25, 13-25)",https://stats.ncaa.org/contests/5675267/box_score,D-III
3671,10/10/2024,Wis. Lutheran (NACC) vs Aurora (NACC),"[1-3] (16-25, 25-23, 23-25, 19-25)",https://stats.ncaa.org/contests/5675268/box_score,D-III
3672,10/10/2024,Whittier (SCIAC) vs Caltech (SCIAC),"[3-0] (25-14, 25-19, 25-12)",https://stats.ncaa.org/contests/5675270/box_score,D-III
3673,10/10/2024,Bay Path (nan) vs MCLA (MASCAC),"[3-1] (25-19, 23-25, 25-22, 25-20)",https://stats.ncaa.org/contests/5675271/box_score,D-III
3674,10/10/2024,Wheaton (MA) (NEWMAC) vs Nichols (CNE),"[3-0] (25-14, 25-15, 25-14)",https://stats.ncaa.org/contests/5675286/box_score,D-III
3675,10/10/2024,Knox (MWC) vs Blackburn (SLIAC),"[0-3] (17-25, 14-25, 12-25)",https://stats.ncaa.org/contests/5675288/box_score,D-III
3676,10/10/2024,Medgar Evers (CUNYAC) vs Old Westbury (Skyline),"[0-3] (5-25, 4-25, 6-25)",https://stats.ncaa.org/contests/5675291/box_score,D-III
3677,10/10/2024,Brooklyn (CUNYAC) vs New Jersey City (NJAC),"[3-1] (25-22, 25-21, 18-25, 25-20)",https://stats.ncaa.org/contests/5675303/box_score,D-III
3678,10/10/2024,Lakeland (NACC) vs MSOE (NACC),"[3-2] (16-25, 25-27, 25-13, 25-23, 15-12)",https://stats.ncaa.org/contests/5675309/box_score,D-III
3679,10/10/2024,St. Norbert (NACC) vs Marian (WI) (NACC),"[3-1] (25-23, 25-14, 27-29, 25-22)",https://stats.ncaa.org/contests/5675310/box_score,D-III
3680,10/10/2024,Gwynedd Mercy (Atlantic East) vs Rutgers-Camden (NJAC),"[3-2] (17-25, 25-23, 23-25, 25-16, 15-3)",https://stats.ncaa.org/contests/5675312/box_score,D-III
3681,10/10/2024,Fontbonne (SLIAC) vs UHSP (nan),"[3-0] (25-12, 25-21, 25-12)",https://stats.ncaa.org/contests/5675316/box_score,D-III
3682,10/10/2024,Rockford (NACC) vs Dominican (IL) (NACC),"[0-3] (19-25, 22-25, 23-25)",https://stats.ncaa.org/contests/5675318/box_score,D-III
3683,10/10/2024,Alverno (NACC) vs Concordia Wisconsin (NACC),"[0-3] (9-25, 10-25, 7-25)",https://stats.ncaa.org/contests/5675323/box_score,D-III
3684,10/10/2024,Worcester St. (MASCAC) vs Clark (MA) (NEWMAC),"[0-3] (11-25, 15-25, 15-25)",https://stats.ncaa.org/contests/5675324/box_score,D-III
3685,10/10/2024,Amherst (NESCAC) vs Springfield (NEWMAC),"[0-3] (26-28, 12-25, 21-25)",https://stats.ncaa.org/contests/5681199/box_score,D-III
3686,10/10/2024,Ramapo (NJAC) vs Centenary (NJ) (Atlantic East),"[2-3] (25-21, 23-25, 20-25, 25-18, 8-15)",https://stats.ncaa.org/contests/5809640/box_score,D-III
3687,10/10/2024,Washington Adventist (nan) vs Gallaudet (United East),"[0-3] (13-25, 8-25, 14-25)",https://stats.ncaa.org/contests/5809643/box_score,D-III
3688,10/11/2024,Wartburg (American Rivers) vs Ill. Wesleyan (CCIW),"[2-3] (22-25, 14-25, 25-23, 25-15, 8-15)",https://stats.ncaa.org/contests/5675339/box_score,D-III
3689,10/11/2024,UW-River Falls (WIAC) vs Ill. Wesleyan (CCIW),"[0-3] (20-25, 21-25, 17-25)",https://stats.ncaa.org/contests/5675350/box_score,D-III
3690,10/11/2024,Emerson (NEWMAC) vs Endicott (CNE),"[2-3] (25-23, 21-25, 21-25, 25-16, 11-15)",https://stats.ncaa.org/contests/5675359/box_score,D-III
3691,10/11/2024,Wis.-Stout (WIAC) vs Augustana (IL) (CCIW),"[3-0] (26-24, 25-9, 25-21)",https://stats.ncaa.org/contests/5675365/box_score,D-III
3692,10/11/2024,Cortland (SUNYAC) vs Plattsburgh St. (SUNYAC),"[3-0] (25-12, 25-14, 25-16)",https://stats.ncaa.org/contests/5675367/box_score,D-III
3693,10/11/2024,Kalamazoo (Michigan Intercol. Ath. Assn.) vs North Central (IL) (CCIW),"[0-3] (10-25, 17-25, 11-25)",https://stats.ncaa.org/contests/5675374/box_score,D-III
3694,10/11/2024,Buena Vista (American Rivers) vs Luther (American Rivers),"[1-3] (26-24, 17-25, 23-25, 22-25)",https://stats.ncaa.org/contests/5675380/box_score,D-III
3695,10/11/2024,Nichols (CNE) vs Widener (MACs),"[0-3] (20-25, 23-25, 10-25)",https://stats.ncaa.org/contests/5675394/box_score,D-III
3696,10/11/2024,Buffalo St. (SUNYAC) vs SUNY New Paltz (SUNYAC),"[3-1] (25-12, 25-13, 26-28, 27-25)",https://stats.ncaa.org/contests/5675414/box_score,D-III
3697,10/11/2024,Simpson (American Rivers) vs Loras (American Rivers),"[1-3] (22-25, 25-20, 23-25, 19-25)",https://stats.ncaa.org/contests/5675415/box_score,D-III
3698,10/11/2024,Hartwick (Empire 8) vs St. John Fisher (Empire 8),"[1-3] (18-25, 25-13, 19-25, 23-25)",https://stats.ncaa.org/contests/5675423/box_score,D-III
3699,10/11/2024,SUNY Geneseo (Empire 8) vs Elmira (Empire 8),"[3-0] (25-13, 25-8, 25-16)",https://stats.ncaa.org/contests/5675428/box_score,D-III
3700,10/11/2024,LeTourneau (ASC) vs East Tex. Baptist (ASC),"[0-3] (18-25, 23-25, 15-25)",https://stats.ncaa.org/contests/5675446/box_score,D-III
3701,10/11/2024,Texas Lutheran (SCAC) vs McMurry (SCAC),"[3-0] (25-20, 25-15, 25-15)",https://stats.ncaa.org/contests/5675447/box_score,D-III
3702,10/11/2024,Worcester St. (MASCAC) vs Fitchburg St. (MASCAC),"[3-2] (25-14, 22-25, 25-14, 20-25, 15-9)",https://stats.ncaa.org/contests/5675452/box_score,D-III
3703,10/11/2024,Hartford (CNE) vs Mount Holyoke (NEWMAC),"[1-3] (18-25, 15-25, 26-24, 21-25)",https://stats.ncaa.org/contests/5675454/box_score,D-III
3704,10/11/2024,Fredonia (SUNYAC) vs SUNY Oneonta (SUNYAC),"[3-1] (25-12, 24-26, 25-20, 25-23)",https://stats.ncaa.org/contests/5675458/box_score,D-III
