,date,match,results,box_score_url,div
1661,09/14/2024,DePauw (NCAC) vs Augustana (IL) (CCIW),"[3-2] (8-25, 25-15, 26-24, 23-25, 15-8)",https://stats.ncaa.org/contests/5670781/box_score,D-III
1662,09/14/2024,Minn.-Morris (UMAC) vs Macalester (MIAC),"[2-3] (13-25, 25-22, 13-25, 25-16, 5-15)",https://stats.ncaa.org/contests/5670782/box_score,D-III
1663,09/14/2024,Keuka (Empire 8) vs Hamilton (NESCAC),"[0-3] (13-25, 17-25, 20-25)",https://stats.ncaa.org/contests/5670783/box_score,D-III
1664,09/14/2024,Marywood (Atlantic East) vs Elmira (Empire 8),"[0-3] (15-25, 25-27, 12-25)",https://stats.ncaa.org/contests/5670785/box_score,D-III
1665,09/14/2024,New Jersey City (NJAC) vs Alvernia (MACs),"[0-3] (12-25, 16-25, 21-25)",https://stats.ncaa.org/contests/5670786/box_score,D-III
1666,09/14/2024,Gettysburg (Centennial) vs William Smith (nan),"[2-3] (25-27, 25-19, 27-25, 22-25, 12-15)",https://stats.ncaa.org/contests/5670787/box_score,D-III
1667,09/14/2024,Wheaton (MA) (NEWMAC) vs Plymouth St. (Little East),"[1-3] (25-23, 8-25, 23-25, 24-26)",https://stats.ncaa.org/contests/5670789/box_score,D-III
1668,09/14/2024,Williams (NESCAC) vs Union (NY) (Liberty League),"[3-2] (19-25, 26-24, 21-25, 25-19, 15-10)",https://stats.ncaa.org/contests/5670790/box_score,D-III
1669,09/14/2024,Dean (Great Northeast) vs Curry (CNE),"[3-0] (25-15, 25-22, 25-20)",https://stats.ncaa.org/contests/5670791/box_score,D-III
1670,09/14/2024,York (PA) (MACs) vs Arcadia (MACs),"[0-3] (24-26, 21-25, 18-25)",https://stats.ncaa.org/contests/5670794/box_score,D-III
1671,09/14/2024,Sewanee (SAA) vs Centre (SAA),"[0-3] (13-25, 18-25, 19-25)",https://stats.ncaa.org/contests/5670795/box_score,D-III
1672,09/14/2024,Suffolk (CNE) vs Russell Sage (Empire 8),"[3-0] (25-23, 25-19, 25-21)",https://stats.ncaa.org/contests/5670796/box_score,D-III
1673,09/14/2024,Lawrence (MWC) vs Wheaton (IL) (CCIW),"[0-3] (21-25, 20-25, 11-25)",https://stats.ncaa.org/contests/5670798/box_score,D-III
1674,09/14/2024,Worcester St. (MASCAC) vs Coast Guard (NEWMAC),"[0-3] (16-25, 12-25, 16-25)",https://stats.ncaa.org/contests/5670799/box_score,D-III
1675,09/14/2024,Rutgers-Newark (NJAC) vs Swarthmore (Centennial),"[0-3] (11-25, 18-25, 13-25)",https://stats.ncaa.org/contests/5670801/box_score,D-III
1676,09/14/2024,Keene St. (Little East) vs WPI (NEWMAC),"[3-0] (25-19, 25-21, 25-18)",https://stats.ncaa.org/contests/5670802/box_score,D-III
1677,09/14/2024,Fitchburg St. (MASCAC) vs Clark (MA) (NEWMAC),"[0-3] (14-25, 22-25, 14-25)",https://stats.ncaa.org/contests/5670804/box_score,D-III
1678,09/14/2024,Salve Regina (NEWMAC) vs Bridgewater St. (MASCAC),"[3-1] (25-16, 28-26, 20-25, 25-15)",https://stats.ncaa.org/contests/5670805/box_score,D-III
1679,09/14/2024,Hunter (CUNYAC) vs Drew (Landmark),"[3-1] (25-14, 25-21, 20-25, 25-21)",https://stats.ncaa.org/contests/5670806/box_score,D-III
1680,09/14/2024,Wis.-Stevens Point (WIAC) vs Northwestern-St. Paul (UMAC),"[0-3] (18-25, 22-25, 16-25)",https://stats.ncaa.org/contests/5670807/box_score,D-III
1681,09/14/2024,Penn St. Brandywine (Independent) vs Penn St.-Abington (United East),"[1-3] (18-25, 13-25, 25-22, 11-25)",https://stats.ncaa.org/contests/5670808/box_score,D-III
1683,09/14/2024,Regis (MA) (Great Northeast) vs Norwich (Great Northeast),"[3-0] (25-15, 25-9, 25-23)",https://stats.ncaa.org/contests/5670810/box_score,D-III
1684,09/14/2024,Simmons (Great Northeast) vs Wentworth (CNE),"[0-3] (18-25, 10-25, 21-25)",https://stats.ncaa.org/contests/5670811/box_score,D-III
1685,09/14/2024,Plattsburgh St. (SUNYAC) vs VTSU Castleton (Little East),"[2-3] (19-25, 25-19, 17-25, 25-23, 11-15)",https://stats.ncaa.org/contests/5670812/box_score,D-III
1686,09/14/2024,Hollins (ODAC) vs Bridgewater (VA) (ODAC),"[0-3] (11-25, 17-25, 10-25)",https://stats.ncaa.org/contests/5670813/box_score,D-III
1687,09/14/2024,Greensboro (USA South) vs Lynchburg (ODAC),"[3-2] (22-25, 25-19, 25-27, 25-22, 15-13)",https://stats.ncaa.org/contests/5670814/box_score,D-III
1688,09/14/2024,Chris. Newport (C2C) vs MIT (NEWMAC),"[2-3] (17-25, 25-21, 25-17, 25-27, 12-15)",https://stats.ncaa.org/contests/5670815/box_score,D-III
1689,09/14/2024,Whittier (SCIAC) vs Tufts (NESCAC),"[3-0] (25-18, 28-26, 25-22)",https://stats.ncaa.org/contests/5670816/box_score,D-III
1690,09/14/2024,Westfield St. (MASCAC) vs Roger Williams (CNE),"[1-3] (24-26, 14-25, 25-23, 19-25)",https://stats.ncaa.org/contests/5670818/box_score,D-III
1691,09/14/2024,RIT (Liberty League) vs Wash. & Jeff. (PAC),"[0-3] (13-25, 24-26, 18-25)",https://stats.ncaa.org/contests/5670832/box_score,D-III
1692,09/14/2024,St. Mary's (IN) (Michigan Intercol. Ath. Assn.) vs Alma (Michigan Intercol. Ath. Assn.),"[3-0] (25-23, 25-18, 25-15)",https://stats.ncaa.org/contests/5670836/box_score,D-III
1693,09/14/2024,Carroll (WI) (CCIW) vs Hamline (MIAC),"[3-1] (20-25, 25-16, 25-17, 25-14)",https://stats.ncaa.org/contests/5670837/box_score,D-III
1694,09/14/2024,Maranatha Baptist (Independent) vs St. Scholastica (MIAC),"[0-3] (9-25, 14-25, 14-25)",https://stats.ncaa.org/contests/5670838/box_score,D-III
1695,09/14/2024,SUNY Geneseo (Empire 8) vs Amherst (NESCAC),"[1-3] (19-25, 25-23, 22-25, 23-25)",https://stats.ncaa.org/contests/5670839/box_score,D-III
1696,09/14/2024,Greenville (SLIAC) vs Buena Vista (American Rivers),"[3-0] (25-19, 25-20, 25-22)",https://stats.ncaa.org/contests/5670840/box_score,D-III
1697,09/14/2024,Skidmore (Liberty League) vs SUNY New Paltz (SUNYAC),"[1-3] (19-25, 25-10, 18-25, 21-25)",https://stats.ncaa.org/contests/5670844/box_score,D-III
1698,09/14/2024,Bowdoin (NESCAC) vs Springfield (NEWMAC),"[1-3] (25-21, 18-25, 16-25, 17-25)",https://stats.ncaa.org/contests/5670849/box_score,D-III
1699,09/14/2024,Otterbein (OAC) vs Hope (Michigan Intercol. Ath. Assn.),"[2-3] (18-25, 26-24, 19-25, 25-22, 12-15)",https://stats.ncaa.org/contests/5670854/box_score,D-III
1700,09/14/2024,Hardin-Simmons (ASC) vs Dallas (SCAC),"[3-0] (25-18, 25-20, 25-23)",https://stats.ncaa.org/contests/5670856/box_score,D-III
1701,09/14/2024,Juniata (Landmark) vs Wis.-Oshkosh (WIAC),"[3-1] (25-20, 25-19, 18-25, 25-20)",https://stats.ncaa.org/contests/5670859/box_score,D-III
1702,09/14/2024,Maryville (TN) (CCS) vs Warren Wilson (C2C),"[3-0] (25-14, 25-18, 25-14)",https://stats.ncaa.org/contests/5670861/box_score,D-III
1703,09/14/2024,MSOE (NACC) vs Monmouth (IL) (MWC),"[0-3] (10-25, 12-25, 20-25)",https://stats.ncaa.org/contests/5670865/box_score,D-III
1704,09/14/2024,Wis. Lutheran (NACC) vs Loras (American Rivers),"[0-3] (21-25, 20-25, 23-25)",https://stats.ncaa.org/contests/5670867/box_score,D-III
1705,09/14/2024,Keystone (United East) vs King's (PA) (MACs),"[3-1] (25-23, 23-25, 25-18, 25-20)",https://stats.ncaa.org/contests/5670871/box_score,D-III
1706,09/14/2024,Wilkes (Landmark) vs Penn St. Harrisburg (United East),"[0-3] (18-25, 26-28, 19-25)",https://stats.ncaa.org/contests/5670872/box_score,D-III
1707,09/14/2024,Eastern Conn. St. (Little East) vs Elms (Great Northeast),"[3-0] (25-11, 25-16, 25-10)",https://stats.ncaa.org/contests/5670873/box_score,D-III
1708,09/14/2024,CCNY (CUNYAC) vs UMSV (Skyline),"[1-3] (23-25, 26-24, 27-29, 23-25)",https://stats.ncaa.org/contests/5670874/box_score,D-III
1710,09/14/2024,Roanoke (ODAC) vs East. Mennonite (ODAC),"[3-2] (25-21, 22-25, 24-26, 25-13, 15-9)",https://stats.ncaa.org/contests/5670876/box_score,D-III
1711,09/14/2024,North Central (IL) (CCIW) vs Coe (American Rivers),"[2-3] (25-16, 22-25, 25-19, 20-25, 11-15)",https://stats.ncaa.org/contests/5670877/box_score,D-III
1712,09/14/2024,John Carroll (OAC) vs Cortland (SUNYAC),"[0-3] (13-25, 13-25, 22-25)",https://stats.ncaa.org/contests/5670878/box_score,D-III
1713,09/14/2024,Illinois Col. (MWC) vs Dubuque (American Rivers),"[0-3] (19-25, 14-25, 17-25)",https://stats.ncaa.org/contests/5670880/box_score,D-III
1714,09/14/2024,Ill. Wesleyan (CCIW) vs Cornell College (MWC),"[3-2] (21-25, 25-18, 25-16, 23-25, 15-7)",https://stats.ncaa.org/contests/5670881/box_score,D-III
1715,09/14/2024,Lancaster Bible (United East) vs Toccoa Falls (nan),"[3-0] (25-20, 25-22, 25-21)",https://stats.ncaa.org/contests/5670883/box_score,D-III
1716,09/14/2024,Pratt (Atlantic East) vs Farmingdale St. (Skyline),"[0-3] (15-25, 13-25, 16-25)",https://stats.ncaa.org/contests/5670884/box_score,D-III
1717,09/14/2024,Nazareth (Empire 8) vs Catholic (Landmark),"[0-3] (17-25, 21-25, 18-25)",https://stats.ncaa.org/contests/5670887/box_score,D-III
1718,09/14/2024,Valley Forge (United East) vs St. Joseph's (Brkln) (Skyline),"[0-3] (7-25, 7-25, 7-25)",https://stats.ncaa.org/contests/5670888/box_score,D-III
1719,09/14/2024,Clarkson (Liberty League) vs Franklin & Marshall (Centennial),"[0-3] (17-25, 21-25, 17-25)",https://stats.ncaa.org/contests/5670890/box_score,D-III
1720,09/14/2024,Widener (MACs) vs Cedar Crest (United East),"[3-1] (25-15, 25-12, 23-25, 25-17)",https://stats.ncaa.org/contests/5670892/box_score,D-III
1721,09/14/2024,Ursinus (Centennial) vs Rowan (NJAC),"[3-2] (18-25, 23-25, 25-22, 25-17, 15-12)",https://stats.ncaa.org/contests/5670893/box_score,D-III
1722,09/14/2024,Wilmington (OH) (OAC) vs Hilbert (AMCC),"[3-1] (25-8, 25-16, 22-25, 25-18)",https://stats.ncaa.org/contests/5670898/box_score,D-III
1723,09/14/2024,Olivet (Michigan Intercol. Ath. Assn.) vs Penn St.-Behrend (AMCC),"[3-0] (25-23, 25-20, 25-20)",https://stats.ncaa.org/contests/5670899/box_score,D-III
1724,09/14/2024,Bethel (MN) (MIAC) vs Bethany Lutheran (UMAC),"[3-0] (25-14, 25-22, 25-21)",https://stats.ncaa.org/contests/5670900/box_score,D-III
1725,09/14/2024,Wis.-La Crosse (WIAC) vs St. Olaf (MIAC),"[0-3] (21-25, 13-25, 21-25)",https://stats.ncaa.org/contests/5670901/box_score,D-III
1726,09/14/2024,Wartburg (American Rivers) vs UW-River Falls (WIAC),"[0-3] (16-25, 12-25, 20-25)",https://stats.ncaa.org/contests/5670902/box_score,D-III
1727,09/14/2024,Concordia-M'head (MIAC) vs Marian (WI) (NACC),"[2-3] (24-26, 25-16, 25-27, 25-23, 12-15)",https://stats.ncaa.org/contests/5670903/box_score,D-III
1728,09/14/2024,Blackburn (SLIAC) vs Rhodes (SAA),"[1-3] (18-25, 25-22, 11-25, 21-25)",https://stats.ncaa.org/contests/5670905/box_score,D-III
1729,09/14/2024,LeTourneau (ASC) vs Centenary (LA) (SCAC),"[3-1] (24-26, 25-13, 25-17, 25-17)",https://stats.ncaa.org/contests/5670907/box_score,D-III
1730,09/14/2024,McMurry (SCAC) vs Belhaven (CCS),"[3-0] (25-18, 25-16, 25-23)",https://stats.ncaa.org/contests/5670908/box_score,D-III
1731,09/14/2024,Va. Wesleyan (ODAC) vs Montclair St. (NJAC),"[3-1] (21-25, 25-12, 25-15, 25-23)",https://stats.ncaa.org/contests/5670911/box_score,D-III
1732,09/14/2024,Wesleyan (CT) (NESCAC) vs Middlebury (NESCAC),"[1-3] (27-25, 16-25, 18-25, 14-25)",https://stats.ncaa.org/contests/5670915/box_score,D-III
1733,09/14/2024,Emory (UAA) vs Gustavus Adolphus (MIAC),"[3-0] (25-23, 25-18, 25-23)",https://stats.ncaa.org/contests/5670919/box_score,D-III
1734,09/14/2024,Mount Aloysius (AMCC) vs Notre Dame (MD) (United East),"[3-0] (25-23, 25-11, 25-20)",https://stats.ncaa.org/contests/5670923/box_score,D-III
1735,09/14/2024,Rose-Hulman (HCAC) vs Aurora (NACC),"[0-3] (8-25, 23-25, 22-25)",https://stats.ncaa.org/contests/5670924/box_score,D-III
1736,09/14/2024,Wis.-Stout (WIAC) vs Millikin (CCIW),"[0-3] (18-25, 22-25, 15-25)",https://stats.ncaa.org/contests/5670925/box_score,D-III
1737,09/14/2024,Colby-Sawyer (Great Northeast) vs JWU (Providence) (Great Northeast),"[2-3] (25-18, 19-25, 25-22, 17-25, 7-15)",https://stats.ncaa.org/contests/5670926/box_score,D-III
1738,09/14/2024,Muskingum (OAC) vs Mt. St. Joseph (HCAC),"[2-3] (25-27, 25-22, 28-30, 25-15, 13-15)",https://stats.ncaa.org/contests/5670928/box_score,D-III
1739,09/14/2024,Susquehanna (Landmark) vs Johns Hopkins (Centennial),"[0-3] (18-25, 10-25, 13-25)",https://stats.ncaa.org/contests/5670929/box_score,D-III
1740,09/14/2024,Carnegie Mellon (UAA) vs Randolph-Macon (ODAC),"[3-0] (25-22, 25-13, 25-20)",https://stats.ncaa.org/contests/5670930/box_score,D-III
1741,09/14/2024,Wm. Paterson (NJAC) vs NYU (UAA),"[1-3] (25-14, 6-25, 19-25, 7-25)",https://stats.ncaa.org/contests/5670931/box_score,D-III
1742,09/14/2024,Marietta (OAC) vs Earlham (HCAC),"[3-0] (25-12, 25-14, 25-18)",https://stats.ncaa.org/contests/5670935/box_score,D-III
1743,09/14/2024,Wash. & Lee (ODAC) vs Salisbury (C2C),"[3-0] (25-15, 25-17, 25-17)",https://stats.ncaa.org/contests/5670937/box_score,D-III
1744,09/14/2024,Lasell (Great Northeast) vs Emerson (NEWMAC),"[3-2] (25-19, 20-25, 25-22, 20-25, 15-12)",https://stats.ncaa.org/contests/5670943/box_score,D-III
1745,09/14/2024,Waynesburg (PAC) vs Pitt.-Greensburg (AMCC),"[3-1] (27-29, 25-20, 25-19, 25-18)",https://stats.ncaa.org/contests/5670944/box_score,D-III
1746,09/14/2024,Saint Mary's (MN) (MIAC) vs Ripon (MWC),"[3-2] (17-25, 24-26, 25-13, 25-12, 15-13)",https://stats.ncaa.org/contests/5670945/box_score,D-III
1747,09/14/2024,SUNY Geneseo (Empire 8) vs Rochester (NY) (UAA),"[0-3] (13-25, 14-25, 24-26)",https://stats.ncaa.org/contests/5670950/box_score,D-III
1748,09/14/2024,Wittenberg (NCAC) vs Berry (SAA),"[1-3] (22-25, 18-25, 26-24, 16-25)",https://stats.ncaa.org/contests/5670956/box_score,D-III
1749,09/14/2024,Hood (MACs) vs Lebanon Valley (MACs),"[1-3] (16-25, 14-25, 25-19, 18-25)",https://stats.ncaa.org/contests/5670957/box_score,D-III
1750,09/14/2024,UC Santa Cruz (C2C) vs Cal Lutheran (SCIAC),"[0-3] (26-28, 16-25, 20-25)",https://stats.ncaa.org/contests/5670966/box_score,D-III
1751,09/14/2024,William Peace (USA South) vs Randolph (ODAC),"[3-1] (25-21, 25-21, 17-25, 25-17)",https://stats.ncaa.org/contests/5670967/box_score,D-III
1752,09/14/2024,Methodist (USA South) vs St. Mary's (MD) (United East),"[3-1] (25-16, 20-25, 25-19, 25-18)",https://stats.ncaa.org/contests/5670968/box_score,D-III
1753,09/14/2024,Rivier (Great Northeast) vs Mitchell (Great Northeast),"[3-2] (21-25, 25-18, 25-20, 20-25, 15-12)",https://stats.ncaa.org/contests/5670969/box_score,D-III
1754,09/14/2024,Gustavus Adolphus (MIAC) vs Northwestern-St. Paul (UMAC),"[1-3] (21-25, 19-25, 25-22, 12-25)",https://stats.ncaa.org/contests/5670974/box_score,D-III
1755,09/14/2024,N.C. Wesleyan (USA South) vs Lynchburg (ODAC),"[1-3] (25-21, 14-25, 27-29, 15-25)",https://stats.ncaa.org/contests/5670977/box_score,D-III
1756,09/14/2024,Martin Luther (UMAC) vs North Central (MN) (UMAC),"[1-3] (19-25, 25-14, 18-25, 22-25)",https://stats.ncaa.org/contests/5670978/box_score,D-III
1757,09/14/2024,Springfield (NEWMAC) vs Brandeis (UAA),"[2-3] (25-18, 25-16, 17-25, 20-25, 10-15)",https://stats.ncaa.org/contests/5670979/box_score,D-III
1758,09/14/2024,Penn St. Brandywine (Independent) vs Bryn Mawr (Centennial),"[1-3] (11-25, 23-25, 25-17, 22-25)",https://stats.ncaa.org/contests/5670980/box_score,D-III
1759,09/14/2024,Suffolk (CNE) vs Oswego St. (SUNYAC),"[3-1] (25-22, 25-21, 22-25, 25-18)",https://stats.ncaa.org/contests/5670981/box_score,D-III
1760,09/14/2024,Vassar (Liberty League) vs Stevens (MACs),"[0-3] (21-25, 21-25, 19-25)",https://stats.ncaa.org/contests/5670982/box_score,D-III
1761,09/14/2024,Elizabethtown (Landmark) vs Chatham (PAC),"[3-2] (22-25, 25-21, 25-15, 20-25, 15-5)",https://stats.ncaa.org/contests/5670983/box_score,D-III
1762,09/14/2024,Mt. St. Mary (NY) (Skyline) vs FDU-Florham (MACs),"[3-2] (26-24, 16-25, 17-25, 25-19, 15-9)",https://stats.ncaa.org/contests/5670984/box_score,D-III
1763,09/14/2024,SUNY Maritime (Skyline) vs Gwynedd Mercy (Atlantic East),"[0-3] (13-25, 19-25, 18-25)",https://stats.ncaa.org/contests/5670985/box_score,D-III
1764,09/14/2024,Roger Williams (CNE) vs Bowdoin (NESCAC),"[0-3] (16-25, 27-29, 27-29)",https://stats.ncaa.org/contests/5670987/box_score,D-III
1765,09/14/2024,WestConn (Little East) vs Simmons (Great Northeast),"[2-3] (25-27, 25-15, 25-19, 18-25, 13-15)",https://stats.ncaa.org/contests/5670988/box_score,D-III
1766,09/14/2024,Salve Regina (NEWMAC) vs U New England (CNE),"[0-3] (19-25, 19-25, 14-25)",https://stats.ncaa.org/contests/5670989/box_score,D-III
1767,09/14/2024,Southern Va. (USA South) vs Hollins (ODAC),"[3-0] (25-17, 25-14, 25-14)",https://stats.ncaa.org/contests/5670990/box_score,D-III
1768,09/14/2024,SUNY Delhi (North Atlantic) vs Plattsburgh St. (SUNYAC),"[3-0] (27-25, 25-21, 25-13)",https://stats.ncaa.org/contests/5670991/box_score,D-III
1769,09/14/2024,St. Lawrence (Liberty League) vs SUNY Morrisville (SUNYAC),"[0-3] (16-25, 16-25, 24-26)",https://stats.ncaa.org/contests/5670992/box_score,D-III
1770,09/14/2024,Sewanee (SAA) vs Berea (HCAC),"[1-3] (25-19, 22-25, 19-25, 19-25)",https://stats.ncaa.org/contests/5670993/box_score,D-III
1771,09/14/2024,Wis.-Platteville (WIAC) vs CWRU (UAA),"[0-3] (10-25, 20-25, 18-25)",https://stats.ncaa.org/contests/5670994/box_score,D-III
1772,09/14/2024,Heidelberg (OAC) vs Albion (Michigan Intercol. Ath. Assn.),"[3-2] (22-25, 25-22, 15-25, 25-19, 16-14)",https://stats.ncaa.org/contests/5670995/box_score,D-III
1773,09/14/2024,Misericordia (MACs) vs Marywood (Atlantic East),"[3-0] (25-13, 25-12, 25-11)",https://stats.ncaa.org/contests/5670996/box_score,D-III
1774,09/14/2024,York (PA) (MACs) vs Haverford (Centennial),"[0-3] (16-25, 19-25, 22-25)",https://stats.ncaa.org/contests/5670997/box_score,D-III
1775,09/14/2024,Blackburn (SLIAC) vs Trine (Michigan Intercol. Ath. Assn.),"[1-3] (17-25, 25-19, 17-25, 15-25)",https://stats.ncaa.org/contests/5671000/box_score,D-III
1776,09/14/2024,Washington Col. (Centennial) vs Centenary (NJ) (Atlantic East),"[3-0] (25-16, 25-18, 25-11)",https://stats.ncaa.org/contests/5671003/box_score,D-III
1777,09/14/2024,Manhattanville (Skyline) vs Hunter (CUNYAC),"[3-2] (21-25, 26-24, 19-25, 25-17, 15-12)",https://stats.ncaa.org/contests/5671005/box_score,D-III
1778,09/14/2024,Westminster (PA) (PAC) vs Houghton (Empire 8),"[3-1] (25-19, 25-17, 24-26, 25-13)",https://stats.ncaa.org/contests/5671006/box_score,D-III
1779,09/14/2024,RIT (Liberty League) vs Fredonia (SUNYAC),"[3-0] (25-18, 25-14, 25-22)",https://stats.ncaa.org/contests/5671007/box_score,D-III
1780,09/14/2024,Merchant Marine (Skyline) vs Dean (Great Northeast),"[3-1] (19-25, 25-17, 25-15, 25-14)",https://stats.ncaa.org/contests/5671009/box_score,D-III
1781,09/14/2024,Worcester St. (MASCAC) vs Connecticut Col. (NESCAC),"[0-3] (19-25, 11-25, 19-25)",https://stats.ncaa.org/contests/5671012/box_score,D-III
1783,09/14/2024,Regis (MA) (Great Northeast) vs MCLA (MASCAC),"[3-1] (25-15, 18-25, 25-16, 25-15)",https://stats.ncaa.org/contests/5671015/box_score,D-III
1784,09/14/2024,Maine Maritime (North Atlantic) vs Wheaton (MA) (NEWMAC),"[2-3] (25-20, 14-25, 21-25, 25-18, 12-15)",https://stats.ncaa.org/contests/5671016/box_score,D-III
1785,09/14/2024,New Jersey City (NJAC) vs Delaware Valley (MACs),"[1-3] (25-23, 13-25, 22-25, 15-25)",https://stats.ncaa.org/contests/5671018/box_score,D-III
1786,09/14/2024,St. Scholastica (MIAC) vs Alverno (NACC),"[3-0] (25-22, 25-11, 25-10)",https://stats.ncaa.org/contests/5671019/box_score,D-III
1787,09/14/2024,Buffalo St. (SUNYAC) vs Amherst (NESCAC),"[0-3] (22-25, 18-25, 18-25)",https://stats.ncaa.org/contests/5671020/box_score,D-III
1788,09/14/2024,Oglethorpe (SAA) vs Transylvania (HCAC),"[0-3] (12-25, 16-25, 18-25)",https://stats.ncaa.org/contests/5671022/box_score,D-III
1789,09/14/2024,Minn.-Morris (UMAC) vs Lewis & Clark (NWC),"[3-0] (25-17, 25-20, 25-21)",https://stats.ncaa.org/contests/5671023/box_score,D-III
1790,09/14/2024,Wis.-Superior (UMAC) vs Carleton (MIAC),"[3-1] (25-23, 25-17, 20-25, 25-13)",https://stats.ncaa.org/contests/5671024/box_score,D-III
1791,09/14/2024,Wis.-Stevens Point (WIAC) vs Emory (UAA),"[0-3] (19-25, 17-25, 23-25)",https://stats.ncaa.org/contests/5671025/box_score,D-III
1792,09/14/2024,SUNY New Paltz (SUNYAC) vs Williams (NESCAC),"[0-3] (11-25, 22-25, 12-25)",https://stats.ncaa.org/contests/5671026/box_score,D-III
1793,09/14/2024,SUNY Oneonta (SUNYAC) vs Skidmore (Liberty League),"[0-3] (17-25, 23-25, 15-25)",https://stats.ncaa.org/contests/5671027/box_score,D-III
1794,09/14/2024,Framingham St. (MASCAC) vs Husson (North Atlantic),"[3-1] (23-25, 25-20, 25-9, 25-18)",https://stats.ncaa.org/contests/5671028/box_score,D-III
1795,09/14/2024,Chapman (SCIAC) vs Puget Sound (NWC),"[0-3] (23-25, 22-25, 18-25)",https://stats.ncaa.org/contests/5671031/box_score,D-III
1796,09/14/2024,Hartford (CNE) vs Fitchburg St. (MASCAC),"[3-0] (29-27, 25-12, 25-20)",https://stats.ncaa.org/contests/5671033/box_score,D-III
1797,09/14/2024,Western New Eng. (CNE) vs Keene St. (Little East),"[3-1] (25-20, 23-25, 25-19, 25-17)",https://stats.ncaa.org/contests/5671034/box_score,D-III
1798,09/14/2024,Whittier (SCIAC) vs Calvin (Michigan Intercol. Ath. Assn.),"[1-3] (25-18, 10-25, 26-28, 15-25)",https://stats.ncaa.org/contests/5671040/box_score,D-III
1799,09/14/2024,Mary Washington (C2C) vs Rutgers-Newark (NJAC),"[3-0] (25-12, 25-15, 25-15)",https://stats.ncaa.org/contests/5671043/box_score,D-III
1800,09/14/2024,Penn St.-Behrend (AMCC) vs Bluffton (HCAC),"[1-3] (19-25, 21-25, 25-22, 20-25)",https://stats.ncaa.org/contests/5671045/box_score,D-III
1801,09/14/2024,Centenary (LA) (SCAC) vs Millsaps (SAA),"[0-3] (15-25, 5-25, 9-25)",https://stats.ncaa.org/contests/5671046/box_score,D-III
1802,09/14/2024,Northland (UMAC) vs Luther (American Rivers),"[0-3] (15-25, 10-25, 14-25)",https://stats.ncaa.org/contests/5671047/box_score,D-III
1803,09/14/2024,St. Thomas (TX) (SCAC) vs Mary Hardin-Baylor (ASC),"[1-3] (16-25, 25-10, 21-25, 23-25)",https://stats.ncaa.org/contests/5671049/box_score,D-III
1804,09/14/2024,Rowan (NJAC) vs Neumann (Atlantic East),"[3-0] (25-21, 25-19, 26-24)",https://stats.ncaa.org/contests/5671050/box_score,D-III
1805,09/14/2024,Bates (NESCAC) vs Smith (NEWMAC),"[1-3] (19-25, 25-15, 19-25, 22-25)",https://stats.ncaa.org/contests/5671052/box_score,D-III
1806,09/14/2024,Adrian (Michigan Intercol. Ath. Assn.) vs North Park (CCIW),"[0-3] (22-25, 21-25, 22-25)",https://stats.ncaa.org/contests/5671056/box_score,D-III
1807,09/14/2024,Concordia Wisconsin (NACC) vs Wis.-Whitewater (WIAC),"[0-3] (14-25, 13-25, 18-25)",https://stats.ncaa.org/contests/5671058/box_score,D-III
1808,09/14/2024,Lasell (Great Northeast) vs UMass Dartmouth (Little East),"[1-3] (25-27, 19-25, 25-21, 20-25)",https://stats.ncaa.org/contests/5671059/box_score,D-III
1809,09/14/2024,Valley Forge (United East) vs Lehman (CUNYAC),"[0-3] (14-25, 15-25, 23-25)",https://stats.ncaa.org/contests/5671060/box_score,D-III
1810,09/14/2024,Colby-Sawyer (Great Northeast) vs Emmanuel (MA) (Great Northeast),"[2-3] (27-25, 10-25, 18-25, 29-27, 9-15)",https://stats.ncaa.org/contests/5671063/box_score,D-III
1811,09/14/2024,Wis.-Oshkosh (WIAC) vs Hope (Michigan Intercol. Ath. Assn.),"[3-0] (25-17, 25-22, 25-23)",https://stats.ncaa.org/contests/5671064/box_score,D-III
1812,09/14/2024,Fisher (nan) vs Wellesley (NEWMAC),"[0-3] (12-25, 13-25, 23-25)",https://stats.ncaa.org/contests/5671066/box_score,D-III
1813,09/14/2024,Kenyon (NCAC) vs Hanover (HCAC),"[1-3] (14-25, 17-25, 25-21, 14-25)",https://stats.ncaa.org/contests/5671067/box_score,D-III
1814,09/14/2024,UW-River Falls (WIAC) vs Dubuque (American Rivers),"[1-3] (23-25, 22-25, 25-19, 19-25)",https://stats.ncaa.org/contests/5671068/box_score,D-III
1815,09/14/2024,Elmhurst (CCIW) vs Benedictine (IL) (NACC),"[3-1] (25-23, 25-19, 21-25, 25-23)",https://stats.ncaa.org/contests/5671069/box_score,D-III
1816,09/14/2024,Simpson (American Rivers) vs Cornell College (MWC),"[3-2] (25-22, 18-25, 25-18, 18-25, 15-10)",https://stats.ncaa.org/contests/5671070/box_score,D-III
1817,09/14/2024,Widener (MACs) vs DeSales (MACs),"[3-2] (26-24, 21-25, 25-23, 23-25, 16-14)",https://stats.ncaa.org/contests/5671071/box_score,D-III
1818,09/14/2024,Hilbert (AMCC) vs Denison (NCAC),"[0-3] (15-25, 12-25, 12-25)",https://stats.ncaa.org/contests/5671073/box_score,D-III
