,date,match,results,box_score_url
2900,10/12/2024,UC San Diego (Big West) vs CSUN (Big West),"[3-1] (25-17, 25-23, 17-25, 25-14)",https://stats.ncaa.org/contests/5675979/box_score
2901,10/12/2024,Evansville (MVC) vs Illinois St. (MVC),"[0-3] (13-25, 23-25, 18-25)",https://stats.ncaa.org/contests/5675985/box_score
2902,10/12/2024,Xavier (Big East) vs Georgetown (Big East),"[3-1] (22-25, 25-21, 25-23, 25-18)",https://stats.ncaa.org/contests/5675986/box_score
2903,10/12/2024,UTEP (CUSA) vs Louisiana Tech (CUSA),"[3-0] (25-11, 25-15, 25-14)",https://stats.ncaa.org/contests/5675987/box_score
2904,10/12/2024,Army West Point (Patriot) vs American (Patriot),"[1-3] (24-26, 28-30, 27-25, 18-25)",https://stats.ncaa.org/contests/5675989/box_score
2905,10/12/2024,North Dakota St. (Summit League) vs Omaha (Summit League),"[0-3] (14-25, 18-25, 13-25)",https://stats.ncaa.org/contests/5675992/box_score
2906,10/12/2024,Central Ark. (ASUN) vs Lipscomb (ASUN),"[3-2] (13-25, 25-20, 25-23, 14-25, 15-8)",https://stats.ncaa.org/contests/5675995/box_score
2907,10/12/2024,Columbia (Ivy League) vs Yale (Ivy League),"[1-3] (15-25, 25-19, 20-25, 22-25)",https://stats.ncaa.org/contests/5675998/box_score
2908,10/12/2024,Navy (Patriot) vs Lafayette (Patriot),"[3-1] (25-20, 20-25, 25-22, 31-29)",https://stats.ncaa.org/contests/5676000/box_score
2909,10/12/2024,Jacksonville St. (CUSA) vs Middle Tenn. (CUSA),"[1-3] (28-26, 17-25, 26-28, 22-25)",https://stats.ncaa.org/contests/5676002/box_score
2910,10/12/2024,Wofford (SoCon) vs Western Caro. (SoCon),"[3-0] (29-27, 25-22, 26-24)",https://stats.ncaa.org/contests/5676009/box_score
2911,10/12/2024,Boise St. (Mountain West) vs Wyoming (Mountain West),"[2-3] (21-25, 25-22, 25-11, 23-25, 12-15)",https://stats.ncaa.org/contests/5676010/box_score
2912,10/12/2024,Syracuse (ACC) vs California (ACC),"[2-3] (25-21, 25-16, 23-25, 23-25, 14-16)",https://stats.ncaa.org/contests/5676013/box_score
2913,10/12/2024,Duquesne (Atlantic 10) vs Rhode Island (Atlantic 10),"[2-3] (22-25, 22-25, 25-23, 25-18, 14-16)",https://stats.ncaa.org/contests/5676017/box_score
2914,10/12/2024,Grand Canyon (WAC) vs Southern Utah (WAC),"[3-2] (21-25, 25-21, 25-19, 21-25, 15-11)",https://stats.ncaa.org/contests/5676018/box_score
2915,10/12/2024,Furman (SoCon) vs Mercer (SoCon),"[0-3] (21-25, 15-25, 21-25)",https://stats.ncaa.org/contests/5676019/box_score
2916,10/12/2024,Campbell (CAA) vs Elon (CAA),"[3-2] (25-17, 25-19, 11-25, 12-25, 15-7)",https://stats.ncaa.org/contests/5676020/box_score
2917,10/12/2024,Eastern Wash. (Big Sky) vs Montana (Big Sky),"[3-0] (25-19, 26-24, 25-23)",https://stats.ncaa.org/contests/5676023/box_score
2918,10/12/2024,Boston College (ACC) vs Stanford (ACC),"[0-3] (13-25, 13-25, 19-25)",https://stats.ncaa.org/contests/5676026/box_score
2919,10/12/2024,North Dakota (Summit League) vs South Dakota St. (Summit League),"[1-3] (17-25, 20-25, 25-19, 11-25)",https://stats.ncaa.org/contests/5676029/box_score
2920,10/12/2024,Santa Clara (WCC) vs Portland (WCC),"[0-3] (18-25, 24-26, 18-25)",https://stats.ncaa.org/contests/5695454/box_score
2921,10/13/2024,Penn St. (Big Ten) vs Indiana (Big Ten),"[3-1] (22-25, 25-22, 32-30, 25-22)",https://stats.ncaa.org/contests/5361311/box_score
2922,10/13/2024,Northwestern (Big Ten) vs Wisconsin (Big Ten),"[0-3] (13-25, 23-25, 20-25)",https://stats.ncaa.org/contests/5361890/box_score
2923,10/13/2024,Michigan (Big Ten) vs Ohio St. (Big Ten),"[3-1] (26-24, 25-23, 20-25, 25-21)",https://stats.ncaa.org/contests/5362666/box_score
2924,10/13/2024,UCLA (Big Ten) vs Southern California (Big Ten),"[2-3] (16-25, 25-18, 25-19, 21-25, 11-15)",https://stats.ncaa.org/contests/5397315/box_score
2925,10/13/2024,Washington (Big Ten) vs Oregon (Big Ten),"[2-3] (19-25, 25-22, 25-19, 21-25, 12-15)",https://stats.ncaa.org/contests/5397338/box_score
2926,10/13/2024,Colorado (Big 12) vs UCF (Big 12),"[3-2] (25-21, 21-25, 25-18, 23-25, 15-11)",https://stats.ncaa.org/contests/5675163/box_score
2927,10/13/2024,FGCU (ASUN) vs Eastern Ky. (ASUN),"[0-3] (19-25, 20-25, 16-25)",https://stats.ncaa.org/contests/5675861/box_score
2928,10/13/2024,Notre Dame (ACC) vs Florida St. (ACC),"[1-3] (23-25, 25-22, 18-25, 16-25)",https://stats.ncaa.org/contests/5676032/box_score
2929,10/13/2024,Manhattan (MAAC) vs Merrimack (MAAC),"[0-3] (17-25, 19-25, 23-25)",https://stats.ncaa.org/contests/5676037/box_score
2930,10/13/2024,Alcorn (SWAC) vs Bethune-Cookman (SWAC),"[0-3] (12-25, 12-25, 8-25)",https://stats.ncaa.org/contests/5676038/box_score
2931,10/13/2024,Fairfield (MAAC) vs Canisius (MAAC),"[3-2] (21-25, 25-19, 25-17, 17-25, 15-13)",https://stats.ncaa.org/contests/5676039/box_score
2932,10/13/2024,Western Ky. (CUSA) vs FIU (CUSA),"[3-2] (14-25, 25-19, 25-16, 21-25, 16-9)",https://stats.ncaa.org/contests/5676042/box_score
2933,10/13/2024,Coppin St. (MEAC) vs Howard (MEAC),"[0-3] (22-25, 14-25, 12-25)",https://stats.ncaa.org/contests/5676048/box_score
2934,10/13/2024,South Fla. (AAC) vs Tulsa (AAC),"[3-2] (25-19, 18-25, 25-21, 23-25, 15-12)",https://stats.ncaa.org/contests/5676049/box_score
2935,10/13/2024,Marquette (Big East) vs Villanova (Big East),"[3-0] (25-23, 25-20, 25-14)",https://stats.ncaa.org/contests/5676050/box_score
2936,10/13/2024,Charlotte (AAC) vs UAB (AAC),"[0-3] (19-25, 17-25, 8-25)",https://stats.ncaa.org/contests/5676051/box_score
2937,10/13/2024,Texas A&M (SEC) vs LSU (SEC),"[2-3] (25-18, 14-25, 20-25, 25-14, 10-15)",https://stats.ncaa.org/contests/5676052/box_score
2938,10/13/2024,Louisville (ACC) vs Miami (FL) (ACC),"[3-1] (25-23, 25-17, 18-25, 25-20)",https://stats.ncaa.org/contests/5676053/box_score
2939,10/13/2024,Duke (ACC) vs NC State (ACC),"[0-3] (15-25, 15-25, 13-25)",https://stats.ncaa.org/contests/5676054/box_score
2940,10/13/2024,North Florida (ASUN) vs West Ga. (ASUN),"[3-0] (25-16, 25-15, 25-11)",https://stats.ncaa.org/contests/5676055/box_score
2941,10/13/2024,Kansas St. (Big 12) vs West Virginia (Big 12),"[3-2] (26-24, 22-25, 22-25, 25-22, 15-5)",https://stats.ncaa.org/contests/5676056/box_score
2942,10/13/2024,UTSA (AAC) vs North Texas (AAC),"[1-3] (25-23, 12-25, 12-25, 13-25)",https://stats.ncaa.org/contests/5676057/box_score
2943,10/13/2024,South Carolina (SEC) vs Florida (SEC),"[3-0] (25-23, 25-14, 25-18)",https://stats.ncaa.org/contests/5676058/box_score
2944,10/13/2024,Virginia Tech (ACC) vs Clemson (ACC),"[3-1] (16-25, 25-21, 25-19, 25-22)",https://stats.ncaa.org/contests/5676059/box_score
2945,10/13/2024,Duquesne (Atlantic 10) vs Rhode Island (Atlantic 10),"[3-1] (26-24, 20-25, 25-15, 25-16)",https://stats.ncaa.org/contests/5676060/box_score
2946,10/13/2024,UMBC (America East) vs Bryant (America East),"[2-3] (25-27, 23-25, 25-14, 25-19, 13-15)",https://stats.ncaa.org/contests/5676061/box_score
2947,10/13/2024,Temple (AAC) vs Memphis (AAC),"[0-3] (15-25, 23-25, 19-25)",https://stats.ncaa.org/contests/5676062/box_score
2948,10/13/2024,DePaul (Big East) vs Seton Hall (Big East),"[3-1] (25-20, 25-15, 18-25, 25-19)",https://stats.ncaa.org/contests/5676063/box_score
2949,10/13/2024,Fla. Atlantic (AAC) vs Wichita St. (AAC),"[2-3] (25-19, 25-20, 14-25, 23-25, 14-16)",https://stats.ncaa.org/contests/5676064/box_score
2950,10/13/2024,Sacred Heart (MAAC) vs Niagara (MAAC),"[1-3] (17-25, 25-19, 21-25, 22-25)",https://stats.ncaa.org/contests/5676065/box_score
2951,10/13/2024,Marist (MAAC) vs Saint Peter's (MAAC),"[0-3] (21-25, 18-25, 17-25)",https://stats.ncaa.org/contests/5676066/box_score
2952,10/13/2024,Virginia (ACC) vs Georgia Tech (ACC),"[0-3] (20-25, 16-25, 21-25)",https://stats.ncaa.org/contests/5676067/box_score
2953,10/13/2024,Providence (Big East) vs Butler (Big East),"[1-3] (19-25, 20-25, 25-23, 21-25)",https://stats.ncaa.org/contests/5676068/box_score
2954,10/13/2024,Ole Miss (SEC) vs Georgia (SEC),"[1-3] (20-25, 23-25, 25-22, 20-25)",https://stats.ncaa.org/contests/5676069/box_score
2955,10/13/2024,Jacksonville (ASUN) vs Queens (NC) (ASUN),"[3-0] (25-20, 25-20, 25-20)",https://stats.ncaa.org/contests/5676070/box_score
2956,10/13/2024,N.C. Central (MEAC) vs UMES (MEAC),"[0-3] (21-25, 13-25, 21-25)",https://stats.ncaa.org/contests/5676071/box_score
2957,10/13/2024,New Mexico St. (CUSA) vs Sam Houston (CUSA),"[0-3] (21-25, 23-25, 22-25)",https://stats.ncaa.org/contests/5676072/box_score
2958,10/13/2024,Iona (MAAC) vs Quinnipiac (MAAC),"[0-3] (26-28, 21-25, 10-25)",https://stats.ncaa.org/contests/5676073/box_score
2959,10/13/2024,Bucknell (Patriot) vs Colgate (Patriot),"[1-3] (25-15, 20-25, 14-25, 14-25)",https://stats.ncaa.org/contests/5676074/box_score
2960,10/13/2024,Stony Brook (CAA) vs N.C. A&T (CAA),"[3-2] (25-21, 25-16, 22-25, 20-25, 19-17)",https://stats.ncaa.org/contests/5676076/box_score
2961,10/13/2024,Siena (MAAC) vs Rider (MAAC),"[0-3] (18-25, 24-26, 18-25)",https://stats.ncaa.org/contests/5676077/box_score
2962,10/13/2024,Binghamton (America East) vs New Hampshire (America East),"[0-3] (26-28, 23-25, 21-25)",https://stats.ncaa.org/contests/5676078/box_score
2963,10/13/2024,Liberty (CUSA) vs Kennesaw St. (CUSA),"[1-3] (14-25, 26-28, 25-23, 27-29)",https://stats.ncaa.org/contests/5676079/box_score
2964,10/13/2024,Southern U. (SWAC) vs Florida A&M (SWAC),"[0-3] (12-25, 13-25, 14-25)",https://stats.ncaa.org/contests/5676080/box_score
2965,10/13/2024,Norfolk St. (MEAC) vs Morgan St. (MEAC),"[3-2] (25-13, 25-19, 20-25, 21-25, 15-11)",https://stats.ncaa.org/contests/5676081/box_score
2966,10/13/2024,Auburn (SEC) vs Mississippi St. (SEC),"[3-1] (20-25, 25-13, 25-15, 25-19)",https://stats.ncaa.org/contests/5676083/box_score
2967,10/13/2024,UTEP (CUSA) vs Louisiana Tech (CUSA),"[3-0] (26-24, 25-18, 25-23)",https://stats.ncaa.org/contests/5676084/box_score
2968,10/13/2024,Davidson (Atlantic 10) vs George Washington (Atlantic 10),"[3-2] (22-25, 20-25, 25-15, 31-29, 15-4)",https://stats.ncaa.org/contests/5676085/box_score
2969,10/13/2024,Jackson St. (SWAC) vs Alabama A&M (SWAC),"[2-3] (19-25, 25-12, 25-27, 25-23, 13-15)",https://stats.ncaa.org/contests/5676086/box_score
2970,10/13/2024,East Carolina (AAC) vs Rice (AAC),"[0-3] (21-25, 20-25, 21-25)",https://stats.ncaa.org/contests/5676087/box_score
2971,10/13/2024,George Mason (Atlantic 10) vs Fordham (Atlantic 10),"[3-0] (25-18, 27-25, 26-24)",https://stats.ncaa.org/contests/5676088/box_score
2972,10/13/2024,Hampton (CAA) vs UNCW (CAA),"[1-3] (18-25, 18-25, 25-18, 17-25)",https://stats.ncaa.org/contests/5676090/box_score
2973,10/13/2024,Holy Cross (Patriot) vs Lehigh (Patriot),"[1-3] (25-21, 22-25, 17-25, 11-25)",https://stats.ncaa.org/contests/5676091/box_score
2974,10/13/2024,Prairie View (SWAC) vs Grambling (SWAC),"[3-0] (25-17, 25-21, 25-23)",https://stats.ncaa.org/contests/5676092/box_score
2975,10/13/2024,Delaware (CAA) vs William & Mary (CAA),"[1-3] (21-25, 21-25, 25-20, 23-25)",https://stats.ncaa.org/contests/5676093/box_score
2976,10/13/2024,Jacksonville St. (CUSA) vs Middle Tenn. (CUSA),"[0-3] (11-25, 11-25, 17-25)",https://stats.ncaa.org/contests/5676094/box_score
2977,10/13/2024,Tennessee (SEC) vs Missouri (SEC),"[2-3] (22-25, 27-25, 25-18, 23-25, 7-15)",https://stats.ncaa.org/contests/5676095/box_score
2978,10/13/2024,Alabama (SEC) vs Arkansas (SEC),"[0-3] (17-25, 22-25, 16-25)",https://stats.ncaa.org/contests/5676100/box_score
2979,10/13/2024,Campbell (CAA) vs Elon (CAA),"[0-3] (17-25, 20-25, 21-25)",https://stats.ncaa.org/contests/5676101/box_score
2980,10/13/2024,Mississippi Val. (SWAC) vs Alabama St. (SWAC),"[0-3] (25-27, 21-25, 19-25)",https://stats.ncaa.org/contests/5676102/box_score
2981,10/13/2024,North Carolina (ACC) vs Wake Forest (ACC),"[3-0] (25-21, 25-16, 25-17)",https://stats.ncaa.org/contests/5676105/box_score
2982,10/13/2024,Texas Southern (SWAC) vs Ark.-Pine Bluff (SWAC),"[3-1] (22-25, 25-19, 25-22, 25-17)",https://stats.ncaa.org/contests/5676107/box_score
2983,10/13/2024,UC Riverside (Big West) vs Hawaii (Big West),"[0-3] (16-25, 18-25, 16-25)",https://stats.ncaa.org/contests/5676109/box_score
2984,10/13/2024,Texas (SEC) vs Kentucky (SEC),"[3-0] (25-21, 25-19, 25-17)",https://stats.ncaa.org/contests/5676110/box_score
2985,10/13/2024,South Carolina St. (MEAC) vs Delaware St. (MEAC),"[0-3] (18-25, 15-25, 23-25)",https://stats.ncaa.org/contests/5697311/box_score
2986,10/14/2024,Southern U. (SWAC) vs Bethune-Cookman (SWAC),"[1-3] (19-25, 25-13, 21-25, 23-25)",https://stats.ncaa.org/contests/5675418/box_score
2987,10/14/2024,Seattle U (WAC) vs Utah Valley (WAC),"[0-3] (15-25, 23-25, 23-25)",https://stats.ncaa.org/contests/5676113/box_score
2988,10/14/2024,Drake (MVC) vs UNI (MVC),"[0-3] (14-25, 19-25, 14-25)",https://stats.ncaa.org/contests/5676114/box_score
2989,10/14/2024,Mississippi Val. (SWAC) vs Alabama A&M (SWAC),"[0-3] (17-25, 22-25, 15-25)",https://stats.ncaa.org/contests/5676115/box_score
2990,10/14/2024,Texas Southern (SWAC) vs Grambling (SWAC),"[3-1] (20-25, 25-14, 25-22, 25-19)",https://stats.ncaa.org/contests/5676117/box_score
2991,10/14/2024,Alcorn (SWAC) vs Florida A&M (SWAC),"[0-3] (5-25, 11-25, 18-25)",https://stats.ncaa.org/contests/5676119/box_score
2992,10/14/2024,Prairie View (SWAC) vs Ark.-Pine Bluff (SWAC),"[3-0] (25-19, 25-9, 25-22)",https://stats.ncaa.org/contests/5676125/box_score
2993,10/14/2024,Illinois St. (MVC) vs Bradley (MVC),"[3-2] (23-25, 25-16, 25-21, 20-25, 15-13)",https://stats.ncaa.org/contests/5676126/box_score
2994,10/15/2024,Presbyterian (Big South) vs Charleston So. (Big South),"[0-3] (18-25, 16-25, 13-25)",https://stats.ncaa.org/contests/5673166/box_score
2995,10/15/2024,Stetson (ASUN) vs FGCU (ASUN),"[0-3] (18-25, 29-31, 14-25)",https://stats.ncaa.org/contests/5676130/box_score
2996,10/15/2024,LIU (NEC) vs Saint Peter's (MAAC),"[3-0] (25-15, 25-15, 25-19)",https://stats.ncaa.org/contests/5676142/box_score
2997,10/15/2024,Utah St. (Mountain West) vs Nevada (Mountain West),"[2-3] (22-25, 25-27, 25-23, 25-19, 13-15)",https://stats.ncaa.org/contests/5676143/box_score
2998,10/15/2024,SIUE (OVC) vs Eastern Ill. (OVC),"[1-3] (29-31, 18-25, 25-21, 12-25)",https://stats.ncaa.org/contests/5676151/box_score
2999,10/16/2024,Indiana (Big Ten) vs Illinois (Big Ten),"[0-3] (19-25, 22-25, 21-25)",https://stats.ncaa.org/contests/5361312/box_score
3000,10/16/2024,Iowa (Big Ten) vs Northwestern (Big Ten),"[1-3] (22-25, 13-25, 25-19, 22-25)",https://stats.ncaa.org/contests/5361891/box_score
3001,10/16/2024,Auburn (SEC) vs Alabama (SEC),"[2-3] (23-25, 25-15, 25-22, 24-26, 14-16)",https://stats.ncaa.org/contests/5676246/box_score
3002,10/16/2024,Georgetown (Big East) vs Seton Hall (Big East),"[0-3] (12-25, 20-25, 19-25)",https://stats.ncaa.org/contests/5676247/box_score
3003,10/16/2024,Stanford (ACC) vs SMU (ACC),"[3-0] (25-22, 25-23, 35-33)",https://stats.ncaa.org/contests/5676251/box_score
3004,10/16/2024,TCU (Big 12) vs Texas Tech (Big 12),"[3-0] (25-21, 25-20, 25-13)",https://stats.ncaa.org/contests/5676253/box_score
3005,10/16/2024,Norfolk St. (MEAC) vs Hampton (CAA),"[3-1] (25-14, 23-25, 25-11, 25-16)",https://stats.ncaa.org/contests/5676256/box_score
3006,10/16/2024,UAlbany (America East) vs Siena (MAAC),"[3-1] (25-11, 23-25, 25-19, 25-11)",https://stats.ncaa.org/contests/5676261/box_score
3007,10/16/2024,Rice (AAC) vs South Fla. (AAC),"[0-3] (21-25, 14-25, 23-25)",https://stats.ncaa.org/contests/5676263/box_score
3008,10/16/2024,Coppin St. (MEAC) vs UMBC (America East),"[1-3] (20-25, 19-25, 25-17, 14-25)",https://stats.ncaa.org/contests/5676265/box_score
3009,10/16/2024,Colorado (Big 12) vs Arizona (Big 12),"[3-2] (15-25, 25-17, 25-21, 25-27, 18-16)",https://stats.ncaa.org/contests/5676266/box_score
3010,10/16/2024,Kentucky (SEC) vs Tennessee (SEC),"[3-1] (25-21, 14-25, 25-22, 25-21)",https://stats.ncaa.org/contests/5676276/box_score
3011,10/16/2024,BYU (Big 12) vs Iowa St. (Big 12),"[3-1] (25-20, 19-25, 26-24, 25-15)",https://stats.ncaa.org/contests/5676277/box_score
3012,10/16/2024,Houston (Big 12) vs Arizona St. (Big 12),"[0-3] (24-26, 21-25, 16-25)",https://stats.ncaa.org/contests/5676278/box_score
3013,10/16/2024,UCF (Big 12) vs West Virginia (Big 12),"[1-3] (25-20, 20-25, 15-25, 27-29)",https://stats.ncaa.org/contests/5676296/box_score
3014,10/16/2024,Clemson (ACC) vs Georgia Tech (ACC),"[2-3] (26-24, 29-27, 21-25, 16-25, 17-19)",https://stats.ncaa.org/contests/5676303/box_score
3015,10/16/2024,Binghamton (America East) vs Colgate (Patriot),"[1-3] (23-25, 18-25, 25-23, 21-25)",https://stats.ncaa.org/contests/5676317/box_score
3016,10/17/2024,UCLA (Big Ten) vs Purdue (Big Ten),"[2-3] (25-23, 25-27, 20-25, 25-19, 11-15)",https://stats.ncaa.org/contests/5375023/box_score
3017,10/17/2024,Idaho St. (Big Sky) vs Eastern Wash. (Big Sky),"[0-3] (22-25, 23-25, 21-25)",https://stats.ncaa.org/contests/5676340/box_score
3018,10/17/2024,Tarleton St. (WAC) vs California Baptist (WAC),"[3-2] (20-25, 25-21, 25-19, 18-25, 15-11)",https://stats.ncaa.org/contests/5676342/box_score
3019,10/17/2024,Toledo (MAC) vs Akron (MAC),"[3-1] (25-18, 25-23, 18-25, 26-24)",https://stats.ncaa.org/contests/5676348/box_score
3020,10/17/2024,South Alabama (Sun Belt) vs Southern Miss. (Sun Belt),"[3-1] (25-18, 25-23, 24-26, 25-22)",https://stats.ncaa.org/contests/5676349/box_score
3021,10/17/2024,Abilene Christian (WAC) vs Utah Valley (WAC),"[0-3] (13-25, 28-30, 19-25)",https://stats.ncaa.org/contests/5676350/box_score
3022,10/17/2024,ETSU (SoCon) vs Chattanooga (SoCon),"[0-3] (21-25, 23-25, 11-25)",https://stats.ncaa.org/contests/5676351/box_score
3023,10/17/2024,NIU (MAC) vs Eastern Mich. (MAC),"[2-3] (25-15, 25-23, 18-25, 23-25, 10-15)",https://stats.ncaa.org/contests/5676352/box_score
3024,10/17/2024,Western Mich. (MAC) vs Central Mich. (MAC),"[0-3] (23-25, 18-25, 21-25)",https://stats.ncaa.org/contests/5676353/box_score
3025,10/17/2024,Bowling Green (MAC) vs Buffalo (MAC),"[3-0] (25-19, 25-18, 25-16)",https://stats.ncaa.org/contests/5676354/box_score
3026,10/17/2024,Colorado St. (Mountain West) vs San Diego St. (Mountain West),"[2-3] (25-19, 25-23, 21-25, 20-25, 11-15)",https://stats.ncaa.org/contests/5676355/box_score
3027,10/17/2024,Nevada (Mountain West) vs Boise St. (Mountain West),"[1-3] (17-25, 12-25, 25-22, 9-25)",https://stats.ncaa.org/contests/5676357/box_score
3028,10/17/2024,Southern Utah (WAC) vs Seattle U (WAC),"[0-3] (24-26, 20-25, 18-25)",https://stats.ncaa.org/contests/5676358/box_score
3029,10/17/2024,Weber St. (Big Sky) vs Idaho (Big Sky),"[3-0] (25-14, 25-20, 25-16)",https://stats.ncaa.org/contests/5676361/box_score
3030,10/17/2024,New Orleans (Southland) vs SFA (Southland),"[0-3] (11-25, 11-25, 9-25)",https://stats.ncaa.org/contests/5676364/box_score
3031,10/17/2024,Fresno St. (Mountain West) vs Air Force (Mountain West),"[3-0] (25-22, 25-20, 25-21)",https://stats.ncaa.org/contests/5676365/box_score
3032,10/17/2024,Montana (Big Sky) vs Northern Ariz. (Big Sky),"[0-3] (20-25, 22-25, 23-25)",https://stats.ncaa.org/contests/5676376/box_score
3033,10/17/2024,CSUN (Big West) vs UC Riverside (Big West),"[3-0] (25-22, 25-14, 25-22)",https://stats.ncaa.org/contests/5676377/box_score
3034,10/17/2024,Pacific (WCC) vs Santa Clara (WCC),"[1-3] (20-25, 25-27, 25-23, 18-25)",https://stats.ncaa.org/contests/5676379/box_score
3035,10/17/2024,Omaha (Summit League) vs Denver (Summit League),"[3-2] (21-25, 25-19, 22-25, 30-28, 15-10)",https://stats.ncaa.org/contests/5676381/box_score
3036,10/17/2024,Montana St. (Big Sky) vs Northern Colo. (Big Sky),"[0-3] (22-25, 15-25, 13-25)",https://stats.ncaa.org/contests/5676383/box_score
3037,10/17/2024,Grand Canyon (WAC) vs UT Arlington (WAC),"[0-3] (11-25, 21-25, 22-25)",https://stats.ncaa.org/contests/5676384/box_score
3038,10/17/2024,Saint Mary's (CA) (WCC) vs Pepperdine (WCC),"[1-3] (20-25, 25-23, 27-29, 18-25)",https://stats.ncaa.org/contests/5676388/box_score
3039,10/17/2024,A&M-Corpus Christi (Southland) vs Tex. A&M-Commerce (Southland),"[3-0] (25-23, 25-19, 25-18)",https://stats.ncaa.org/contests/5676395/box_score
3040,10/17/2024,San Jose St. (Mountain West) vs New Mexico (Mountain West),"[3-1] (25-15, 25-18, 22-25, 27-25)",https://stats.ncaa.org/contests/5676396/box_score
3041,10/17/2024,Houston Christian (Southland) vs McNeese (Southland),"[3-1] (25-17, 25-18, 19-25, 25-21)",https://stats.ncaa.org/contests/5676397/box_score
3042,10/17/2024,UTRGV (Southland) vs Northwestern St. (Southland),"[3-1] (25-19, 20-25, 25-21, 25-17)",https://stats.ncaa.org/contests/5676398/box_score
3043,10/17/2024,Wyoming (Mountain West) vs UNLV (Mountain West),"[3-0] (25-16, 25-20, 25-16)",https://stats.ncaa.org/contests/5676399/box_score
3044,10/17/2024,Southeastern La. (Southland) vs Lamar University (Southland),"[3-0] (25-18, 25-17, 25-18)",https://stats.ncaa.org/contests/5676400/box_score
3045,10/17/2024,UIW (Southland) vs Nicholls (Southland),"[3-0] (25-18, 25-14, 25-21)",https://stats.ncaa.org/contests/5676401/box_score
3046,10/17/2024,Kansas St. (Big 12) vs Kansas (Big 12),"[2-3] (25-19, 15-25, 25-22, 20-25, 10-15)",https://stats.ncaa.org/contests/5676402/box_score
3047,10/17/2024,Gonzaga (WCC) vs San Francisco (WCC),"[0-3] (19-25, 15-25, 16-25)",https://stats.ncaa.org/contests/5676409/box_score
3048,10/17/2024,Kansas City (Summit League) vs South Dakota (Summit League),"[1-3] (17-25, 20-25, 25-21, 11-25)",https://stats.ncaa.org/contests/5676411/box_score
3049,10/17/2024,UC Santa Barbara (Big West) vs Cal Poly (Big West),"[0-3] (22-25, 21-25, 17-25)",https://stats.ncaa.org/contests/5676416/box_score
3050,10/17/2024,North Dakota (Summit League) vs St. Thomas (MN) (Summit League),"[0-3] (26-28, 26-28, 15-25)",https://stats.ncaa.org/contests/5676418/box_score
3051,10/17/2024,UC Davis (Big West) vs CSU Bakersfield (Big West),"[3-1] (25-19, 22-25, 25-19, 25-19)",https://stats.ncaa.org/contests/5676419/box_score
3052,10/17/2024,Cincinnati (Big 12) vs Baylor (Big 12),"[0-3] (18-25, 16-25, 20-25)",https://stats.ncaa.org/contests/5676428/box_score
3053,10/17/2024,South Dakota St. (Summit League) vs North Dakota St. (Summit League),"[3-0] (25-23, 25-14, 25-18)",https://stats.ncaa.org/contests/5676435/box_score
3054,10/17/2024,Oregon St. (Pac-12) vs Washington St. (Pac-12),"[1-3] (15-25, 25-16, 20-25, 18-25)",https://stats.ncaa.org/contests/5676436/box_score
3055,10/17/2024,Portland (WCC) vs San Diego (WCC),"[1-3] (25-22, 9-25, 18-25, 13-25)",https://stats.ncaa.org/contests/5676437/box_score
3056,10/18/2024,Minnesota (Big Ten) vs Rutgers (Big Ten),"[3-0] (25-13, 25-22, 25-17)",https://stats.ncaa.org/contests/5362070/box_score
3057,10/18/2024,Penn St. (Big Ten) vs Ohio St. (Big Ten),"[3-2] (20-25, 25-23, 25-16, 18-25, 16-14)",https://stats.ncaa.org/contests/5362667/box_score
3058,10/18/2024,Washington (Big Ten) vs Michigan (Big Ten),"[0-3] (25-27, 23-25, 20-25)",https://stats.ncaa.org/contests/5375001/box_score
3059,10/18/2024,Nebraska (Big Ten) vs Michigan St. (Big Ten),"[3-0] (25-15, 25-19, 25-15)",https://stats.ncaa.org/contests/5375035/box_score
3060,10/18/2024,Oregon (Big Ten) vs Wisconsin (Big Ten),"[1-3] (19-25, 25-21, 19-25, 19-25)",https://stats.ncaa.org/contests/5397339/box_score
3061,10/18/2024,Arkansas (SEC) vs Texas (SEC),"[0-3] (20-25, 17-25, 22-25)",https://stats.ncaa.org/contests/5676449/box_score
3062,10/18/2024,Bethune-Cookman (SWAC) vs Texas Southern (SWAC),"[3-1] (21-25, 25-15, 25-22, 28-26)",https://stats.ncaa.org/contests/5676467/box_score
3063,10/18/2024,Georgia Tech (ACC) vs Clemson (ACC),"[3-0] (25-13, 25-17, 25-18)",https://stats.ncaa.org/contests/5676472/box_score
3064,10/18/2024,Austin Peay (ASUN) vs Jacksonville (ASUN),"[1-3] (18-25, 21-25, 25-22, 24-26)",https://stats.ncaa.org/contests/5676474/box_score
3065,10/18/2024,Villanova (Big East) vs UConn (Big East),"[1-3] (16-25, 25-22, 25-27, 20-25)",https://stats.ncaa.org/contests/5676475/box_score
3066,10/18/2024,UAB (AAC) vs UTSA (AAC),"[0-3] (22-25, 21-25, 19-25)",https://stats.ncaa.org/contests/5676481/box_score
3067,10/18/2024,IU Indy (Horizon) vs Youngstown St. (Horizon),"[1-3] (21-25, 21-25, 25-18, 16-25)",https://stats.ncaa.org/contests/5676484/box_score
3068,10/18/2024,St. John's (NY) (Big East) vs Providence (Big East),"[3-0] (25-23, 27-25, 25-20)",https://stats.ncaa.org/contests/5676486/box_score
